Length,Ratings,Review,Relevant
lenthirty,ratingthree,"i love this game it is the best ever but every time i play it and i press ""save me"" i have no more gems and the game shuts down.
",info
leneight,ratingfour,"gathering coins dor upgrades is a little tedious.
",info
lentwentythree,ratingone,"the objectives progress bar for collecting 500,000 coins & running 10,000,000 distance don't increase even though my stats show that i have collected 700,000 lifetime coins!
",info
lennine,ratingfour,"if it stopped lagging a lot id give it 5
",info
lentwentyfour,ratingtwo,"the graphics r good but it takes a lot of the battery and it lost all the coins that i earned after it froze
",info
lensixteen,ratingone,"i loved this game but every time i try and open it up it wont open.
",info
lenfifty,ratingthree,"this game makes me feel like the developers looked at the first game, saw all of the ""juddering"" complaints and just decided to ignore them - this game is better than #1 but suffers from the same juddering and lack of response during the slow down, ir's good but not great
",info
lenseven,ratingone,"this wont run on my samsung infuse
",info
lentwenty,ratingone,"i use a samsung galaxy tab and every time i try to install this app it says 'error(498)' fix this?
",info
lentwelve,ratingone,"the update was so amazing, it deleted all my temple run 2 data.
",info
lenthirtyseven,ratingfour,"i had trouble swiping and tilting, it was too low for both also when in the mine shaft, when you make a turn, you have to be very fast to tilt the mine cart the other way.
",info
lensix,ratingfour,"just wish you could skip objectives.
",info
lenthirtythree,ratingone,"so my girlfriend wanted to play as the last chick so we bought the biggest coin pack over a day ago and never got any coins, uninstalling, any game that rips you off.
",info
lenfourteen,ratingfour,"would be better if the tilt was more responsive and the powerups renewed though.
",info
lentwentyfour,ratingone,"i had the game and enjoyed it for about a week and then lost my save and have to restart to 0/10 is my rating
",info
lenseven,ratingfour,"please develop more stages, tasks, and scenery.
",info
lenten,ratingfour,"the levels are the same and that's super boring!
",info
lentwentyone,ratingfour,"though i have completed the objective of five lakh life time coins but it is not showing in   the completed objective
",info
lensixteen,ratingtwo,"after level 8, you have to score 5 million coins to reach to next level which is boring
",info
lentwentyone,ratingtwo,"everytime i get up to 2000 coins all my coins reset and it makes me unable to buy new upgrades and people!
",info
lenseventeen,ratingone,"i have a samsung infuse and the game only shows the imangi studios screen before exiting game.
",info
lenfortyone,ratingone,"i went on today and it worked fine but i go on 10 minutes later and it starts me over from yhe tutorial and it cleared all my game history and i just got 3 million as my highscore yesterday, this game sucks!
",info
lentwentyfour,ratingone,"it wont let me open the app it worked till today please help it worked for a while now it stoped workin screw it
",info
lenfifteen,ratingthree,"the objective doesn't complete, if it is not shown currently on the level screen.
",info
lentwentyseven,ratingthree,"like for eg: if i've run 2,500m already, before it is shown as an objective in some level screen. it is still shown as incomplete objective.
",info
lenseven,ratingfour,"needs better graphics and sensitivity like temple run1. :-)
",info
lennineteen,ratingfive,"need to fix when you're on a  zipline and your speed boost ends you keep running fast forever
",info
lenthirtytwo,ratingfour,"will change to five if they fix bug as i have spent ages doing the objective to get 500,000 coins and now i have 500,100 coins and the bar is not even at half!
",info
lenfourteen,ratingthree,"all the upgrades i bought, all the coins and gems i collected were reset.
",info
lenthirteen,ratingthree,"and when i go into settings, and pressed back, it doesnt go back.
",info
lentwentyone,ratingthree,"when i play the game sometimes there are lagging times and ends up making me see different screens shots at once.
",info
lenfive,ratingthree,"needs lag fuxing update bad!
",info
lennineteen,ratingone,"it was working perfectly and i had so many things then randomly it reset me back to having nothing.
",info
lennine,ratingfour,"this app is really fun but its slow alot.
",info
lentwentyseven,ratingthree,"it's very disappointing that i lost 5500+ coins bec i unlocked all runners and left with 5500+, when i got back to the game, the balance coins shows 0.
",info
lentwelve,ratingthree,"also the coin counts used to reset to 0 when it reaches 2000 coins.
",info
lenten,ratingtwo,"its a good game but thr should b few level .
",info
lenfifteen,ratingfour,"5 stars when you add tilt sensitivity, otherwise one of the most addicting games out there
",info
lennine,ratingfive,"random visual skips(pop ins) hurt game play sometimes.
",info
lenthirteen,ratingone,"whenever i try to open it it would go to the play store
",info
leneleven,ratingtwo,"everytime i click temple run it goes to my home screen
",info
lenseventeen,ratingfour,"just a little much sometimes, good graphics, feels like the swiping & tilting is a little behind sometimes.
",info
lenthirtythree,ratingfive,"so addictive but i have a kyocera hydro and i had to delete and reinstall because it would freeze now i have boo problems with it and i can not stay off it
",info
leneight,ratingthree,"it start off slow for as the movement.
",info
lennine,ratingthree,"keeps losing most of my coins - so cannot upgrade.
",info
lenforty,ratingfour,"this game is fun and addicting as hell but most of the time (and especially after i reach a few million points) it starts lagging like crazy and i end up dying because the game doesn't detect my swipe.
",info
lenthirty,ratingfive,"i'm not sure if it was meant to be this way, but the power meter doesn't fill up any faster when my coin value is doubled or tripled.
",info
lentwentythree,ratingfive,"it doesn't make any sense to me why the power meter would count the actual coin number, rather than the coin values.
",info
lensixteen,ratingone,"still crashing please help i haven't played it once on my samsung galaxy tablet  please!
",info
leneight,ratingfive,"it say always download is unsuccessful, try again
",info
lensix,ratingfive,"just a little laggy at times!
",info
leneighteen,ratingthree,"it's good but way to slow for me on htc could you make it faster at all?
",info
lenten,ratingtwo,"used to work flawlessly before but now it crashes randomly.
",info
lentwelve,ratingone,"please fix, doesn't get past opening screen on lg optimus black.
",info
lenfiftythree,ratingfour,"liked the first temple run but this ones even better only thing is tht win ya got two things ya gota do back too back like swinging on the rope then ya drop off an have to jump the stream there isn't enough space to do those two things back to back.
",info
lentwentythree,ratingthree,"it gets pause for no reason on my fone (htc sensation xl). the touch graphics hv some sorta bug which is causing this.
",info
lensix,ratingfive,"needs more power ups and abilities
",info
leneleven,ratingfive,"although they should update to add new power ups and items.
",info
lenfifteen,ratingfive,"i play it all the time, but sometimes it doesn't jump when i swipe.
",info
lennineteen,ratingone,"this game has not been working right my coins are always getting lost i hope you could fix this
",info
lenthirteen,ratingone,"i click the app and it goes to the homescreen.then it closes.
",info
lennine,ratingfive,"only problem is that it take forever to load! :\
",info
lenfifteen,ratingone,"was great but turned on before and all my stats erased not a happy bunny!
",info
leneleven,ratingfive,"but hate when it doesn't respond to my swiping actions.
",info
lennine,ratingone,"it still doesn't work for the lg thrill!
",info
lentwentysix,ratingone,"i try to open it up but i always get to the first screen then it just quits and goes back to my phones home screen!
",info
lenthirtynine,ratingfour,"it laggs in places and is annoying at times but overall this game is amazing! <3 also i think there should be a release of temple run for windows phone 7 because i would love to play this on my mobile
",info
lentwentytwo,ratingthree,"when i play the game crash on me, although other than that, the graphics are great, and it is an awesome game.
",info
lenthirteen,ratingtwo,"major bugs with achievements getting stuck. like lifetime 500,000 coins at ~60% when i have 600,000
",info
lenthirteen,ratingfive,"can you guys make an update that involves more characters to work towards
",info
lensixteen,ratingone,"this application opens but after two minutes on the imangi studios screen it automatically shuts down.
",info
leneleven,ratingone,"it wont open when i download it i dont know why
",info
lentwentythree,ratingone,"then i appreciate the upgrades but the sensitivity is really bad and you guys didn't add the option to change it like tr1 .
",info
lentwenty,ratingone,"also there are times when swiping makes the character jump off the cliff or slide when i swipe to turn.
",info
leneighteen,ratingone,"it won't even open on my phone so i'm like what the heck what a waste.
",info
lensixteen,ratingthree,"the objective ""collect 500,000 lifetime coins"" doesn't work, i have the coins but no complete objective!
",info
lensixteen,ratingfour,"there use to a bug where it crashes when you try to use a save me.
",info
leneighteen,ratingthree,"great game, but only thing i hate is i always lose my coins, and never get 2 buy anything.
",info
lensix,ratingtwo,"often freezes and causes my demise.
",info
lennine,ratingtwo,"droid razr m.  good game just freezes too much.
",info
lentwelve,ratingtwo,"i have a galaxy note ii and thr minecart is a pain.
",info
lenfour,ratingfive,"upload more exiting goal.
",info
lentwentyseven,ratingfive,"its too good, but one small issue every time its starting from first could u make some 2 or 3 life so that its easy to go next level
",info
lentwentyone,ratingfour,"i regret updating,  this game is amazing but when i updated it just won't stop lagging  *please fix thank you
",info
leneleven,ratingfour,"awesome game, wil gv it 5 star if tilting prob is solved.
",info
lentwelve,ratingone,"and when i tried to move it to the left its hard..
",info
lenfive,ratingfour,"a bit difficult to control
",info
lenseven,ratingfive,"awsome but the score must increase fast
",info
lenthirteen,ratingone,"started the game up today and everything i've worked for is gone!
",info
leneleven,ratingfive,"i'm annoyed by the popup reminding me to rate this.
",info
leneight,ratingtwo,"why can't this game be completely muted?
",info
lenten,ratingtwo,"there is always a sound when the character is running.
",info
lentwentyfive,ratingthree,"fun and addicting game, but every time i update i'm hoping you'll have fixed the major problems with the objectives, but no luck
",info
lennine,ratingfour,"really good looking, lags a bit but overall fun
",info
lenseven,ratingfive,"samsung music duos very good nice app
",non-info
leneight,ratingfive,"simple and most addictive game, with awesome graphics.
",non-info
lenten,ratingfour,"hope you'll find a solution as soon as possible.
",non-info
lenfour,ratingfive,"i love temple run 2.
",non-info
lennine,ratingthree,"there are still bugs that need to be solved.
",non-info
lenfifteen,ratingfour,"better than the first one instead of three little rapest u get one big one
",non-info
lensix,ratingfive,"awesome, too adictive, am loving it
",non-info
lentwelve,ratingfive,"didn't think it would be fun, now can't stop playing
",non-info
leneleven,ratingfive,"i'm gonna have to tell my friends to play it.
",non-info
leneleven,ratingfive,"i just played it once, my life and i love it.
",non-info
leneight,ratingfive,"probably the best i've ever played since.
",non-info
lenfourteen,ratingone,"i' ve tried unstalling and installing over and over again but it  just wont.
",non-info
lenthree,ratingfour,"nice value additions.
",non-info
lensix,ratingfive,"a definite upgrade from the original.
",non-info
lenfour,ratingfive,"amazing on zte warp
",non-info
lenseven,ratingfive,"awesome game to pass the time with
",non-info
lenten,ratingtwo,"great games, loved part l & ll until, the dreaded update.
",non-info
lenfourteen,ratingtwo,"i'll wait for the release of another update or just have to uninstall.
",non-info
lenfive,ratingfour,"great but glitchly at timsa
",non-info
lensix,ratingfive,"this game is sweet love it:-)
",non-info
leneight,ratingfour,"the challenge of escaping the ape is great!
",non-info
lentwentyone,ratingfive,"it is a pretty fun game better than subway surfers a here it is way easier to get money love it
",non-info
lenfive,ratingthree,"overall the game is awesome.
",non-info
lensixteen,ratingfive,"i didnt think i'd like this over the first one but boy was i wrong!
",non-info
lenfour,ratingfive,"need temple run 3 perfect!
",non-info
lentwelve,ratingfive,"it is so much fun and it's better then temple run 1. :-)
",non-info
lennine,ratingfive,"i love to play this game, its amazing!:-d
",non-info
leneleven,ratingfive,"graphics are beautiful and gameplay is flawless on my android tablet.
",non-info
lenfour,ratingfive,"awesome and addictive game!
",non-info
lenfourteen,ratingone,"switched to the pantech discover instead of lg thrill, just to play temple run 2.
",non-info
lenten,ratingone,"make the switch lg thrill isnt up to date anymore
",non-info
lenten,ratingfive,"this is a really really cool game i love it !
",non-info
lenten,ratingfive,"i found myself playing this over cod black ops 2 lol
",non-info
lenten,ratingone,"every android phone my friends, parents, and me very gliche
",non-info
lennineteen,ratingfive,"nice incredible game u got there.its a must get game i would like to rate it 10 rather than 5
",non-info
leneighteen,ratingfour,"it's reaaal fine but i wud appreciate it if it actually did what i told it to.
",non-info
lennine,ratingfive,"this is a great game i just love it.
",non-info
lennineteen,ratingfive,"the creates of the game really took the time to upgrade the game not just added one new thing.
",non-info
leneight,ratingfive,"awesome game, and keep you involved for hours.
",non-info
leneight,ratingfive,"love to play to break my own records.
",non-info
lenseven,ratingfive,"this game has made my mobile precious.
",non-info
lennine,ratingfive,"im really happy with this game two thumbs up.
",non-info
lenfourteen,ratingfive,"awesome fun, good new challenges system, nice graphics, definitely a worthy successor to part 1!
",non-info
lenseven,ratingfive,"my bro loves to play this game.
",non-info
lenseventeen,ratingfive,"i lov e this game so much its even better than subway surfers and than temple run 1
",non-info
leneight,ratingfive,"the game works perfectly, no lags or flickers.
",non-info
lenfive,ratingfive,"more interesting than previous versions.
",non-info
lenseven,ratingfive,"and also looks better on high res.
",non-info
lenten,ratingfour,"dunno if i shud continue playing dis game or not!
",non-info
lensixteen,ratingfive,"this game is do much better than the first one love it love it love it.
",non-info
lennine,ratingfive,"graphics is awesome n game's concept is mindblowing.
",non-info
lenfive,ratingfive,"jusy curious what happens next.
",non-info
lenseventeen,ratingfive,"hats off and i'm waiting for temple run 3 it should work more effectively on older devices
",non-info
leneleven,ratingone,"they change the animation of the coin when you collect it.
",non-info
leneight,ratingthree,"ive downloaded it once and didn't open.
",non-info
lentwenty,ratingfour,"i dont like how i loose coins, and i dont know how i do that, but this game is awesome
",non-info
lentwenty,ratingfive,"i miss a couple of aspects from the first one (triple coin magnets anyone?) but is overall a better game.
",non-info
lentwelve,ratingone,"the retard lifts his head up when he gets under the log.
",non-info
lenthirteen,ratingone,"i have the motorola triumph android 2.2.2 it says its compatable with my phone.
",non-info
lennine,ratingfour,"like subway surfer but no vandalism just stealing artifacts
",non-info
lenthree,ratingfour,"so find solution.
",non-info
leneleven,ratingfive,"what's the point of upgrading the coin value ability then?
",non-info
leneleven,ratingtwo,"my phone just automatically updated temple run 2 on my pantech burst.
",non-info
lenten,ratingfour,"and i like how there are actual goals to reach .
",non-info
lenseven,ratingfour,"good game but it contains a glitch.
",non-info
lenfive,ratingfive,"nice graphics good job imagi
",non-info
lenthree,ratingfive,"brilliant addictive game.
",non-info
lenten,ratingfive,"good, the but i find the previous one more polished.
",non-info
leneight,ratingfive,"but i really hate the mining cart parts.
",non-info
lentwenty,ratingfive,"its so enjoyable to have a game that is enjoyable, yet will start you over from the beginning every time
",non-info
lenfour,ratingfive,"temple run on steroids!
",non-info
lenfour,ratingfive,"awesome graphics, awesome gameplay!
",non-info
lenseven,ratingfive,"more challenging than the first temple run.
",non-info
leneleven,ratingfive,"already i can't wait until they make a temple run 3.
",non-info
lenfive,ratingfour,"otherwise fantastic,enthrilling and addictive.
",non-info
lenfour,ratingfive,"great game love it
",non-info
lenfive,ratingfive,"i enjoy playing temple run.
",non-info
lentwelve,ratingfour,"i gave it a 4 star because ecerything is good except one thing.
",non-info
lenfive,ratingfour,"i love this wonderful game !
",non-info
lentwelve,ratingfive,"as fun as the first with much better graphics and new surprises.
",non-info
lenfourteen,ratingfive,"if you don't love it than check your pulse, you may be dead.
",non-info
lenfour,ratingfive,"the beat game evea
",non-info
lensix,ratingfive,"you won't want to stop :-)
",non-info
lenseventeen,ratingfour,"i am glad that this came out but ive never played the original so idk the difference
",non-info
lenseven,ratingfive,"awesome app,kids love it very much.
",non-info
lenfive,ratingfive,"simply thr best game app.
",non-info
lensix,ratingfive,"it runs smoothly and more fun.
",non-info
leneight,ratingfive,"very good game please give him five star
",non-info
lenfour,ratingfour,"pretty good game, flawless
",non-info
lenthirteen,ratingfour,"when i start playing the it in my lecture, boom i get caught!
",non-info
lennine,ratingfive,"was much better if u could play more stages
",non-info
lenten,ratingfive,"this is an awesome game and we all love it.
",non-info
lenfive,ratingfive,"great graphics and great fun.
",non-info
lenthirtytwo,ratingfive,"temple run is so addictive and it keep your brain going and going i love it well temple run 2 i love its much better than the first one keep it up guys.
",non-info
lenseven,ratingfive,"definitely would recommend this game to others.
",non-info
lenfive,ratingfive,"i havent played tr1 since tr2cgot released.
",non-info
leneight,ratingfive,"excellent graphics, improved difficulty levels and amazing experience.
",non-info
lenthirteen,ratingfour,"enjoying the audio of the ladies when they fall great game to play.
",non-info
lentwelve,ratingfive,"the gamr is so awesome that i can't stop playing it
",non-info
lensix,ratingfive,"works seemlessly on moto defy plus.
",non-info
leneight,ratingfive,"having better graphics,better obstacles and better everything.:)
",non-info
lensix,ratingtwo,"it makes me so mad ugh!
",non-info
lentwentyfour,ratingfive,"i think this is awesome and every one should download it if you like temple run you will love temple run 2 awesome download it!
",non-info
lenfourteen,ratingfive,"beat game  never get bored by playing it spend hours and hours on it
",non-info
leneleven,ratingfive,"wow way better than the first the bug fixes really help
",non-info
leneight,ratingfive,"the most attractive game i have ever played.!
",non-info
lenthree,ratingfive,"excellent osum game.
",non-info
lensix,ratingfive,"love rhis game cant wait for 3
",non-info
lensix,ratingfive,"love it can't stop playing
",non-info
lennine,ratingfive,"one of the best mobile games i ever played.
",non-info
lenfour,ratingfive,"great graphics and sound.
",non-info
lenten,ratingfive,"keep up the good work wating for tempel run three.:)
",non-info
lenfive,ratingfour,"good game passes the time
",non-info
lenthree,ratingone,"rubbish soooo boring.
",non-info
leneight,ratingfive,"there is a better game out called vector.
",non-info
lenthirteen,ratingfive,"its free and you can get a deluxe version with even more tracks!
",non-info
lenten,ratingfive,"easy to play yet very challenging game play, nice graphic
",non-info
lenfive,ratingfive,"perfect game 2 pass time with
",non-info
leneight,ratingfour,"i really like the new temple run game.
",non-info
lenfourteen,ratingfour,"they added a lot of new features that makes the game even more fun.
",non-info
lensixteen,ratingfour,"they cleaned up some the features that made the game extremely difficult during the last game.
",non-info
leneleven,ratingfive,"makes you wanna go on and on and just not quit!
",non-info
lenfourteen,ratingfive,"it is deffently an upgrade from the first and i really like the first.
",non-info
leneight,ratingfive,"better graphics more challenging, hills, caves, water, bridges,
",non-info
lenthree,ratingfive,"excellent game friends.
",non-info
lenfour,ratingfive,"nice game must play.
",non-info
lensix,ratingfive,"this is better than temple run
",non-info
lenthirteen,ratingfive,"but it is just as addictive and more fun than the first one.
",non-info
leneight,ratingfive,"simply a must have for every andriod user.
",non-info
lennine,ratingfive,"all i can say its a sik game snm
",non-info
lenten,ratingfive,"the game had plenty of improvements from the previous one.
",non-info
lenten,ratingfive,"absolutely amazing best graphics of all the games i know
",non-info
lenseven,ratingfive,"its very excelent game and adictive game.
",non-info
lenthree,ratingfive,"cant stop running!
",non-info
lensix,ratingfour,"good but need to add more.
",non-info
lenthree,ratingfive,"love temple run 2!
",non-info
lenseventeen,ratingfive,"this game us excellent everyone should get it love it soo much play it all the time !
",non-info
lenfive,ratingfive,"best game on android 5 stars
",non-info
leneighteen,ratingthree,"but i gave it 3 star cuz i played it on a different device and it was quite good
",non-info
lenten,ratingfive,"best game as my daughter says she has ever played
",non-info
lensix,ratingfive,"way more better than temple run!
",non-info
lenfive,ratingfour,"nice game play,  superb graphics
",non-info
leneleven,ratingfour,"i always had fun playing this game during my spare time!
",non-info
lennine,ratingfive,"omg it us so much better den temple run 2.
",non-info
lenseven,ratingfive,"i ws bored playin 1 bt nw ders 2.
",non-info
lenfive,ratingfour,"fantastic when compared with temple run1
",non-info
leneleven,ratingfive,"i give this a 5 star its so addictive, download now & play.
",non-info
lenfive,ratingfive,"sometimes i forgot the time.
",non-info
lenthree,ratingfive,"gud game 4 android
",non-info
leneight,ratingfour,"smoother and better graphics compared to the first.
",non-info
lensix,ratingfive,"great graphic, very very very challenging.
",non-info
lenfourteen,ratingfive,"i'm always playing my phone i even got my son  playing it to!
",non-info
lenseven,ratingfour,"but a fun and addicting app overall.
",non-info
lenseven,ratingfive,"this app temple run 2 is really fun.
",non-info
lenfortytwo,ratingfive,"although, if you thought temple run was boring and you've decided to play subway surfers instead you wouldn't be able to play at first due to the fact that temple run is very different than subway surfers in many ways.
",non-info
leneight,ratingfive,"p.s. this game will get boring eventually :/
",non-info
leneight,ratingfive,"more smooth n great graphic than previous one.
",non-info
lensix,ratingfive,"a vast improvement on temple run 1.
",non-info
lenten,ratingthree,"please fix this, i am one step closer to level 9 :-\
",non-info
lennine,ratingfive,"its feel like temple run 1is more better but good
",non-info
lenthirteen,ratingfive,"so much better than temple run 1 and there's a lot more stuff
",non-info
leneleven,ratingfour,"totally awesome game but four stars because a little bit harder
",non-info
lenfive,ratingfive,"awesome game with improved graphics.
",non-info
leneleven,ratingfive,"its very very excellent game with new graphics and many more
",non-info
lenfour,ratingfive,"super super i like
",non-info
lenseventeen,ratingfive,"this is the best game for passing time ; really much better than first ; i really enjoyed it :)
",non-info
lenseventeen,ratingfive,"had my doubts about a sequel to first one, but this game is nothing short of amazing.
",non-info
lenfour,ratingfive,"great graphics and gameplay!
",non-info
lentwelve,ratingfive,"its very good entertaining and also very challenging to par all levels.
",non-info
lensix,ratingthree,"howether the game overall is fantastic.
",non-info
lenthree,ratingfour,"great free game
",non-info
lenfive,ratingfour,"its awesome but easily addictable
",non-info
lenfifteen,ratingfive,"that train mode is type of challenging for starting persons but it beats temple run 1
",non-info
lenfive,ratingfour,"this game has awsome graffics! :-)
",non-info
lentwenty,ratingfive,"i love this it is so much better than the 1st one  i love this it is so much more fun!
",non-info
lentwenty,ratingfive,"i have 86 gems in total i play it that much xxx please keep this xxxxxx xxxxxxxx xxxxxx thank you xxx
",non-info
lenten,ratingfive,"good graphics and a fun and addictive game well done
",non-info
lensix,ratingfive,"cant understand wat the problem is.
",non-info
lennineteen,ratingfive,"btw, i gave it 5 stars cz i have played this game on a friends phone n it was awesome.
",non-info
lenseven,ratingthree,"this game was really challenging unlike before
",non-info
lentwentyseven,ratingthree,"i was really excited to see a second part to one of the best smart phone game's but after 30 minsb of play time, i was disappointed. .
",non-info
leneight,ratingfive,"awesome game.spend lot of time on it.
",non-info
lenfive,ratingfour,"fun to play very thrilling!
",non-info
leneight,ratingfive,"much more better than the first temple run!
",non-info
lenfive,ratingfive,"this game awesome, like it :)
",non-info
lenfour,ratingfive,"thz game is nyc
",non-info
lenfourteen,ratingfive,"i love temple run 2 it keeps me occupied and i just really enjoy it
",non-info
lensix,ratingfive,"especially since incorporating upgrades for free.
",non-info
lenthirteen,ratingfive,"my girlfriend got me addicted and in one day, i hit level ten.
",non-info
leneleven,ratingfive,"the temple run is very good but the temple run 2 is gr8.
",non-info
leneight,ratingfive,"very nice game i ever see en it.
",non-info
lenfour,ratingfive,"nice game goood job.
",non-info
lenseven,ratingfive,"great game better than the first part
",non-info
leneleven,ratingfive,"this temple run two is awsome to me becos more adventure.
",non-info
lenseven,ratingfive,"now i can play it, thx 4 developer :)
",non-info
leneight,ratingfour,"did do a better job in attracting players.
",non-info
lenfourteen,ratingfive,"fun & addictive, especially when you're by yourself and just want to kill time
",non-info
lenfour,ratingfive,"best temple run game.
",non-info
leneighteen,ratingfive,"i preferred the original temple run at first, but now i can't get enough of this one!
",non-info
lenfive,ratingfour,"still play this more atm
",non-info
lensix,ratingfive,"i love this game soooo much.
",non-info
lenthirteen,ratingfive,"for most people you would get agrevated but i find this game fun
",non-info
lenfourteen,ratingfive,"the game is brilliant it is much better then i though it would be.
",non-info
leneleven,ratingfive,"this game needs a five ating for it's total awesomness!
",non-info
leneleven,ratingfive,"temple run 2 is a lot better than the first temple run!
",non-info
lenthree,ratingfive,"simple mindless fun.
",non-info
leneight,ratingfive,"cool graphics and cooler than the first one.
",non-info
lenfive,ratingfive,"coped of old panda run
",non-info
lennine,ratingfive,"great game better than the other one temple run 1.
",non-info
lensix,ratingfive,"cool new level and more interaction
",non-info
lenseven,ratingone,"someone help me i'm using sidekick 4g.
",non-info
lenfourteen,ratingfive,"its the best im up to 30 gems and amazing features fibe stars from me
",non-info
lenfive,ratingfour,"fun and free, win win.
",non-info
leneight,ratingfive,"temple run 2 as much fun as temple run.
",non-info
lensix,ratingfive,"simple to play tough to master
",non-info
leneleven,ratingfive,"i love love love this game this game is my valintien
",non-info
lentwenty,ratingfive,"same formula but the changes to the graphics and the moving camera make this much more fun than the first
",non-info
lensix,ratingfive,"i love this game sooooo much(:
",non-info
lennine,ratingfive,"it's so much fun i definitely recommend it!
",non-info
lensix,ratingfive,"thanks for the awesome game lolz
",non-info
lentwelve,ratingfive,"i think that this is a wonderful app for kids and adults!
",non-info
lenfourteen,ratingtwo,"and i was a level 7 almost level 8 on the game from completing the objectives.
",non-info
leneleven,ratingfive,"i like this way better than playing it on my iphone.
",non-info
lenseven,ratingfive,"live this way kore then temple run 1!
",non-info
lennine,ratingfive,"this game is really awsome and mad fun too.
",non-info
lenfortythree,ratingfour,"its an okay game not so sure if its that good with an android phone and all but it is fantastic with the iphone 5 and 4s im i hope that they come out with the temple run 3 soon and again if you have the.
",non-info
lenseven,ratingfour,"iphone five like me definately get it
",non-info
lenfour,ratingfour,"great game, love it
",non-info
lenfive,ratingfour,"i can spend hours playing
",non-info
leneleven,ratingfive,"is so addicting im on it at least 2 hours a day :)
",non-info
lenthirteen,ratingfive,"i play it soo much, i can't wait to play it again.!
",non-info
leneight,ratingfive,"yhu should totes get it cos its fabulouis!
",non-info
lenfive,ratingfive,"89% more fun that tr1 99.999999999% easier that tr1
",non-info
lenseven,ratingfive,"i like to playing this game everytime!
",non-info
lenfive,ratingfive,"i didn't liked tr-1.
",non-info
lenthree,ratingfive,"great graphics, gameplay.
",non-info
lenseven,ratingfour,"nice to playand a good time waster
",non-info
leneight,ratingfour,"love how it challenges my hand eye coordination.
",non-info
lenfour,ratingfive,"great game, love it.
",non-info
lensix,ratingfive,"its my favorite runner type game
",non-info
lennine,ratingfive,"love beating my little sister at the high score
",non-info
lenfive,ratingfive,"most amazing app ever downloaded
",non-info
lenseventeen,ratingfive,"its a great game to play from my galaxy 3 it's a great time waster to play
",non-info
lensix,ratingfour,"great quality and amazing new features .
",non-info
lenten,ratingfive,"runs amazing on my htc one s and my nexus 7!
",non-info
lenten,ratingfive,"i only really play this and minecraft on my nexus.
",non-info
leneleven,ratingfive,"when i learned temple run 2 came our, i was so happy!
",non-info
lennineteen,ratingfive,"this game is pretty cool but its alot easier to get coins and there isnt much of a challenge.
",non-info
lenfour,ratingfive,"great job love app!
",non-info
lenseven,ratingfour,"new turns great graphics get this app
",non-info
leneleven,ratingfive,"i love temple run and temple run 2 just makes it better!
",non-info
lenten,ratingfive,"i totally recommend it to anyone who loves temple run!
",non-info
leneleven,ratingfive,"my kids keeps begging to borrow my phone to play it.
",non-info
lenthree,ratingfive,"great mobile game.
",non-info
leneight,ratingfive,"this game is sooo good i luv it
",non-info
leneighteen,ratingfive,"i wasn't sure how temple run 1 was going to be improved but it looks like it has.
",non-info
lensix,ratingfive,"i would highly reccomend this game
",non-info
lenfour,ratingfive,"best game ive played
",non-info
leneight,ratingfive,"way better than just the first temple run
",non-info
lentwelve,ratingfive,"graphic is better than 1st temple run ,running smothly on my xperia tipo
",non-info
lenthirteen,ratingfive,"i would totally recommend it to anyone who loves fast pace action games.
",non-info
lennine,ratingfive,"this good is so fun i unlock the  lady
",non-info
lenseven,ratingone,"waited ages for this to be released.
",non-info
lenseven,ratingfive,"i like this game its iight boss <3
",non-info
lentwelve,ratingfive,"if u make a different one make it like mindcraft your alsome
",non-info
lenfour,ratingfour,"great game better then 1
",non-info
lenfive,ratingfive,"temple run 1 had that function.
",non-info
lennine,ratingfive,"this game is fun and i love playing it.
",non-info
lentwentyone,ratingfive,"it's exciting and you always flinch when you know your about to die or the beast is behind you lol.
",non-info
leneight,ratingthree,"it is an okay game could be better
",non-info
lensix,ratingfive,"awesome , can't leave the game.
",non-info
lentwelve,ratingone,"two phones, same issue, many others doing the same, very very frustrating.
",non-info
lensix,ratingfive,"this game is cool and sexy.
",non-info
lentwelve,ratingone,"i played the game on a friend's phone and loved it.
",non-info
leneleven,ratingthree,"so plz hve these problems solved & i will give five stars
",non-info
lennine,ratingfive,"good game, runs well and smoothly on my phone!
",non-info
lenthirteen,ratingfive,"kids of all ages and adults won't be able to stop playing!
",non-info
lensix,ratingfive,"a great game i love it
",non-info
lenfifteen,ratingfour,"good homage to indiana jones but sometimes the turns easily lead to gameover too fast
",non-info
lenfour,ratingfive,"a highly addicting game.
",non-info
lensix,ratingfive,"love the graphics and improved ideas.
",non-info
lenfourteen,ratingfive,"the challenges and level system make it worth returning to and to keep playing.
",non-info
lensix,ratingfour,"really addictive game,  recommended to everyone!
",non-info
lenseven,ratingfive,"love it ;  i'm a true gamer !
",non-info
lensix,ratingfive,"this is a great time killer.
",non-info
leneight,ratingfive,"lots of fun as a time wasting game
",non-info
leneight,ratingfive,"the fun continues with smooth clear fast graphics.
",non-info
lenten,ratingfive,"great game for when you need to kill some time.
",non-info
lennine,ratingfive,"wow i cant believe it it's temple run 2
",non-info
leneight,ratingfive,"i love it but it is kinda hard<3
",non-info
leneight,ratingfive,"i got the highests score in the world.
",non-info
lensix,ratingfive,"i cant even beat it myself.:)
",non-info
lennine,ratingfour,"an all round great way to waste some time.
",non-info
lenten,ratingfour,"it is a little more difficult than the first game.
",non-info
