Length,Ratings,Review,Relevant
lensix,ratingfive,"i love playing games like this
",non-info
lennine,ratingfour,"i love this game, its like havin' real fish...
",non-info
lennine,ratingfour,"fun but tough to make progress in the beginning...
",non-info
lentwelve,ratingfive,"at first i had to uninstall it but now i love it
",non-info
lenfour,ratingfive,"love it, its great.
",non-info
lentwo,ratingfive,"great game
",non-info
lentwelve,ratingfour,"i seem to spend a lot of time on this little app
",non-info
lenfour,ratingfive,"fun and love it
",non-info
lenthree,ratingfive,"fun game addicting
",non-info
lensix,ratingfive,"it a fun game to play.
",non-info
lentwo,ratingfive,"great game
",non-info
lenfour,ratingfive,"i like this app.
",non-info
lentwelve,ratingfive,"the only thing i'm troubled by is for the mystery tank.
",non-info
leneleven,ratingfive,"you don't know which fish will breed with the other.
",non-info
lenthree,ratingfive,"helps pass time.
",non-info
lenten,ratingfive,"great fun n keeps u busy wen on long trips
",non-info
lensix,ratingfive,"this game is so addicting omg
",non-info
leneighteen,ratingfour,"i want to play the game but im not buying a game card or adding stuff thats ridiculous.
",non-info
lennine,ratingfive,"it's really fun because all the special events .
",non-info
lentwo,ratingfive,"bad game
",non-info
leneight,ratingone,"i can get a complete xbox game for $60!
",non-info
lentwelve,ratingfive,"great best application ever  i love it   so much fun to play
",non-info
lenseven,ratingfive,"i wish i could give more stars!!!!!!!
",non-info
lenten,ratingfive,"this if by far the best lil fish game ever!
",non-info
lenthree,ratingfour,"love this game
",non-info
lenfour,ratingfive,"great game very great
",non-info
lenseven,ratingfour,"its a great and fun time spender.
",non-info
leneight,ratingfour,"gets u a mobile experience in fish keeping.
",non-info
lenthree,ratingfive,"i love fish.
",non-info
leneighteen,ratingfive,"its really fun and the quests and events this app has makes it all the bette b-)  :-d
",non-info
lenseven,ratingfive,"great game way better than fish tycoon
",non-info
lenfour,ratingfive,"love it great game
",non-info
lenfour,ratingfour,"i enjoy playing it
",non-info
lenthree,ratingfive,"love love love!!!!
",non-info
lenseventeen,ratingfive,"i think its a great game, you can even use it to teach kids to be responsible!
",non-info
lensix,ratingfive,"my fish haven't died yet!:-) !
",non-info
lenten,ratingfive,"i just downloaded tap fish and i'm soooooooooooooo far:-) .
",non-info
leneight,ratingfive,"the different events are loads of fun also.
",non-info
lensix,ratingfive,"the little fish are so cute.
",non-info
lenfive,ratingfive,"great game to release stress
",non-info
lenthirteen,ratingfive,"i love this aquarium game its both relaxing and peaceful and educational too
",non-info
lensix,ratingfive,"fun to take care of fish
",non-info
lenfourteen,ratingfive,"you will have a lot of fun if you like taking care of fish .
",non-info
lenseven,ratingfive,"it tells some great information about fish.
",non-info
lenthree,ratingfive,"love this game..
",non-info
lenfive,ratingfive,"yulia i like the game.
",non-info
leneight,ratingfive,"i love this game i rate it a 10
",non-info
lentwo,ratingfive,"addictive game
",non-info
lenten,ratingfive,"it is the best game ever i am so addicted
",non-info
leneleven,ratingfive,"great game, good for passing the time or just to relax!
",non-info
lenfour,ratingfive,"besides that, great game!
",non-info
lenfive,ratingfive,"best game i ever played!!!!
",non-info
lenfour,ratingfive,"i love this game
",non-info
lenfour,ratingfive,"i love this game!
",non-info
lenten,ratingthree,"love the app keeps my mind at ease when stressed.
",non-info
lentwentyone,ratingfive,"i luv dis game its da first thing i do n da morning an da last thing i do at night
",non-info
lenthree,ratingfive,"fun and exellent!
",non-info
lennine,ratingfive,"it is totally cool and a blast to play.
",non-info
lenfour,ratingfour,"i love this game!
",non-info
lensix,ratingfour,"take fish is a great app....
",non-info
lenten,ratingfour,"really relaxing ,,i race my daughter to play very enjoyable ...
",non-info
lenfive,ratingfive,"i enjoy playing this game.
",non-info
lenfive,ratingfive,"really enjoy playing this game.
",non-info
leneleven,ratingfive,"tap fish is an awesome my daughter and i are hooked
",non-info
lensix,ratingfive,"great game,love it to bits!!!
",non-info
lensixteen,ratingfour,"this.game is pretty much a fun game to when i have nothing else to play.
",non-info
lenfour,ratingfour,"little kids love it.
",non-info
lenfour,ratingfour,"it passes the time.
",non-info
lenthree,ratingfive,"love this game!
",non-info
lenfour,ratingfive,"this game is wonderful
",non-info
leneight,ratingthree,"other than this it is fun to play
",non-info
lentwo,ratingfive,"fun game
",non-info
lentwentythree,ratingfive,"i'm not very happy about this cause ive downloaded this game to each new phone i've gotten for the last 3 years.
",non-info
lenthree,ratingfive,"love this app!!
",non-info
lentwo,ratingfive,"entertainig game
",non-info
lensix,ratingthree,"nice way to pass the time.
",non-info
lenthree,ratingfive,"fun to play
",non-info
lenfive,ratingfive,"love everything keeps me busy!
",non-info
lensix,ratingfive,"supper, this is wonterfull entartainmet geme.
",non-info
leneighteen,ratingfour,"i love fish tanks and this is a way to have a cool fish tank without the hassel.
",non-info
lentwo,ratingfive,"awesome game :)
",non-info
lentwentyseven,ratingfour,"i like this game coz we can breed a  new species of fish, and we can learn many kind of fish and the name of every species.
",non-info
lenseven,ratingthree,"received bubbles when clicked on ""love fish"".
",non-info
lenthirteen,ratingthree,"i do not like frogs and do not want them in my tank.
",non-info
lenthree,ratingfive,"love this game .
",non-info
lenthirteen,ratingfive,"i love this game but it hasnt wurked for days what the hell
",non-info
lensix,ratingone,"i still haven't been compensated !
",non-info
lensix,ratingone,"but has consistently gone down hill.
",non-info
lensix,ratingfour,"i enjoy tap fish very mucy...
",non-info
lenthirteen,ratingfour,"i like the fact that you can have more then one fish tank...
",non-info
lenfifteen,ratingfour,"alot of variety of fish, backrounds,and extras that you can put in your tanks ...
",non-info
lennine,ratingfour,"i also like the events that you are givin...
",non-info
lenthirteen,ratingfive,"im doing this comments for the fish bucks but it is really fun
",non-info
lensix,ratingone,"i used to love this game.
",non-info
lentwelve,ratingone,"however i have worked hard to earn and save up fish bucks.
",non-info
lentwo,ratingfour,"fun game.
",non-info
lenfour,ratingfive,"very enjoyable very addictive!
",non-info
lenseven,ratingfive,"never boring now that there are events
",non-info
lenseven,ratingfour,"love this aquarium app, lots of fun.
",non-info
lensix,ratingfive,"this game is fun worth it
",non-info
leneight,ratingfive,"this game is extremely awesomely cool and fun!!!!!!!
",non-info
lenthree,ratingfour,"love this game
",non-info
leneight,ratingfive,"fun and a great way to pass time.
",non-info
lenfour,ratingfive,"its a cute game
",non-info
lenfour,ratingfour,"tons of fin fun!
",non-info
leneight,ratingfour,"its ok, but its pretty entertaining at times.
",non-info
lenthree,ratingfive,"love this game!!
",non-info
lenthree,ratingfive,"fun, fun, fun!!!
",non-info
lentwo,ratingfive,"great game.
",non-info
lensixteen,ratingfive,"love it have onphone to addictive not too spammy and not always trying to sell something
",non-info
lensix,ratingfive,"great way to pass the time.
",non-info
lensixteen,ratingfive,"i also had an issue with my account and their great customer service made everything right!
",non-info
lenfive,ratingfive,"i absolutely love this game.
",non-info
lenseventeen,ratingfive,"it is great for my son because its easy and i dont have any problems with it.
",non-info
lenten,ratingfive,"it's like a real aquarium and i love it
",non-info
lennine,ratingfive,"its like you have fish living in your phone.
",non-info
lentwo,ratingfour,"great game
",non-info
lentwo,ratingfive,"kool game
",non-info
lentwenty,ratingfive,"when i'm bored this game takes that out so yea its great and not boring like real live fish
",non-info
lenfour,ratingfive,"a great pass time
",non-info
lenfive,ratingfive,"this is an awesome game.
",non-info
lenfive,ratingfive,"it is a great game.
",non-info
lentwo,ratingfive,"love playing
",non-info
lentwo,ratingfive,"great game
",non-info
lentwo,ratingfive,"excellent game
",non-info
lenfive,ratingfive,"i love playing this game !!!
",non-info
lenfourteen,ratingfive,"so much fum to breed all the little fishes and see them swim around.
",non-info
leneight,ratingfive,"its great to play when your bored too!
",non-info
lenfour,ratingfive,"tap fish great game!!!!!!!
",non-info
lentwo,ratingfive,"great app!
",non-info
lenthree,ratingfive,"addictive love it!
",non-info
lenfour,ratingfive,"entertaining kids love it!!!!
",non-info
lentwo,ratingfour,"cool app.
",non-info
lenfour,ratingfive,"i love my fishies!
",non-info
lenfour,ratingfive,"this game is cool.
",non-info
lennine,ratingthree,"once u start playing u r addicted to it
",non-info
leneight,ratingfive,"perfect on the go game for fish enthusiasts!
",non-info
lensix,ratingfive,"i like this game very much
",non-info
lenfour,ratingfive,"great game love it .
",non-info
lentwo,ratingfive,"great app.
",non-info
lensixteen,ratingfive,"definitely worth downloading pretty much like having a portable fish tank with you anywhere you go
",non-info
lentwo,ratingfive,"nc game
",non-info
lentwo,ratingfive,"great game.
",non-info
lenthree,ratingfive,"cool i guess!!
",non-info
lenfive,ratingfive,"love love love this game..
",non-info
lenfour,ratingfive,"great game fun interactive
",non-info
lenfive,ratingfive,"i love this awesome game!!!!
",non-info
lentwo,ratingfive,"fun game
",non-info
lentwentyseven,ratingfive,"i think that if a child doesn't have a pet than this is a great way for them to experience how to take care  of animals.
",non-info
lenfive,ratingthree,"cute fun similar to farmville
",non-info
lentwo,ratingfive,"great game
",non-info
lenfour,ratingfour,"a good fish game
",non-info
lenseven,ratingfive,"its a great and fun time spender.
",non-info
leneight,ratingfive,"gets u a mobile experience in fish keeping.
",non-info
lenten,ratingfive,"this if by far the best lil fish game ever!
",non-info
leneleven,ratingfive,"great game if you got tha time to invest in it
",non-info
lenfour,ratingfive,"this game is fabulous.
",non-info
lenfive,ratingfive,"best game ever nice job
",non-info
lenfour,ratingfive,"this game is awesome
",non-info
lentwenty,ratingfive,"i love it it fun smart and realy good and da dusurfs 5 stars i even want to give it 10 stars
",non-info
lenseven,ratingfour,"loving it sooo fun when your bored
",non-info
lenfour,ratingfive,"great game, quite addicting!
",non-info
lentwentyone,ratingfive,"when i don't receive fish bucks for apps i try i  just email them and they add them for me.
",non-info
lenthree,ratingfive,"love this game.
",non-info
lenthree,ratingfive,"great customer service.
",non-info
lenfour,ratingfive,"makes me feel responsible
",non-info
lentwo,ratingfive,"tap fish
",non-info
lentwo,ratingfive,"super awesome!
",non-info
lentwo,ratingfive,"tap fish
",non-info
lennine,ratingfive,"absolutely love it and will get all the upgrades.
",non-info
leneleven,ratingfive,"totally brilliant and have never come across a better fish game.
",non-info
lentwentyfive,ratingfive,"excellent game one of the best i have been on so far and i not be surprised if i won't find a better game.
",non-info
lennine,ratingfive,"i recommend it to people im 12 & i love it.
",non-info
leneight,ratingone,"they do not communicate with the players enough!!!!!
",non-info
lenthree,ratingfour,"fun pass time...
",non-info
lenfive,ratingthree,"it is fun to play.
",non-info
lensixteen,ratingfive,"it is a good game because it has unique fish that you can buy and breed
",non-info
lentwo,ratingfour,"great game.
",non-info
lentwo,ratingfive,"awesome game!!
",non-info
lentwo,ratingfive,"awesome game!!
",non-info
lenseven,ratingfive,"my friend got all his dead though :-)  !!!!
",non-info
lennine,ratingfive,"found myself completely intranced-obsessed over some animated fish.
",non-info
leneleven,ratingfive,"love it so much and recomend people to play this game.
",non-info
lenfour,ratingfive,"my kid loves it
",non-info
lentwo,ratingfive,"great game
",non-info
lenfive,ratingfive,"do not let fish die!!
",non-info
lenseven,ratingtwo,"used to have fun with this game ..
",non-info
lenten,ratingtwo,"only reason i keep it my cats enjoy watching it...
",non-info
lentwo,ratingfive,"tap fish
",non-info
lenseven,ratingfour,"but don't let your fish die
",non-info
lenfive,ratingfive,"this is a great game.
",non-info
lensix,ratingfive,"this game is cute and addicting!!!!!!!
",non-info
lenfive,ratingfive,"this game is so addictive.
",non-info
lenten,ratingfive,"you won't be able to stay away for long!
",non-info
lenfive,ratingfive,"this is a great game
",non-info
lenthree,ratingfive,"liked a lot.. :-)
",non-info
lenten,ratingtwo,"i do not think a google user is a user!!!?!!?!?
",non-info
lentwelve,ratingfive,"i love fish and i think this game is just very fun :-)
",non-info
lenseven,ratingfour,"this game is overall quite fun, but.
",non-info
leneleven,ratingfour,"pros -good selection of fish -good graphics -easy to earn coins
",non-info
lennine,ratingfour,"great game and semi easy to get fish bucks
",non-info
lentwentyfive,ratingfour,"i think its great, but it would be 5 stars from me if they looked nicer, (if i could, it would be about 4 and a half)
",non-info
lenfive,ratingfive,"i thoroughly enjoy this game
",non-info
lentwo,ratingthree,"fun app.
",non-info
lenseven,ratingthree,"havent played in a while, but addicting.
",non-info
lenseven,ratingfive,"love this game like having it on
",non-info
lensix,ratingfive,"its alright when you're bored
",non-info
lennine,ratingfive,"i've been playing for about five months now.
",non-info
lentwo,ratingfive,"great game
",non-info
lenfive,ratingfive,"very fun and easily addictive.
",non-info
lenseven,ratingfive,"great time if you like a challenge.
",non-info
lenseven,ratingfive,"i feeel like i actually have fishieess
",non-info
lensix,ratingfive,"relaxing, and the kids love it
",non-info
lentwenty,ratingfive,"tap fish a fun game,i love to play tap fish and wait to see what challenge is coming next.
",non-info
lenthree,ratingfive,"lots of fun.
",non-info
lenfive,ratingfive,"not a bad fad,.like.
",non-info
lennine,ratingone,"fix for motorola flipout and i will rate better
",non-info
lenthree,ratingfive,"i love fish.
",non-info
lenfive,ratingfive,"its sick i loved it
",non-info
lenfourteen,ratingthree,"well it's okay i his have a hard tyme to get money/dollas
",non-info
lentwentyone,ratingfive,"this app is very good because it helps people take care of fish if they want to get a real tank
",non-info
lentwo,ratingfour,"kewl game
",non-info
lentwo,ratingfive,"tap fish
",non-info
lentwo,ratingfive,"excellent game
",non-info
lenthree,ratingfive,"its  cool game
",non-info
lentwo,ratingfive,"tap fish
",non-info
lenthree,ratingfive,"tapfish is cool :-)
",non-info
lenfour,ratingfive,"i totally love it!
",non-info
lennine,ratingfive,"its really fun to decorate my tanks very addicting.
",non-info
lenfour,ratingfour,"it's pretty addicting!
",non-info
lenfive,ratingfive,"great fun game, pretty good!
",non-info
lenseven,ratingfour,"it's great i love this game
",non-info
lenten,ratingfive,"awesome game, everything is excellent, keep up the good work!
",non-info
lenfive,ratingfive,"this game is completely addicting!!!
",non-info
lentwelve,ratingfour,"i seem to spend a lot of time on this little app
",non-info
lenfive,ratingfive,"very relaxing and fun game.
",non-info
lensix,ratingfive,"tons of different fish and decorations.
",non-info
lentwentyfive,ratingfive,"if u are not a patient person and just want to jump in a game and beat it this game may not be for u.
",non-info
lensix,ratingfive,"it is a time consuming game.
",non-info
lentwentyfive,ratingfive,"but, if u are patient and like to enjoy a game instead of just beating it than this might be a game u will like.
",non-info
lenfive,ratingfive,"my favorite on my phone.
",non-info
lenfour,ratingfive,"i love my fish!
",non-info
leneight,ratingfive,"way better than my boyfriend's real one.
",non-info
lentwo,ratingfive,"brilliant game
",non-info
lennine,ratingfive,"i get to carry my fish around with me!!!!!!
",non-info
lenthree,ratingfive,"love this game!
",non-info
lenfour,ratingfive,"i love this game.
",non-info
lenfive,ratingfive,"the fish r so cute.
",non-info
leneighteen,ratingfive,"update i am now on level 49 great game except the bubbles limits u from seeing who is fish :)
",non-info
lensix,ratingfour,"couple things id change, but fun
",non-info
lennine,ratingfour,"can any1 pls tell me how to buy frogg eggs :-)
",non-info
lenthree,ratingfour,"otherwise love it!!
",non-info
lenfifteen,ratingthree,"i really like the new look and how smooth the game is running, so far.
",non-info
lenfive,ratingthree,"earlier versions not so good.
",non-info
lentwo,ratingfive,"great game
",non-info
lenfour,ratingfive,"fun for adults to
",non-info
lentwo,ratingfive,"awesome game
",non-info
lenseven,ratingfour,"a bit glitchy sometimes but totally addictive!
",non-info
lenfour,ratingfive,"i love this game...
",non-info
lentwo,ratingfive,"great game
",non-info
lennine,ratingthree,"other than that it's a lot of fun.
",non-info
lentwo,ratingfive,"awesome game.
",non-info
lenfour,ratingfive,"very fun and relaxing.
",non-info
lentwo,ratingfive,"awesome game
",non-info
lenthree,ratingfive,"fishes, fishes, fishes.....
",non-info
lentwelve,ratingfive,"its fun easy and as close to real as u can get!!
",non-info
lenten,ratingfive,"great game it helps past time n relaxes the mind
",non-info
lenthirteen,ratingfive,"good game but it takes a long time to get the tasks finished
",non-info
lentwo,ratingfive,"amazing game.
",non-info
lenthree,ratingfive,"occupies my time!
",non-info
lentwo,ratingfive,"fun game
",non-info
lenfour,ratingfour,"interesting game and engaging
",non-info
lentwo,ratingfive,"gotta love
",non-info
lenseven,ratingfive,"i think tapfish is fun and intaning
",non-info
lenthree,ratingfive,"really fun game
",non-info
lenthree,ratingfive,"fun fun game
",non-info
lenfour,ratingfour,"just started, pretty fun.
",non-info
lenfive,ratingfour,"like the feature with bonuses.
",non-info
lenfive,ratingfive,"very nice fun to play
",non-info
lenfourteen,ratingtwo,"the apple version is much better as it is a far more mature app.
",non-info
lenthree,ratingfive,"love this game
",non-info
lentwelve,ratingfive,"its,fantastic,,really enjoy this game and my baby love it too
",non-info
lensixteen,ratingfive,"of cource it slowly evolves unless you are willing to use real money to buy credits.
",non-info
lensix,ratingfive,"lots of fun collecting differeng fish
",non-info
lenfour,ratingfive,"brillent for spare time :)
",non-info
lenthree,ratingfour,"love this game....
",non-info
lenfour,ratingfive,"i love this game.
",non-info
lenfour,ratingfive,"andkids love it to.
",non-info
leneight,ratingfive,"this is a cool nice game to play
",non-info
leneight,ratingfive,"this will learn people to look after fish!
",non-info
lenfour,ratingthree,"i like my aquarium
",non-info
leneight,ratingfive,"i think every one shoud have this game ?
",non-info
lentwo,ratingfive,"tap fish
",non-info
lentwo,ratingfive,"great game!!
",non-info
lenthree,ratingfive,"luv this game!
",non-info
lentwo,ratingfour,"cool game
",non-info
lensix,ratingfive,"this is a really fun game!!
",non-info
lenseven,ratingfive,"my brother got me to start playing...
",non-info
lenten,ratingfive,"now the four of us can visit each others tanks!!!
",non-info
lentwo,ratingfour,"great game
",non-info
lensix,ratingfive,"love this app im so addicted
",non-info
leneleven,ratingthree,"not sure why this game is do addicting but it is.
",non-info
leneight,ratingfive,"i like that you can breed the fishies..
",non-info
lenfour,ratingfive,"they're so cute!
",non-info
lentwo,ratingfive,"great game:]
",non-info
leneight,ratingfour,"love that i can name my own fish.
",non-info
lenseven,ratingfive,"other then that i love playing it!
",non-info
lenseven,ratingfive,"not slow works great and its fun...
",non-info
lenfive,ratingfive,"great app love the breeding..
",non-info
leneight,ratingfive,"impatiently waiting for my fishes to grow :p
",non-info
lenten,ratingfour,"i love the game but to buy is too much
",non-info
lenfour,ratingfive,"great app very relaxing
",non-info
lenfourteen,ratingfour,"love the fish but they die and you have to pay to revive them.
",non-info
leneight,ratingfour,"fun, just wish there was more to do..
",non-info
lenfour,ratingfive,"this game is addictive.
",non-info
lenfourteen,ratingfive,"i have had it for 2 years now and still get excited about new events!
",non-info
lenfourteen,ratingfive,"its an excellent game, but i  think it is sad when the fish die
",non-info
lennine,ratingfive,"love that u can set it as ur wallpaper.
",non-info
lenten,ratingfive,"i absolutely love this game and i'm 30 years old...
",non-info
lenseven,ratingfive,"me and my hubby play it together.
",non-info
lenfive,ratingfive,"fun way to kill time
",non-info
lenfourteen,ratingfive,"i realy like this game it is fun for both my wife and i
",non-info
lenfour,ratingfive,"awesome game must play!
",non-info
lenthree,ratingfive,"love this game
",non-info
lenseven,ratingfive,"love this game like having it on
",non-info
lenseven,ratingfive,"i think tapfish is fun and intaning
",non-info
lentwo,ratingfive,"cool game.
",non-info
lentwo,ratingthree,"fun game
",non-info
lentwo,ratingfive,"great game!
",non-info
lentwo,ratingfour,"brill game
",non-info
lenfive,ratingfive,"like this game a lot
",non-info
lensixteen,ratingfive,"wow this game is epic and beast i love it its so addictive you must install
",non-info
lenfour,ratingfour,"addictive fun and amazing..
",non-info
lentwo,ratingfour,"tap fish
",non-info
lenthree,ratingfive,"love this game.
",non-info
lennine,ratingfive,"its real fun& teaches one to be caring & responsible
",non-info
lenfour,ratingfive,"fun tracking and nurturing ...
",non-info
lenfive,ratingfive,"love the events and competition.
",non-info
lentwo,ratingfour,"nice game
",non-info
lensix,ratingfive,"i love those fish swimming around.
",non-info
lensix,ratingfive,"i like it alot its awesome
",non-info
lenseven,ratingfour,"this game is very peaceful and relaxing.
",non-info
lenten,ratingfour,"casual game play, good for playing 5 minutes here, 5 minutes there.
",non-info
lennine,ratingfour,"graphics are good and game play is pretty smooth.
",non-info
lenfour,ratingfour,"thanks for the game!
",non-info
lentwelve,ratingfive,"its an amazing game for children and adults i would recomened it
",non-info
lenseven,ratingfour,"great game, played on my old phone.
",non-info
lentwo,ratingfive,"simple game.
",non-info
lensix,ratingfive,"easy to play and very addictive.
",non-info
lensix,ratingfive,"perfect for young and old alike.
",non-info
lenfour,ratingfive,"just enjoy and relax.
",non-info
lenthirteen,ratingfive,"i love it and have my whole family taking care of my fish!
",non-info
lentwo,ratingfive,"tap fish
",non-info
lenfive,ratingfive,"like having your own aquarium
",non-info
lennine,ratingfive,"i love rhis game and so does my 7 yr.
",non-info
lensix,ratingfour,"great for people who like fish.
",non-info
lentwo,ratingfive,"addicting game!
",non-info
lenfour,ratingfive,"i play every day!
",non-info
lenfive,ratingfive,"i enjoy playing this game
",non-info
lenthree,ratingfive,"i love tapfish!!!!!!!!!!!!!!!!    :-)
",non-info
lenthree,ratingfive,"great fun game
",non-info
lenfive,ratingfive,"love love love this game!
",non-info
lensix,ratingfive,"this game is great love it
",non-info
lenthree,ratingfive,"this game rocks
",non-info
lenseven,ratingfive,"ilove it so so cool try it;-)
",non-info
lentwo,ratingfive,"awesome game
",non-info
lenfive,ratingfive,"i absolutely love tap fish!!!
",non-info
lentwentythree,ratingfive,"its pretty neat when u first start it you may not think its up beat enough but that game challenges and rewards u
",non-info
lenfour,ratingfive,"i love this game!!
",non-info
leneight,ratingfive,"best fish game that i have ever found!!!!
",non-info
lenfive,ratingfive,"love this game very addicting
",non-info
lenseven,ratingfour,"i think tapfish is fun and intaning
",non-info
lenthree,ratingfour,"pretty and addictive
",non-info
leneight,ratingfive,"love this game, keeps me entertained for hours.
",non-info
lennine,ratingfour,"otherwise i'd give three stars for every thing.
",non-info
lenten,ratingfour,"the fish are great if you save your fish bucks.
",non-info
lenfour,ratingfour,"great fun and addictive
",non-info
lenfour,ratingfour,"i love this app...
",non-info
lentwentysix,ratingfour,"just wish it was easier to get fish bucks since so many things cost so many, especially when most of your goals require them to compete.
",non-info
lenfive,ratingfive,"the graphics we're great
",non-info
lennine,ratingfive,"love it because it teaches kids to be responsible
",non-info
lenfour,ratingfive,"wonderful to pass time
",non-info
lenthree,ratingfive,"love this game
",non-info
lenseven,ratingfive,"my daughter loves playing with her fish <3
",non-info
lensixteen,ratingfive,"wow this game is epic and beast i love it its so addictive you must install
",non-info
lenthirteen,ratingfive,"reminds me of the fishing game on facebook but without all the headache.
",non-info
lenfour,ratingfive,"i lllooovvveee this game
",non-info
lentwo,ratingfive,"awesome game
",non-info
lensix,ratingfive,"good way to pass the time.
",non-info
lenseven,ratingfive,"enjoy playing, and do does my daughter!
",non-info
lenthree,ratingfive,"love this app!!
",non-info
lentwo,ratingfive,"love playing
",non-info
lenfifteen,ratingfive,"i have to qwell the urge to spend real money to get more fake money.
",non-info
lensix,ratingfour,"i actually enjoy playing this game!  :))
",non-info
lennine,ratingfive,"takes time and patience, but it's very entertaining.
",non-info
lenfour,ratingfive,"definitely a ""must download""
",non-info
lentwentynine,ratingfive,"so much gameplay, and you can do everything free, but if you want to buy ""bucks"" the prices are cheap and get you alot of currency for so little!
",non-info
lenfive,ratingfive,"10 out of 10 rating for tapfish!!!
",non-info
lenfour,ratingfive,"i love this game.
",non-info
lenfour,ratingfive,"i love this game!
",non-info
lenfour,ratingfour,"i love this app.
",non-info
lenthree,ratingfive,"love this game
",non-info
lennine,ratingthree,"it's fun for both my children and myself
",non-info
lenthree,ratingfive,"love this game
",non-info
lentwo,ratingfour,"awesome game
",non-info
lenfour,ratingfive,"amazing game im hooked
",non-info
lenthree,ratingfive,"great fun game
",non-info
lenfifteen,ratingfour,"easy to play, the events add a challenge to the game and keep it interesting.
",non-info
lennine,ratingfour,"but otherwise a relaxing way to spend some time!!!!!!
",non-info
lenfour,ratingfive,"absolutely love this game!!
",non-info
lentwo,ratingfive,"cool game
",non-info
lensix,ratingfour,"great for people who like fish.
",non-info
lenfive,ratingfive,"i play it all day
",non-info
lentwelve,ratingfive,"i sooo luv this game so far no problems after a month.
",non-info
lensix,ratingfive,"luv the different kinds of fish.
",non-info
lentwo,ratingfive,"definitely addictive.
",non-info
lenfive,ratingfour,"fun to waste time on.
",non-info
lenfive,ratingfive,"i just love this game..
",non-info
lentwo,ratingfive,"portable aquarium ^^
",non-info
lenfour,ratingfive,"i love this game
",non-info
lenfive,ratingfive,"love my fish great app
",non-info
lenfive,ratingfive,"but fun none the less?
",non-info
lentwo,ratingfive,"great game
",non-info
lenthree,ratingfive,"love this game!
",non-info
lenfour,ratingfive,"i love this game !
",non-info
lentwo,ratingfive,"im hooked.
",non-info
lenfive,ratingfive,"like alll they fishie sounds
",non-info
lenfive,ratingfive,"i absolutely love this game.
",non-info
lennine,ratingfive,"very interactive and the events are so much fun.
",non-info
lenthree,ratingfive,"wonderful and relaxing.
",non-info
lenfive,ratingfive,"my kids love this game
",non-info
lenfour,ratingfive,"but still fun app.
",non-info
lentwentyeight,ratingfive,"omg i love this app tap fish its super fun the second i get on this app i just cant stop playing it for like 3 and half hours....
",non-info
lenten,ratingfive,"i enjoy this game i could spend hours on it.
",non-info
lenfive,ratingfive,"it is relaxing to play.
",non-info
lentwo,ratingfive,"happy fishing.
",non-info
lenfiftyfour,ratingfive,"this game is so amazing you get to feed your own fish and give them lots of love this game shows your child's responsibility and it really helps it makes you feel like you have a pet i use to have a fish but it died and this game brings back its life
",non-info
lentwelve,ratingfive,"i keep playing because i don't want my fish to die
",non-info
leneight,ratingfive,"the new frogs are addictive and so cute <3
",non-info
lenthree,ratingfour,"really simple game.
",non-info
lenseventeen,ratingfour,"some of the fish, if not most, are pretty realistic, and i love the mystery breedable fish.
",non-info
leneleven,ratingfive,"give more fish bucks and lower prices, but it was awsome
",non-info
lenthree,ratingfive,"cool fishy time
",non-info
lenthree,ratingfive,"love this game
",non-info
lenseven,ratingfive,"this is the best long term game!
",non-info
lenthree,ratingfive,"entertaining and fun
",non-info
leneight,ratingfive,"its good for when your bored and stuff
",non-info
lenfour,ratingfive,"i love tap fish
",non-info
lentwenty,ratingfive,"i fant get on ever 4/6 hours just to feed my fish or clean the tank, my kids would be neglected!
",non-info
lentwelve,ratingfive,"i installed this one and its awsum plus i love the events :)
",non-info
lenfive,ratingfive,"very entertaining very good note
",non-info
lenten,ratingfive,"always loved the game it can get addicting tho lol
",non-info
lenseven,ratingfive,"its an all time favorite for me
",non-info
lentwo,ratingfour,"katie mclaughlin
",non-info
lenthree,ratingfive,"visit my tanks (fishfanzy1116)
",non-info
lentwo,ratingfour,"nice graphics
",non-info
lenfour,ratingfive,"i love tap fish !
",non-info
lenseven,ratingfive,"i never get tired of this game.
",non-info
lensix,ratingfive,"i love and enjoy my fish.
",non-info
lensix,ratingfive,"try it you'll love it.
",non-info
lensixteen,ratingthree,"this would be the perfect game if the rewards would be issued when they are due.
",non-info
lenthirtyone,ratingthree,"it's  an almost real fish aquarium that you will definitely fall in love with best pet ever--fish to feed, watch, and breed while designing the entire dreamy aquarium theme
",non-info
lenfive,ratingfive,"this game is very addicting!!
",non-info
leneleven,ratingfive,"i've literally played it for 3 years now i love it!!!
",non-info
lentwo,ratingfive,"great game!
",non-info
lenfour,ratingfive,"i love this game..
",non-info
lenthree,ratingfive,"awesome time killer!
",non-info
lennine,ratingfive,"i had this game when i had my itouch.
",non-info
lenseven,ratingfour,"quick game when ur wasting a minute
",non-info
lenfive,ratingfive,"i really like this game.
",non-info
lenseven,ratingfive,"gets my mind away from my gurl
",non-info
lenten,ratingtwo,"i loved this game, and used to play it everyday.
",non-info
lensix,ratingfive,"really fun game, much easier too :)
",non-info
lenfour,ratingfour,"tap fish is fun.
",non-info
lenfifteen,ratingfive,"i love it so mich you get to have all fish i got one millon
",non-info
lenfour,ratingfive,"my children love it!!!
",non-info
lenseven,ratingfive,"it's the best game  i play
",non-info
lenthree,ratingfour,"love this game
",non-info
lenseven,ratingfive,"very fun good way to pass time
",non-info
