Length,Ratings,Review,Relevant
lenthirteen,ratingthree,"I love this keyboard, but since updating to 4.2.1, I've got performance issues.
",info
lentwentytwo,ratingthree,"First, the keyboard takes too long to show up  second, the keyboard lags when typing rapidly (it used to be buttery smooth).
",info
lentwelve,ratingone,"Would have been great to receive the incompatibility warning PRIOR to paying.
",info
lensixteen,ratingtwo,"The auto space after a full-stop is ridiculous. Allow the option to turn it off.
",info
leneight,ratingone,"It keeps inserting words I don't want.
",info
lentwo,ratingone,"Limited dictionary.
",info
leneighteen,ratingone,"Costs me way more effort than the std keyboard because I have to go back constantly to correct.
",info
lenfourteen,ratingthree,"Just little niggles like not working correctly in Chrome like user name and captchas.
",info
lensix,ratingthree,"Emoji support would be awesome please.
",info
lentwentytwo,ratingfour,"This is an outstanding app and I would give it a 5 rating if they can add: (1) Swipe functionality and (2) More keyboard themes.
",info
lenten,ratingfour,"The current set of themes lack the look and feel.
",info
lenfifteen,ratingone,"Keeps saying it saved me 10,000 keystroke but it doesnt take into account the 50,000 it missed.
",info
leneleven,ratingone,"Doesnt even put an apostrophe on the doesnt in this critique.
",info
lenfive,ratingfive,"Just lacking the ! shortcut now.
",info
lenthirteen,ratingfour,"I can't fix typos often when I already have typed other words.
",info
lentwentytwo,ratingfour,"I'll go back to fix it and when I press the backspace button, it adds chucks of words instead of erasing.
",info
lensixteen,ratingfour,"Also, when typing in all capitals, the auto correct is very bad. Especially the first one.
",info
lenfifteen,ratingfour,"Rarely has a hiccup, but some keys I'd rather have on the main board.
",info
lentwentyfive,ratingfive,"Speaking of which though, I wish there was Japanese and Chinese available so I don't have to keep switching keyboards just to type those!
",info
lenfour,ratingfive,"Please add more themes
",info
lenseventeen,ratingthree,"Great app but you lose the ability to add standard Samsung characters, like the hearts for example.
",info
lenfour,ratingthree,"Also no personal dictionary.
",info
lentwentyone,ratingfour,"What about being able to learn from whatsapp as I do most of the typing there (most of the people do).
",info
lensix,ratingfour,"We also need Italian keyboard layout
",info
lenthirteen,ratingfour,"I gave it a 4 because I thought it would have more color customization.
",info
lenthree,ratingone,"Need Thai language
",info
lenfive,ratingone,"Dude where are the themes!??
",info
lentwentyfive,ratingthree,"When I just had the trial version the app worked like a charm but now it freezes from time to time for no apparent reason.
",info
lenthirtyone,ratingthree,"I am forced to exit the program and start over from the beginning-sending emails is even worse - in landscape view it is almost impossible to see what you are writing
",info
lenfourteen,ratingfour,"Only thing keeping it from 5 stars is that we can't type in Chinese!!!
",info
lenthirtythree,ratingfour,"I mean, there's even languages I have never heard of, but not Chinese mandarin...oh and another, at times it doesn't automatically autocorrect and a word such as ""gjakdn"" will pass
",info
leneleven,ratingone,"Tle letter for arabic keyboard is small very difficult to write
",info
lennine,ratingfive,"Only thing I'd change is more theme options
",info
lentwenty,ratingfour,"After my Galaxy Nexus got updated to 4.2, the keyboard was gone.Not just gone as default keyboard, but removed uninstalled.
",info
lennineteen,ratingtwo,"The basic s-pen function is not there and you have to revert back to the basic android application.
",info
lenfourteen,ratingfive,"I commonly have the problem that it will not do predictions in landscape mode.
",info
lensix,ratingfive,"Need a button to toggle predictions.
",info
lenseventeen,ratingthree,"Now it's just like any other keyboard, not keeping my regularly used terms in its dictionary.
",info
lentwenty,ratingfour,"It's lacking customisation to make it efficient enough to compete with Swype which makes touch typing feel like swimming.
",info
lentwelve,ratingone,"The auto correction is totally busted(makes you write like a retard)
",info
lenseven,ratingone,"The setup is overly complicated and confusing.
",info
lenten,ratingfour,"Please add a vibrate setting like the stock Android keyboard.
",info
lenfiftyfour,ratingfour,"I have noticed that the standard Samsung keyboard method will come back every now and then and I have to swipe to get the notification center and change back to ""SwiftKey 3"" from ""Samsung keyboard"" on my Galaxy S3. It will happen every time I restart the phone and then try to text or anything else.
",info
lentwentyeight,ratingfour,"On occasion the cursor will stop moving beyond the last word, so it always appears as if it's in the middle of a world no matter what.
",info
lentwentythree,ratingfour,"I am also unable to use predictive text when sharing anything to Facebook. It renders it useless anytime I see something Facebook worthy.
",info
lentwentyfive,ratingfour,"The only problem I have with this keyboard is that sometimes it will interpret my fast typing as a deletion swipe, which can be frustrating -
",info
lentwenty,ratingthree,"It doesnt work with fb chat... which is the ideal situation to make use of fast typing and auto correct.
",info
lenthirtytwo,ratingfive,"the only improvement that SwiftKey needs is the ability to paste into whatsapp - to do this right now i have to switch to the Samsung keyboard and hold the 123? Button to paste.
",info
lenthirteen,ratingthree,"The keyboard layout is not to my liking and cannot be changed much...
",info
lentwenty,ratingthree,"If I just press space bar many times it writes a long sentence somebody else wrote me in an email...
",info
lensix,ratingtwo,"There is a ton if lag!
",info
lennineteen,ratingtwo,"I start to type and it doesn't register until seconds later and I've already written a paragraph.
",info
lenfive,ratingtwo,"Eats a ton of RAM.
",info
lentwelve,ratingone,"Major issues with Chrome fields.... Jumps all over the place, erases characters.
",info
lenfourteen,ratingthree,"Personally I find I type less accurately with this keyboard than the stock one.
",info
leneight,ratingthree,"Also don't like the numbers/characters panel.
",info
lenthirteen,ratingthree,"The option to have a more classic looking one wouldn't go amiss.
",info
lenthirteen,ratingfive,"Awesome keyboard but hopefully there will be han yin pinyin support real soon
",info
lentwentyfive,ratingone,"I posted a review telling that on Samsung Galaxy Note doesn't work very well, it keeps crashing and freezing my messaging app and whatsapp.
",info
lentwelve,ratingone,"Sometimes I have to wait MINETES till I can use it again.
",info
lennine,ratingfour,"I can't stand not having a dedicated '?' key.
",info
lenten,ratingfive,"And speed but every update resets my personal word info.
",info
lenseventeen,ratingfive,"Please allow a backup and give us the option to ADD our own words with priority settings.
",info
lenfive,ratingfive,"Excellent keyboard but Japanese please!
",info
leneight,ratingone,"Does not work in dolphin browser on my GS3.
",info
lennine,ratingfive,"Now need feature to backup learned language from typing.
",info
lenfive,ratingtwo,"Why still not support Chinese?
",info
lentwentyeight,ratingtwo,"On occasion the cursor will stop moving beyond the last word, so it always appears as if it's in the middle of a world no matter what.
",info
lenthirteen,ratingtwo,"I am also unable to use predictive text when sharing anything to Facebook.
",info
lenten,ratingtwo,"It renders it useless anytime I see something Facebook worthy.
",info
leneighteen,ratingfour,"Easily the best keyboard on Google Play, just needs to catch up with Asian language support, especially Japanese.
",info
leneighteen,ratingfive,"Just needs to add quick-insert of predefined strings, and a few tweaks such as completion with hyphen.
",info
leneleven,ratingthree,"Taking up too much memory of late on jb 37mb at times
",info
lennine,ratingone,"Prediction and ai learning how you type stopped working!
",info
leneight,ratingfive,"But keyboard too small on my Motorola ATRIX.
",info
leneleven,ratingthree,"Good keyboard, great predictions, but loses stars for not having macrons.
",info
lenthree,ratingthree,"Please implement macrons!
",info
leneleven,ratingfour,"I love this app but how come chinese is still unavailable?
",info
lenfour,ratingfour,"When it support Chinese!!
",info
lensix,ratingthree,"But it not have Vietnamese language.
",info
lenten,ratingfour,"Could u guys please add Chinese to the languages list?
",info
lenthirtytwo,ratingfive,"When I use the multitasking multi windows, the SwiftKey keyboard stays the same size when in the Samsung keyboard it gets smaller and the keyboard Window is able to be moved around.
",info
lentwentynine,ratingfive,"One fault could be the lack of personal dictionary as it doesn't allow you to save words you use the most etc other than that it's brilliant.
",info
leneight,ratingtwo,"Would rate this 5  if it  had Japanese language.
",info
lentwelve,ratingtwo,"I saw the update but disappointed to see no Japanese input yet.
",info
lenthirteen,ratingthree,"It's a fairly good keyboard but the autocorrection isn't very strong.
",info
lennine,ratingthree,"For example, typing pf isn't changed to of.
",info
lentwentyfive,ratingone,"For some strange reason the swiftkey keyboard keep on skipping keystrokes in random places as I type, making it completely impossible for me to type
",info
lensix,ratingfour,"Awesome must have, but no emoji.
",info
lenten,ratingfour,"And the Swedish dictionary is broken, splits composite words up.
",info
lenten,ratingfive,"still not loading automatixally at boot even with 4.1.1 os sammy s3
",info
lenfifteen,ratingfive,"I hate how it keeps capitalizing the letter ""i"" even tho auto capital is off...
",info
lenten,ratingfive,"My ""enter""  or ""return""  key has disappeared while using WhatsApp.
",info
lentwentyfour,ratingfive,"Even in GoSms, the enter key has shifted to the last row and it's place has been taken by the back arrow key.
",info
lenfourteen,ratingthree,"It's great keyboard but I've waiting for THAI that you're developing :-)
",info
lennineteen,ratingfour,"It's be nice if you could edit smileys or if you had multiple smiley sets to choose from.
",info
lenthirteen,ratingfour,"Just recently app repeatedly force closes until it is disabled in input settings.
",info
lennineteen,ratingfour,"Frustrating since I had to delete all of the learned suggestions, but it's back so I'm happy.
",info
leneight,ratingfour,"Great app but wish there were more themes
",info
leneight,ratingfive,"Sure would like to see some new themes
",info
leneight,ratingthree,"Keeps switching back to the dafult Samsung keyboard.
",info
leneight,ratingfour,"Reset of phone required to fix issue temporarily.
",info
lenfiftythree,ratingfive,"I didn't like the new Android keyboard when I got my Galaxy S3 and all of the other keyboards were too touchy and just wasn't easy for me to type on than I discovered Swift Key and it made my typing experience so much better I can now type easy and freely.
",non-info
lenten,ratingfive,"It also has a lot of neat features on here.
",non-info
lenseven,ratingfour,"I write a lot of Hindi words.
",non-info
lenfifteen,ratingfive,"This is the first app I always download when I get a new Android device.
",non-info
lentwelve,ratingfive,"Best & most intuitive keyboard for Android always better than the stock one.
",non-info
lenthree,ratingfive,"Worth every penny.
",non-info
lenfour,ratingfive,"Really enjoy this keyboard.
",non-info
leneleven,ratingfive,"As I'm a rapid tester it predicts things pretty good!
",non-info
leneight,ratingfive,"But over all,  it's a great app!
",non-info
lensixteen,ratingfive,"This is the very first keyboard i have lovec to much I HAD to buy it.
",non-info
leneight,ratingfive,"Thank you all for such a great app.
",non-info
lentwelve,ratingfive,"Takes them ages to fix new features that they foist on you.
",non-info
lennineteen,ratingfive,"I'm so not looking forward to the new swype update that will most likely break swipe to delete.
",non-info
lenfive,ratingfive,"Best keyboard for the price.
",non-info
lentwelve,ratingfive,"If you want a free version right now, go get swiftkey flow!
",non-info
lenfive,ratingfive,"Love it on my GSIII.
",non-info
lentwenty,ratingfive,"This app helps me improve how typing on my Galaxy nexus so much, btw I typed this on like 10 seconds.
",non-info
lenfifteen,ratingfive,"I really enjoyed being able to drag and type but this smart keyboard is unbelievable.
",non-info
lentwelve,ratingfive,"It works so well and intuitively I would recommend it to anyone.
",non-info
lentwo,ratingfive,"Awesome app.
",non-info
lenten,ratingfive,"Worth the purchase price especially with the audio typing option
",non-info
lenten,ratingfive,"Fantastic application it really ups your typing skills love it.
",non-info
leneleven,ratingone,"I uninstalled and went back to version 2.2.0.159, MUCH better than update!
",non-info
lennineteen,ratingfive,"I run this on all my Android devices (both tab and phones) and will never go back to stock.
",non-info
lennine,ratingthree,"If this bug is fixed ill give this 5 stars
",non-info
lenten,ratingfive,"This is the best keyboard in the whole app store.
",non-info
lentwenty,ratingfive,"Took me a while to find out the right settings for me and personalise them but really like it now.
",non-info
lenthree,ratingthree,"Galaxy s3, slowest keyboard.
",non-info
lenfour,ratingfive,"Its worth every cent.
",non-info
lenten,ratingfive,"Finally a keyboard that is beautiful and easy to use.
",non-info
leneight,ratingfive,"Detects different languages without swapping in the settings.
",non-info
lentwelve,ratingfour,"I barely have to type, it knows what I want to say.
",non-info
lentwo,ratingfive,"Excellent app.....
",non-info
lensix,ratingone,"I didn't type fueling either.
",non-info
lenseventeen,ratingfive,"I'm more of a precision typist but this app makes all the difference when typing quickly.
",non-info
lennine,ratingfive,"I can't wait until SwiftKey Flow is released.
",non-info
lensix,ratingfive,"Shut up and take my money
",non-info
lenfifteen,ratingfive,"Only app I have every paid for and not just side loaded with an APK.
",non-info
lensix,ratingfive,"Thanks for such a great app
",non-info
lenseven,ratingfour,"Was my fav,paid & 1st apk installed everytime.
",non-info
lenfourteen,ratingfour,"But sam has similar predictive technology built in note2 keyboard now & IMO does it better!
",non-info
lenfive,ratingfour,"Sam has 4-28 or more predictions.
",non-info
lenthirtytwo,ratingfour,"The hidden gem's in Samsung Chinese IME Keyboard.change tat setting to english & voila!works just like swiftkey with auto selection,except row of predicted words in top row drastically increased!
",non-info
lenten,ratingfour,"Standard Sam keyboard has same tech but no auto selection.
",non-info
lenthree,ratingfive,"SwiftKey Flow FTW!
",non-info
lenseven,ratingfour,"This keyboard is an essential android app.
",non-info
lensix,ratingfour,"Can't imagine not using it.
",non-info
lenseven,ratingfive,"Seems to be a waste if money.
",non-info
lenseven,ratingfive,"You have saved me so much frustration!
",non-info
lenfour,ratingfive,"Love love love this!!
",non-info
leneight,ratingfive,"Saved me a lot of time and frustration.
",non-info
lentwentyseven,ratingfive,"I have used and purchased almost all of the main brand keyboards out there, by far swift key has been the best at a fairly placed price.
",non-info
lennineteen,ratingfive,"I have been using swift key for about a week now and I had already saved me 10,000 key strokes.
",non-info
lenfifteen,ratingfive,"Before typing would be boreing and now it's the best feature on my phone.
",non-info
lenseven,ratingfive,"Thanks SwiftKey, keep up the good work.
",non-info
leneleven,ratingfive,"I've been using this since I had my HTC EVO 3D.
",non-info
lenthirteen,ratingfive,"Used it on my Galaxy Note I and now on my Note II.
",non-info
leneighteen,ratingfive,"However, now that the BETA version of the new ""Flow"" is available, I have since been using that.
",non-info
lennine,ratingfive,"Flow adds the greatness of regular SKX with Swype.
",non-info
lensix,ratingfive,"Helped improve my typing a ton.
",non-info
lennine,ratingfive,"Much faster and fixes my errors like none other.
",non-info
lentwelve,ratingone,"I downloaded another keyboard app and there is no problem with it.
",non-info
lenten,ratingone,"Once resolved, I will go back to a 5-star rating.
",non-info
lenthirteen,ratingone,"Until then, I will be using another keyboard and rating this app 1-star.
",non-info
lensixteen,ratingfive,"Currently trying Flow, which is wonderful, but this keyboard even without Flow has always been perfect.
",non-info
lentwenty,ratingfour,"Very user friendly, great typo correction and I loooove the auto correct that can overcome accidentally missing the space bar.
",non-info
leneleven,ratingtwo,"not again back to swype least they try to support users
",non-info
lensixteen,ratingfive,"I downloaded this and sent a total of two texts before I HAD to buy this.
",non-info
lenten,ratingfive,"This is so amazing. I suggest this to any phone.
",non-info
lensix,ratingfive,"It honestly predicted this entire message.
",non-info
lenfour,ratingfive,"Best keyboard for Android
",non-info
leneighteen,ratingfive,"Took a little while to get it just how I wanted but will never change it now,  great
",non-info
leneight,ratingfour,"Please try to fix as soon as possible.
",non-info
leneight,ratingfour,"Device is a Galaxy s 3 mini running 4.1.1 Thanks.
",non-info
lensixteen,ratingfive,"Moved to a new phone without physical keyboard and SwiftKey is now my preferred keyboard again
",non-info
lentwelve,ratingthree,"This app is probably the most important one you will ever download.
",non-info
lenfifteen,ratingthree,"I am using it to type right now and it is basically reading my mind.
",non-info
lennine,ratingthree,"This is the reason I stopped considering the iphone.
",non-info
leneight,ratingthree,"I have shown so many people this keyboard.
",non-info
lentwo,ratingfive,"Great keyboard!
",non-info
lenfour,ratingfour,"Maybe I'm wrong..
",non-info
lenfive,ratingfour,"Maybe cause fb now changed...
",non-info
lenfifteen,ratingfour,"This app has definitely improved my texting speed and accuracy, and I thought that impossible.
",non-info
lenten,ratingfour,"The prediction is first class and gets better with time.
",non-info
lenfive,ratingfive,"I love this keyboard app.
",non-info
lenfifteen,ratingfive,"I'm a fast txter and love that this responds very well with minium errors.
",non-info
lentwo,ratingfive,"Simply amazing
",non-info
lenthree,ratingfive,"TouchType made easy
",non-info
lenseven,ratingone,"cant do anything with a paid app.
",non-info
lenfive,ratingone,"i want my money back
",non-info
lenfour,ratingfive,"Using version 3 since beta.
",non-info
lentwelve,ratingfive,"Predictions are amazing, sometimes writing whole sentence takes just a few clicks!
",non-info
lenseventeen,ratingfive,"And even if you are not using predictions typing on this keyboard is very fast and precise.
",non-info
lenfour,ratingfive,"Lots of customization options.
",non-info
lentwelve,ratingfive,"The must have for every Android user (except you prefer swype keyboard).
",non-info
leneleven,ratingfive,"this by far the best keyboard seen on earth ......  just awesome ......
",non-info
lentwelve,ratingfive,"Great, love how it corrects it but leaves the words you want.
",non-info
lentwo,ratingfive,"Five stars.
",non-info
lenfive,ratingfive,"And Flow is even better!
",non-info
lenthirteen,ratingfive,"Can't wait for it to come out in it's final version
",non-info
lenthirteen,ratingfive,"Before I installed this, I was NOT tying sentences that looked like this.
",non-info
lennine,ratingfive,"Instesg I wa[ teing oned that liiled like thws.
",non-info
leneleven,ratingfive,"Thank you Swift Key for putting my keyboard back together again!
",non-info
lenfifteen,ratingone,"It takes more time to teach this app and correct its mistakes than its worth.
",non-info
leneight,ratingthree,"Please fix ASAP, I've paid for this!
",non-info
lensix,ratingfive,"Best app purchase I've made.
",non-info
lensixteen,ratingfive,"Very easy to type (much easier than the standard keyboard),  and word prediction is uncannily accurate.
",non-info
lentwo,ratingfour,"Phenomenal keyboard.
",non-info
lenfive,ratingfour,"Gets better with every update.
",non-info
lentwelve,ratingfive,"This was already the best keyboard out and then they added flow.
",non-info
lenfour,ratingfive,"Icing on the cake
",non-info
lenfourteen,ratingfive,"I can't believe that I typed this whole comment and only pressed 23 letters!
",non-info
lenfive,ratingfive,"It's worth the price.
",non-info
lensixteen,ratingfive,"Excellent keyboard and I think it should come stock with new android phones right beside swype.
",non-info
lennineteen,ratingfive,"I'm so glad I tried the trial and after a hour of using the app I purchased it.
",non-info
lenfourteen,ratingfive,"I would highly recommend this over the junk keyboard that comes with the same 3.
",non-info
lenfour,ratingfive,"5 stars in my book!!!
",non-info
lenthirteen,ratingfive,"It's the best keyboard and now I cannot just type without it.
",non-info
lenfifteen,ratingfive,"I never go and comment about an app but this app made me do it.
",non-info
lentwelve,ratingone,"Please fix this so I can use this great keyboard once again.
",non-info
lenthree,ratingfive,"Worth every penny!
",non-info
lensix,ratingfive,"It works wondrous, and learns quick.
",non-info
lenfour,ratingfive,"I love this keyboard!
",non-info
lenten,ratingfive,"I actually can type without looking at the phone sometime.
",non-info
leneight,ratingtwo,"Switching back to Note 2 default keyboard for now.
",non-info
lentwentytwo,ratingfive,"Changed back to 5 stars since the notification that wouldn't go away appears to be a ""feature"" in newer versions of Android.
",non-info
lenfourteen,ratingfive,"This is the best keyboard I ever used and the only one I bought.
",non-info
lenten,ratingfive,"Much better than the standard android one on the galaxy s3
",non-info
lenthree,ratingfive,"But overall, 5 stars
",non-info
leneighteen,ratingfive,"Don't know if this thing is too good to be true, but so far it's amazing.
",non-info
leneight,ratingfive,"Easily the best keyboard I have ever used
",non-info
leneighteen,ratingfive,"I had a BB before and was so used to feeling the keypad, and it felt weird using S3.
",non-info
lentwentyone,ratingfive,"But I've downloaded this app as soon as I bought the phone and it has made my typing waaaay easier.
",non-info
lentwentyone,ratingfive,"It now predicts the words I want and I usually type fast and in shorthand, and it has learned from me.
",non-info
leneight,ratingfive,"Love this app and reccomend it to everybody!
",non-info
lenfifteen,ratingfive,"One of the reasons why I've stuck to ios is because of the keyboard.
",non-info
lenthirteen,ratingfive,"I've always found the stock keyboard to be acceptable but not great.
",non-info
leneight,ratingfive,"This app is amazing and worth the cost.
",non-info
lentwentyone,ratingfive,"For less than what you'll spend at a gourmet coffee shop you'll save time and frustration using this app.
",non-info
lentwo,ratingfive,"Highly recommend
",non-info
lentwentytwo,ratingfive,"I  love this keyboard, although sometimes I get into a fight with the text predictions changing what I'm trying to say.
",non-info
leneleven,ratingthree,"Sometimes doesn't work and I have to uninstall and reinstall.
",non-info
lentwo,ratingthree,"Otherwise fantastic.
",non-info
leneight,ratingfive,"I'm so glad I bought this app.
",non-info
lenfifteen,ratingfive,"I did the free trial first, and then decided not to get the full version...
",non-info
lenten,ratingfive,"Within an hour I was going nuts without swift key!
",non-info
lensixteen,ratingfive,"I could not go back to the regular keyboard I had prior to trying out SwiftKey!
",non-info
lensix,ratingfive,"U will definitely not regret it!
",non-info
lenthree,ratingfive,"Worth the money!
",non-info
lenfive,ratingfive,"Writes in your personal style.
",non-info
lensixteen,ratingfive,"Can be as slapdash as you want and still type effortlessly and still save time/strokes.
",non-info
lensix,ratingfour,"This has really helped my accuracy.
",non-info
lenseven,ratingtwo,"I'm about to drop this keyboard..
",non-info
lentwelve,ratingone,"Company does not take responsibility of refund when consumer is not satisfied
",non-info
lentwentyfive,ratingfive,"Use this keyboard all the time it's like it reads my mind with words great app best on Android Market must have thanks people :-)
",non-info
lenten,ratingfive,"Unbelievably accurate in predicting and it really evolves with use.
",non-info
lentwentyfive,ratingfive,"It even learnt and now predicts words and phrases in my mother tongue which is not English and which is also not available for downloading.
",non-info
lenthirteen,ratingfive,"I found it so good that I even bought it for my tablet.
",non-info
lenfifteen,ratingfive,"I recommended this app to my friends also and now they love it as well.
",non-info
lensixteen,ratingfive,"Now I just need my wife to make the switch to Android from her crappy Nokia.
",non-info
lensix,ratingfive,"Officially my favorite app for Android.
",non-info
lenten,ratingfive,"Feels amazing too, but lots better than the Samsung keyboard.
",non-info
leneight,ratingfive,"Cept for that this is my favorite keyboard.
",non-info
lenfive,ratingfive,"This app is very handy.
",non-info
lenten,ratingfive,"The keyboard works nicely and truly evolves around your grammar.
",non-info
lentwentyone,ratingfive,"I wouldn't be say it is a must have app, but it is a great improvement over the default keyboard.
",non-info
lenfifteen,ratingfive,"We all use it every day so might as well invest on a good one.
",non-info
lentwentyfour,ratingfour,"This typing app is amazing, and I was sitting on the fence whether to buy it or not and I'm glad I did!
",non-info
lentwelve,ratingfour,"The S 3 keyboard would miss about 20% of the words I miss typed.
",non-info
lennine,ratingfour,"I this hasn't missed a single one yet.
",non-info
lenfour,ratingfour,"Definitely worth the purchase :)
",non-info
lennine,ratingfour,"Then this would be the MOST PERFECT KEYBOARD EVER!!
",non-info
lenten,ratingfive,"This keyboard is the boss of all keyboards... Nuff said!
",non-info
lensix,ratingfive,"It is such a great app!
",non-info
lennineteen,ratingfive,"I thought I lost my texting when I gave up my BlackBerry but this just gave it all back.
",non-info
lenfourteen,ratingfive,"Now I'm using the Flow Beta... I'm so in love right now!
",non-info
lentwelve,ratingfive,"To be able to text and flow at the same time awesome!
",non-info
lennineteen,ratingfive,"This is the first and only paid app I have on my phone and it was worth every penny.
",non-info
lennine,ratingfive,"Fell in love with SwiftKey during the trial period.
",non-info
lenseven,ratingfive,"I bought the app during Thanksgiving sale!
",non-info
lenthree,ratingfive,"Totally worth it.
",non-info
lensix,ratingfive,"Simply the best application ever used
",non-info
lenfourteen,ratingthree,"So far this key pad has been the best and i recomend it highly
",non-info
lenseven,ratingfive,"This app makes typing a pleasant experience:-)!
",non-info
lenfour,ratingfive,"Fast, quick and accurate.
",non-info
lenten,ratingfive,"Money well spent, switch from swipe to swift, no regrets!
",non-info
lentwelve,ratingfive,"You can spell something completely wrong but it knows what you meant.
",non-info
lenseventeen,ratingfive,"Fiddly to start with but it's scary how it works out works out what you typing
",non-info
leneighteen,ratingthree,"This is my favourite keyboard of all time except for one extremely annoying bug and one minor one.
",non-info
lentwo,ratingthree,"Extremely annoying.
",non-info
leneight,ratingthree,"2 - The keyboard remembers much of what is typed.
",non-info
lentwo,ratingfour,"Amazing keyboard.
",non-info
lensixteen,ratingfour,"That's the only thing keeping me from leaving Swype and going back to this one.
",non-info
leneight,ratingfour,"Loving Flow beta, it'll only get better.
",non-info
lensix,ratingfive,"Works great compared to stock keyboard.
",non-info
lenten,ratingfour,"I have been using the keyboard for several months now..
",non-info
lensixteen,ratingfour,"After time, it learns how you type & practically knows what you are going to type next....
",non-info
lenfour,ratingfour,"Makes it so easy!!!
",non-info
lenseventeen,ratingfive,"A friend told me about it,  and how it almost reads your mind while you are typing.
",non-info
leneleven,ratingfive,"Then I read a review here that said the same thing.
",non-info
leneleven,ratingfive,"So I tried it, and it's nothing short of incredible.
",non-info
lenseventeen,ratingfive,"Not flawless, but much better than anything else out there like swype, better keyboard, or androids stock.
",non-info
lenthree,ratingfive,"Worth the money.
",non-info
lentwenty,ratingfive,"I bought the full version of this almost a year ago for my wife and I and we LOVE it!
",non-info
lenfifteen,ratingfive,"Don't know of its the phone or the app, regardless I love this keyboard! :-)
",non-info
lenthirteen,ratingfive,"Had issues earlier with it freezing, but it seems to work great now.
",non-info
lenfour,ratingfive,"The most accurate keyboard!
",non-info
lentwentythree,ratingfive,"Builtin Android keyboard are good, but sincerely we need a more productive and less error prone virtual keyboard solution: and here it is.
",non-info
lenfour,ratingtwo,"Try smart keyboard instead.
",non-info
lensix,ratingtwo,"iPhone still > android for keyboard unfortunately.
",non-info
leneight,ratingfive,"Learns my typing style and predicts common phrases.
",non-info
lenfour,ratingfive,"Soo worth the download!
",non-info
lentwelve,ratingfive,"Great work, learns from all your mistakes and knows its grammar too.
",non-info
leneleven,ratingfive,"Works really well and detect next potential word that makes sense
",non-info
lentwelve,ratingone,"No support at all... no one to contact if u have problem.
",non-info
lenthree,ratingone,"version 2 was perfect.
",non-info
lenfour,ratingone,"version 3 is just bad !!!
",non-info
leneleven,ratingone,"many people try to contact and complain but nobody answer there !!!
",non-info
leneleven,ratingone,"when they became good, they just ignore the customers at all...
",non-info
lenseven,ratingone,"i wish i wouldn't pay them !
",non-info
lenfifteen,ratingone,"after a yer of disappointment and ignorant i am going back to the stock keyboard ...
",non-info
lenseventeen,it,"help  help to correct mistakes but in the stock keyboard i dont get any mistakes at all...
",non-info
lentwenty,ratingfive,"Replaced the GO keyboard with this and haven't looked back,  there isn't a thing I don't like.
",non-info
lentwentysix,ratingfive,"The predictive text is genius,  the keys are able to be made larger and I don't constantly hit the wrong ones like on the GO.
",non-info
lensixteen,ratingfive,"This is the first app I've paid for and it's well worth the money.
",non-info
lenseventeen,ratingfive,"Great this is the best keyboard I've used and the only one I'll ever use.
",non-info
lenfourteen,ratingfive,"I have a G2 and I don't even remember that it has a keyboard.
",non-info
lentwo,ratingfive,"Absolutely beautiful.
",non-info
lenthirteen,ratingfour,"I got so frustrated with my keyboard that I bought this without thinking.
",non-info
lennine,ratingfour,"All through its not perfect, Its close to it.
",non-info
leneleven,ratingfive,"This is a great app to replace your current keyboard with!
",non-info
lennine,ratingfive,"This is the best and most intuitive keyboard going.
",non-info
lentwenty,ratingfive,"I use it with English and deutsch loaded and it flawlessly swaps between them as I try and go bilingual.
",non-info
lensix,ratingtwo,"Would get 5 stars if that worked.
",non-info
leneight,ratingtwo,"The samsung predictive text is catching up though.
",non-info
lentwentythree,ratingfive,"I have bought very few apps, and am very stingy when buying one, but after using the trial version im pretty much sold!
",non-info
lennineteen,ratingfive,"If you're dyslexic or just have fat thumbs (both of which I have), this is great for texting!
",non-info
lenthree,ratingfive,"Def worth 4 dollars!
",non-info
lenfifteen,ratingfive,"I don't even have to finish a word and the app does the rest!
",non-info
lenfourteen,ratingfive,"I wrote this review with this app not having to type any whole word!
",non-info
leneight,ratingthree,"When it comes to writing, it's flawless.
",non-info
lenfour,ratingfive,"I love this keyboard.
",non-info
lentwentysix,ratingfive,"I'm very used to having an iphone and the only thing I didn't like about the galaxy s3 when I switched over was the keyboard.
",non-info
leneight,ratingfive,"With this swift keyboard I am completely happy.
",non-info
lennine,ratingfive,"This is a really great program I love it.
",non-info
lenfour,ratingtwo,"I love this app.
",non-info
lentwelve,ratingtwo,"I will give this app five stars when these things are fixed.
",non-info
lenthree,ratingone,"Waste of money.
",non-info
lentwentythree,ratingfive,"I never buy apps and I never do reviews but this keyboard is so amazing it should come stock on all android phones.
",non-info
lenseventeen,ratingfive,"I've sold phones for years but never have I used anything so user friendly and simple.
",non-info
lensix,ratingfive,"Don't hesitate just get it.
",non-info
lenthree,ratingfive,"Highly recommended app.
",non-info
lentwelve,ratingfour,"I am updating my review after a few months of using SwiftKey 3.
",non-info
lenfifteen,ratingfour,"I really like the keyboard app, it is probably the best of its kind available.
",non-info
lenfour,ratingfour,"I love this app!
",non-info
lenfour,ratingfour,"This is pretty annoying.
",non-info
lenfive,ratingfour,"Please look into this issue.
",non-info
leneight,ratingfive,"Fantastic keyboard, makes typing quicker and more efficient.
",non-info
lenfive,ratingfive,"Well worth the 2.99 price tag.
",non-info
lenten,ratingtwo,"I am resorting to my stock keyboard more often now.
",non-info
