Length,Ratings,Review,Relevant
lentwentysix,ratingtwo,"but on this update i try to look at a photo on my news feed, and it shows a totally different picture i saw mimutes ago.
",info
lenfour,ratingthree,"cant update a status.
",info
lenten,ratingthree,"update the app so it will sync with google again...
",info
lenthirteen,ratingtwo,"haven't been able to upload pics taken on mt gs3 gor a while.
",info
lensix,ratingone,"can't view any pictures now.
",info
lenseventeen,ratingone,"if you force shut the app after continual crashes it totally shuts down ur cellnet data connection.
",info
lentwentyone,ratingtwo,"every time i use this app it closes on me, sometimes its within a minute or two, other times its immediately!
",info
lentwentytwo,ratingtwo,"when i'm lucky enough for it to stay open for a little while its pretty slow and has lots of glitches!
",info
lentwentyfive,ratingone,"if it would run at a reduced size or had a reasonably functional widget it wouldn't be so bad, but full screen its shocking!
",info
lenfive,ratingone,"hd tablet optimised app please.
",info
leneleven,ratingone,"this apps so rubbish it wont even let me install it .
",info
lenten,ratingthree,"good app drains battery like crazy because it never closes...
",info
lenfour,ratingone,"can't upload pictures
",info
lenten,ratingfour,"its really slow and it eats the phone memory :s !
",info
leneight,ratingfour,"and why the hell cant i save pictures -.-""
",info
lenseven,ratingtwo,"too much memory is used by app.... :-(
",info
leneleven,ratingtwo,"and when i try to use emojis in chat facbook crashes :-( :-(
",info
lentwelve,ratingtwo,"i opened this app this morning and it won't even update.
",info
leneight,ratingone,"i cannot log in so 1 star for now.
",info
lennine,ratingfour,"good app but some time its working bit slow.
",info
lentwentytwo,ratingone,"cant open comments sections at all, it takes at least 90 secs to view most of my friends images and list goes on.
",info
lentwentyfive,ratingone,"what is most frustrating is that i get notifications on phone pn&can open comments, et aol, before i even get notified on my tablet.
",info
lenfifteen,ratingfour,"it easy to play but it hard when i log in to play other account
",info
leneighty,ratingthree,"i give it a 3 star because 1 for me to change my cover i cnt change it when im using the app i could only go on my phone internet yo go to facebook & change the cover & i really hate that so yeaa & plus sometime my status dnt go up or pics dnt go up but yeaaa till ya have this fix its gonna be 3 stars but when its fixed & its fixed good ill give it a 5 star than so yeah
",info
lentwentyfive,ratingone,"always loseing connection, and never being able to veiw pics it will never load them even when you click on the pic to inlagre it!
",info
lensix,ratingtwo,"app is slow after last update.
",info
lenseven,ratingtwo,"not uploading or downloading photos, very disappointed.
",info
lenfive,ratingtwo,"i am not getting notifications.
",info
lentwentytwo,ratingtwo,"besides it is using up 23.4mb of my phone's ram. for low end phones like galaxy y, this is too much.
",info
lentwentyfour,ratingone,"the new facebook is no no good cause it always shuts down i can't see the pictures half the time it just bad!!!!
",info
lenseven,ratingthree,"how can i change my cover pic?
",info
lenthirteen,ratingthree,"i can't change my cover pic and profile pic after recent update.
",info
leneleven,ratingthree,"are u going to introduce another app to change cover pic?
",info
lenfive,ratingone,"slowly again after updated sucks!
",info
lensix,ratingone,"cannot view any pictures after update!
",info
lensix,ratingone,"now i cant see driends pictures.
",info
leneleven,ratingone,"loading issues, ""cant find secure connection"", if i delete a post..
",info
leneight,ratingone,"i cant close pictures if i open them..
",info
leneight,ratingone,"it won't let me upload photos now??
",info
lensixteen,ratingone,"i click on a fuckin image n it takes be back to pics from 5 days ago...
",info
lennineteen,ratingone,"used to work wonderfully, now however it causes me to lose my connection, leaving me unable to refresh anything.
",info
lentwentythree,ratingthree,"finally stepping it up  edit: seems since latest update that now images aren't always showing up in news feed or when selected.
",info
leneleven,ratingone,"after updated, my update status doesn't appear in my wall..
",info
lenfive,ratingone,"now can't post pics.
",info
lennine,ratingthree,"since the update its not letting me upload pictures..
",info
lentwelve,ratingone,"since downloading this app i can't write on people's wall!!!
",info
lenthirtyfour,ratingone,"i'm not a big fan of facebook, personally i think it's had it's day, but, when i do feel the need to message one of my mates it very rarely connects.
",info
lentwenty,ratingone,"all i get is 'connection error - retry', even with the strongest mobile internet connection it only connects now and again.
",info
lentwelve,ratingtwo,"won't open half the time, won't update when it does.
",info
lentwentysix,ratingone,"really frustrating to get to editing a long post and accidentally touch the feed wall behind the comment box and have all that swyping disappear forever.
",info
lensixteen,ratingthree,"this got to get better i'm tierd it keep freezeing i'm done installing uninstalling.
",info
lenfourteen,ratingone,"gps locks and won't go away, even if you force stop the app.
",info
lenthree,ratingone,"cant post status.
",info
lenfive,ratingone,"can't view photos wtf!
",info
lensix,ratingtwo,"im having issues uploading my photos.
",info
leneleven,ratingthree,"we want delet unwanted  comment no option for that otherthan good .
",info
lensixteen,ratingtwo,"after long time i use this app, this app haven't been able to update status......
",info
lenfour,ratingone,"pictures do not load.
",info
lenthirtyone,ratingtwo,"it works good but its stupid how it don't tell you anyones birthdays no more or that it showes someone that u stole a picture frim them that's stupid
",info
lentwelve,ratingtwo,"after it updates it won't allow me to view pictures etc
",info
leneleven,ratingfour,"in the settings it won't let you change your password!
",info
lenfour,ratingthree,"plz fix force close :(
",info
leneight,ratingthree,"and make remove comments and poke friends avilable....
",info
lenthirty,ratingone,"ive had it downloaded on my phone, had to delete it for storage space and i cleared that out before trying to install it said file is invalid or something..
",info
lentwelve,ratingone,"its just dumb that now all.of a sudden i cant download
",info
lentwenty,ratingone,"anytime it updates you cant see nothing on fb and you have to delete the hole app and redownload it.
",info
lenseven,ratingone,"all the pictures are a gray block
",info
lentwo,ratingtwo,"extremely slow
",info
lenthirteen,ratingone,"no pictures load on your news feed or when you click into it.
",info
lennine,ratingone,"pics and thumbnails won't load after last update.
",info
lenseven,ratingone,"takes forever to load, even on wifi.
",info
lenfour,ratingone,"so many fraud notifications!
",info
lenseven,ratingone,"please stop all of this pornography advertisment.
",info
lenfive,ratingone,"all advertisment should be gone.
",info
lensixteen,ratingtwo,"this app use to be great but now the status's on the widget never update.
",info
lenten,ratingtwo,"so now i'm constantly reading the same status's.
",info
lenten,ratingthree,"i can t found my likes pages in this update......
",info
lenten,ratingone,"the latest update will not allow me to refresh anything.
",info
lenfive,ratingone,"keep getting network error, wtf?!
",info
lentwentyeight,ratingthree,"takes forever to load when i first open the app and force closes a lot and is always telling me i have no connection when i have 5 bars!
",info
lenthirty,ratingone,"i haven't been able to update  my status from my phone now for about 3 weeks, i also can't upload a picture, share anything or write on friends walls.
",info
lenfifteen,ratingone,"it's just a useless app taking up room on my phone for no reason.
",info
lenthirteen,ratingtwo,"now it is super slow and pictures won't even try to load.
",info
lenthirteen,ratingone,"too slow to load images and pages, sometimes it doesn't even load.
",info
lensix,ratingone,"wont launch at all since update.
",info
leneleven,ratingtwo,"when i try to look at pictures they won't load
",info
leneight,ratingone,"very slow even when i'm on wifi.
",info
lenfourteen,ratingone,"when ever i am trying to upload a photo, it says uploading failed after 100%.
",info
lentwenty,ratingone,"the app crashes, pictures loading last to much, besides the news feed shows  ""most recent"" but it shows ""top stories""
",info
lenfourteen,ratingtwo,"facebook on nexus 7 had been slow lately and now won't even connect anymore.
",info
lensix,ratingone,"can't even update my status.
",info
lensixteen,ratingone,"you would think fb would have an amazing app with all the fat money they make.
",info
lensixteen,ratingtwo,"it keeps force closeing and not loading and freezing please fix other wise it is great
",info
lentwentyfive,ratingfour,"i am always having to exit the app and reopen it for pages to load, and most of the time that doesn't even work.
",info
lentwelve,ratingfour,"i don't want to look at the loading icon all day.
",info
lentwelve,ratingtwo,"by using updated one can not able to post on my wall.
",info
leneight,ratingtwo,"i think till slow to shiw the pictures.
",info
leneighteen,ratingtwo,"and when i post status or comments they cant to upload and i'll write again and again.
",info
lenfive,ratingtwo,"it won't load pictures
",info
lenthirtytwo,ratingfour,"the bad: when i type more than a few words in a post or comment, the app freezes, more often than not. i lose everything i typed and have to start again.
",info
lenfifteen,ratingfour,"also: there's no way to upload a photo directly to one person's wall.
",info
lenthirty,ratingfour,"another neat option, if the developer wanted to make this really awesome, is an option to pre-cache recent posts by friends and in groups, for offline (aka subway) viewing.
",info
lenseventeen,ratingfour,"and dare i dream of posting comments offline, that post as soon as i get reception again?
",info
lennineteen,ratingone,"ever since it upgraded, it shuts down and locks me out with a black screen for a good 10 mins.
",info
lentwentysix,ratingone,"makes it really hard to talk to him when i can't even stay in it for more than a few minutes without being kicked out.
",info
lentwentyfour,ratingone,"i love updating fb when i can wish it would be better statuses arent updating and pictures dont upload have to upload 3 or 4 times.
",info
lenseventeen,ratingtwo,"freezes up when i click on pictures and is always having to be shut down and reopened.
",info
leneleven,ratingone,"since latest up date i can no longer view any photos
",info
lentwentyfive,ratingone,"regularly asks to find all of my phone contacts on facebook. i don't want to do this, but i can't permanently dismiss it.
",info
lenfifteen,ratingone,"i wouldn't advise anyone to download it because it makes the phone go blank.
",info
lenfifteen,ratingthree,"the app notifications don't always work, and updating your news feed can take forever.
",info
lentwentyone,ratingone,"i can't delete spam comments from photos, i cant delete post i sent and i can't delete photos slow
",info
lenseven,ratingone,"its always force closing, pictures never load...
",info
lenseven,ratingone,"very slow and doesn't refresh often....
",info
lenseven,ratingone,"this wont let me go in facebook !!!
",info
lenfifteen,ratingone,"none of the photos people post on facebook are showing up on my samsung galaxy.
",info
lenseven,ratingone,"it doesn't want to load anything!
",info
leneight,ratingone,"it won't load photos, timelines, newsfeed, etc.
",info
lenseventeen,ratingtwo,"i have given up posting or searching on facebook too many times because app is incredibly slow.
",info
lentwentythree,ratingtwo,"every sense i installed the update, i can't post a status update,  it never posts mo matter how many times i try.
",info
leneleven,ratingtwo,"i have to post timeline photos twice b4 it actually uploads them.
",info
lentwelve,ratingtwo,"i don't get half the news feeds,  i miss a lot!
",info
lenten,ratingtwo,"oh not to mention it always has a network error.
",info
lenseven,ratingone,"notifications on phone home screen are gone.
",info
leneight,ratingone,"open the app and it shows pending notifications.
",info
lenten,ratingone,"no add/reply to comments section in your own albums.
",info
lensixteen,ratingthree,"i can't change my cover photo & i'm unable to view pics in my timeline...
",info
lenten,ratingone,"space hog that gets bigger and bigger with each incarnation.
",info
lensix,ratingone,"the bloat is unacceptable, and unnecessary.
",info
lennine,ratingone,"no longer worth the amount of space it requires.
",info
lentwentytwo,ratingthree,"ok i can't up load any photos from my galary to facebook both through the facebook app or through the galary.
",info
lennine,ratingfour,"having issues now trying to upload photos to facebook.
",info
lentwo,ratingone,"wont load.
",info
lenthirteen,ratingtwo,"does not properly show the most recent statuses when i selection most recent.
",info
lenten,ratingone,"can't change my profile pic or my cover photo.
",info
lenfive,ratingone,"can't update my status.
",info
lentwentyfour,ratingone,"at least i can see what my family and friends are up to too bad they can't see what i'm up to.
",info
lenseven,ratingone,"can't write on friends walls anymore.
",info
lensix,ratingone,"deletes comments after i leave them.
",info
leneight,ratingone,"almost impossible to change cover photo on mobile.
",info
leneleven,ratingone,"on friend/group pages, ""see more"" option doesn't work anymore.
",info
lenseventeen,ratingone,"so there's about two weeks or so of recent posts that can't be seen anymore.
",info
lennine,ratingone,"countless times i receive ""network error"" alerts/force closes.
",info
lentwelve,ratingone,"since the update, i can't see any photos of any kind.
",info
lennineteen,ratingthree,"also, we can change our cover photo in the old version, but in the new version, we can't. :(
",info
lenfortyone,ratingone,"disappointing can't save to sd card still ,wish u wud sort this then and this new up date been nothing but crap facebook takes ages to load kicks u off please sort this asap as its doing my head in
",info
lenthree,ratingone,"app loads slooooowly.
",info
lenfour,ratingone,"constant receive ""network errors""
",info
lensixteen,ratingtwo,"i can't upload photos, if i view a posted photo i have to press ""back""
",info
leneleven,ratingtwo,"button a million times before it returns to my news feed.
",info
leneight,ratingtwo,"app is very slow and crashes a lot.
",info
leneight,ratingone,"can't even download it onto my tablet
",info
lensix,ratingone,"takes forever now to load pictures.
",info
lenthirteen,ratingone,"sometimes states there is no internet connection even if i have strong signal.
",info
lenfour,ratingone,"search bar not working.
",info
lenfive,ratingone,"some pages do not load.
",info
lenten,ratingone,"sfter the latest update i can't see any pictures.
",info
lentwelve,ratingone,"very hard to add a photo if your devices have plenty photos.
",info
lenthirteen,ratingone,"waiting thumbnails for minutes still cannot see the photo i want to post.
",info
lentwelve,ratingone,"should ask which app we would like to use to choose photos.
",info
lenthirteen,ratingtwo,"i have 4g and this is so slow updating that i rarely use of.
",info
leneleven,ratingtwo,"automatic updates do not work   i hope they fix this soon
",info
leneight,ratingone,"slow and 90% of the pictures don't load.
",info
lentwentysix,ratingone,"some of my posts or comments never shows, always says no connection when i have 4g service, slow loading, when i push like it does not work.
",info
lensix,ratingthree,"pictures don't moves very slow.
",info
leneleven,ratingthree,"the inbuilt messenger doesn't show any notification of new messages....
",info
leneight,ratingthree,"and can't get the notification of comments ....
",info
lenfourteen,ratingthree,"pls remove the inbuilt messenger app as i already have the fb messenger app....
",info
leneleven,ratingtwo,"but now fb loads forever about 60 of the time upon opening.
",info
lenthirtytwo,ratingtwo,"happens more if an instance is running and i'm in another app and i use the notification bar to go to fb, and it loads, and loads, and never finishes... i
",info
lentwentyfour,ratingone,"no pictures since the last update, sorry i updated now, fix this problem soon, right now i hate facebook, no since in getting on!!
",info
lenseven,ratingone,"where did my friends button go too???
",info
leneleven,ratingone,"this app is useless keeps force closing and not  working properly
",info
lenseventeen,ratingone,"i have updated this app at least 9 times and every time it takes up more memory space.
",info
leneight,ratingtwo,"there is no proper share option for video...
",info
leneight,ratingtwo,"we need to download the video to share...
",info
lensix,ratingone,"i can't do status updates....
",info
leneleven,ratingone,"very slow, pictures don't load and doesn't notify me .
",info
lenseven,ratingfive,"too much ram consuming n sloe speed
",info
lentwelve,ratingfour,"after i update this i can't see my status updates & sharings.
",info
lennine,ratingone,"i got sick of waiting for everything to load.
",info
lenseven,ratingone,"because it's takes 32 mb in phone.
",info
lenten,ratingone,"and it is not loading always it shows connection failed.
",info
lentwelve,ratingthree,"i keep losing a specific friend and relationship status every other day.
",info
lenthirtytwo,ratingthree,"i keep having to request my fiance' and change my status again and again, ive disabled the built in app and re enabled it, if nothing changes then im done with it.
",info
lensixteen,ratingthree,"all photos over 100 likes or comments say 98 likes and comments other than that it's alright
",info
leneleven,ratingtwo,"every time i try to open the app my phone freezes.
",info
lenseventeen,ratingfour,"the app is getting better but one thing i am clueless about is removing or editing comments...
",info
lenthree,ratingone,"cant losd pics...
",info
lenthree,ratingone,"cblack screen issue..
",info
lentwo,ratingthree,"move slow
",info
lentwo,ratingone,"slow, hands..
",info
lenten,ratingtwo,"everything is fine except you can't see any pics!!
",info
lensix,ratingtwo,"notifications , messages, feeds are always delayed.
",info
lenfour,ratingfive,"pictures are bugged though.
",info
lensixteen,ratingfour,"i will give it 5 stars if it stops logging me out when im typing a message!
",info
lenseven,ratingone,"when i tried logging in,  it crashes!
",info
lenfifteen,ratingthree,"sort the mobile facebook out i do not want to see post from yesterday hummm
",info
leneleven,ratingone,"ps-sumtyms says no network even though my internet is working.
",info
lenseven,ratingtwo,"can't even see my notifications anymore...
",info
lenfive,ratingone,"push notifications is not working!
",info
lenthirtyone,ratingone,"i do find the app good because i could share a post easily than my previous app that i used but it is so very memory consuming and it sometimes crash....
",info
lenthirtynine,ratingone,"at first i wasn't going to let something like being unable to upload photos on a consistent basis bother me, but then all of the force closing, network error, and lag made me want to flip a table.
",info
lensix,ratingtwo,"loading of pictures is so slow¡­
",info
leneight,ratingone,"and when it does pictures will not load!
",info
lenten,ratingone,"haven't seen a photo on this phone in 2 weeks
",info
lensix,ratingtwo,"contacts won't sync on nexus 4.
",info
leneight,ratingtwo,"constant network problems whether on wifi or data.
",info
lenfive,ratingtwo,"slow on top of that.
",info
lentwelve,ratingone,"click on a photo and a small loading circle whirls for infinity.
",info
lenseventeen,ratingone,"i constantly have to shut down the app and open it again just to view a photo.
",info
leneight,ratingone,"sucks in term of viewing others timeline/page..
",info
lentwentythree,ratingone,"fix it pal, it often crash or laggy when i tried to view others fb timeline even though the wifi or 3g is full..
",info
lenfive,ratingfour,"plz fix to send videos
",info
leneight,ratingone,"why cant i write back from a comment..
",info
lenfour,ratingfour,"can't upload video.
",info
lenten,ratingone,"haven't been able to write a status in mouths.
",info
lenten,ratingone,"my pictures don't download you can never see them...
",info
lenseven,ratingtwo,"pictures not opening on friends status updates...
",info
lenfourteen,ratingone,"wont let me comment on status, or upload pictures smh hurry up fix something
",info
lenthree,ratingone,"load of rubbish...
",info
lentwentythree,ratingthree,"but in my current experience i have been shut out anytime i try and attach photos to both private messages and public posts...
",info
lenten,ratingthree,"i also experience force closings when trying to scroll comments!
",info
lenthree,ratingtwo,"always force close
",info
leneight,ratingone,"very slow loading news feed, comment and photo.
",info
leneleven,ratingtwo,"and constantly have to uninstall and reinstall because of none loading.
",info
lennine,ratingthree,"its tooo slow and the widget doesn't w
",info
lennine,ratingone,"slows down force closes and does not upload pics.....
",info
lenten,ratingone,"notifications don't load properly and photos fail to upload...
",info
lennine,ratingtwo,"since the latest update it always says ""network error""
",info
lensixteen,ratingtwo,"while i'm connected to wifi plus i can't change my profile pic or anything.
",info
lenfifteen,ratingfive,"but could be better if would be able to upload multiple photos like in iphone
",info
lentwentyone,ratingtwo,"unable to update my status or post on anyone's wall - disappointing for an mobile app for use ""on the go""
",info
lensixteen,ratingtwo,"why can i no longer delete comments, or change my cover photo from the mobile app?
",info
lennine,ratingone,"sucks i hate it want to delete my profile
",info
lenseven,ratingthree,"very very slow to operate really disappointed:-(:-(:-(:-(:-(
",info
lenthirteen,ratingthree,"it sometimes takes forever to load and the chat box is my messages .
",info
lenfive,ratingtwo,"slow and freezes to much!!!!!
",info
lenthirtyfour,ratingfour,"i'm running an htc desire android phone and when i try to use the ""record voice"" it tells me that ""error creating audio attachment"" i was lookin forward to that specific add-on.
",info
lenfive,ratingone,"it won't load anymore.
",info
lensix,ratingone,"i can't upload pictures anymore!!!
",info
lenthirteen,ratingthree,"it's like a soccer player drinking 9 sodas a day -- fat and slow.
",info
leneight,ratingone,"very slow and doesn't update news feed
",info
lenfour,ratingone,"also slow response time.
",info
lenthree,ratingone,"constant network errors.
",info
lenfour,ratingone,"and long load times.
",info
lentwentythree,ratingone,"when it shows where u are located it's on where when you start a post but doesn't go on the wall.
",info
lenfourteen,ratingone,"its soooo slow loading won't let you delete anything on ur news feed.
",info
lennine,ratingone,"location showed when posted and now it doesn't.
",info
lenseven,ratingone,"constant network errors, lost of internet connection!
",info
lennine,ratingfour,"i would like to be able to edit comments.
",info
lenseventeen,ratingone,"ever since the update that was supposed to fix issues with pictures, pictures don't load properly.
",info
leneight,ratingone,"network errors constantly, even with full wi-fi.
",info
lenfive,ratingone,"takes forever to load photos.
",info
lennineteen,ratingtwo,"at least i'm not the only one having issues with the new update and the lack of pictures.
",info
lennine,ratingtwo,"i too can only see text and some thumbnails.
",info
lenfifteen,ratingtwo,"i also have it acting like i don't have a connection but i do.
",info
leneight,ratingone,"i can't view any pictures or videos .
",info
lentwentythree,ratingone,"this app is not loading profile pictures on my newsfeed, it doesn't allow me to view my own pictures that i upload.
",info
lenfourteen,ratingone,"haven't been able to download pic from my phone for a week now!!!!!
",info
lenthirteen,ratingtwo,"keeps showing top posts all the time even after changing to most recent.
",info
lentwentysix,ratingone,"some of my posts or comments never shows, always says no connection when i have 4g service, slow loading, when i push like it does not work.
",info
lentwentyfive,ratingtwo,"this app is a poor facebook app freezes all the time and doea not give option of uploading pics to specific folders and slow operating
",info
lensixteen,ratingthree,"love the latest features but i can't get it to load like it used to.
",info
lentwentyone,ratingthree,"please fix the bugs it force closes every time when opening the app & can't it be sent to sd card....
",info
lenseven,ratingthree,"hangs and does not update my feed.
",info
lensixteen,ratingone,"i always have problems trying to see picks on my wall because it refuses to load.
",info
leneleven,ratingone,"i get network error even tho i have perfect service and 3g.
",info
leneighteen,ratingone,"when i share to many photos and what-not i get blocked for two days from sharing anything!
",info
lentwentysix,ratingone,"i don't get all if my notification, and can't see a lot of what my liked pages are posting cause its just not there. >=(
",info
lenfifteen,ratingtwo,"lots of waiting for simple posts to load, and it's not a connection issue.
",info
lennineteen,ratingone,"pictures don't load, way too many ads and sponsored posts, it just seems to get worse and worse.
",info
lenfour,ratingone,"screen just goes black.
",info
lenfifteen,ratingone,"i watch youtube and use everything it was ok but why facebook say ""lost connection""?!?!?!?
",info
lenfourteen,ratingone,"why i cant post my status, it always says cant post at tis time????
",info
lentwelve,ratingone,"the major problem, i believe is you somehow created a memory leak.
",info
lenfortytwo,ratingone,"i say this because i noticed the more you use the app, the progressively worse it gets, until it doesnt even open or when it needs more memory for lets say a message and a notification at the same time, it crashes.
",info
lenthirtyone,ratingone,"other than that as of right now images do not load the correct image, they skip to a different image, constantly gives false no connection warnings, cannot delete posts plus more.
",info
lennine,ratingtwo,"got it updated and it's so slow now....
",info
leneighteen,ratingone,"my s planner in my galaxy s3 freezes when i sync it if im logged in this facebook app!
",info
leneight,ratingthree,"slow, can't view pictures sometimes, drains battery.
",info
lenthirteen,ratingthree,"since the update i can't upload pictures, it just fails every time
",info
lenten,ratingtwo,"this app is not letting me upload photos or videos.
",info
leneleven,ratingthree,"takes forever to load anything, even if i'm using wifi.
",info
lensix,ratingthree,"freezes and restarts all the time.
",info
lentwelve,ratingfour,"when a failed upload can't be cleared from the notification window.
",info
lenfifteen,ratingfour,"awesome facebook app but pls upgrade cause i can't remove or delete a comments.
",info
lenthree,ratingone,"very slow app
",info
lenseven,ratingone,"this app sucks it won't load
",info
leneight,ratingone,"it does not want to update my feeds.
",info
lennine,ratingone,"wont let me update my status or do anything!
",info
lensixteen,ratingone,"every 5th item in my stream is a suggested post or a suggestion to like a page.
",info
lentwentysix,ratingone,"update: in this latest version every time i start this app it has a pop up requesting access to my contacts so it can find friends.
",info
lensixteen,ratingthree,"there needs to be alerts for messages to your phone when you don't have wifi .
",info
lenthirty,ratingthree,"because it is terriable that when someone uploads a photo of you and you get the alert but when they send you a message you don't get an alert.
",info
lenfifteen,ratingthree,"for almost 2 weeks i have not been able to update my status using this app.
",info
lenfifteen,ratingone,"everything is super slow and network errors when my connection is strong, and forced closes.
",info
lentwentyone,ratingone,"i've now had to uninstall the latest update because it intermittently stopped the touch screen working on my desire hd.
",info
leneleven,ratingone,"its really very slow evn with 3ga it works slow so bad
",info
leneight,ratingone,"i cannot post my status on my wall
",info
lennine,ratingtwo,"won't load at all most of the time.
",info
lentwentysix,ratingfour,"only problem is that you can't chose which album you wanna upload your pic to and you can't change some things which gets annoying.
",info
lenfour,ratingone,"slowest app ever seen...
",info
lenfourteen,ratingone,"hangs like all the time and when using the search it is the slowest....
",info
lentwentyone,ratingone,"gives connection error and the most irritating thing when i open notifications of fb from my notification bar they dont open.....
",info
lenthirteen,ratingone,"i hv to again search that notification in the notification icon..... x-( x-(
",info
lenthree,ratingtwo,"constant force close.
",info
lenseven,ratingtwo,"takes forever to load pictures and comments.
",info
leneleven,ratingtwo,"delete feature removed so can't delete own statuses and comments.
",info
lensix,ratingone,"tryna fix this it always crash
",info
lenfour,ratingone,"it crashes every 5 minutes !
",info
leneighteen,ratingone,"i can't update my status , can't change my cover photo , & its so much slower the before .
",info
leneleven,ratingone,"i can't even post a status anymore it just sucks
",info
lentwentythree,ratingtwo,"can't upload pics for 5 days straight now.half the time it shows statuses from days ago, but not the 1 i just posted.
",info
lenfive,ratingone,"it will not load pictures
",info
lentwentythree,ratingone,"i like being able to pick which album to upload pics to, i just wish i could create an album through this app....
",info
lenthirteen,ratingone,"it also still tells me network error when my connection is perfectly fine
",info
lenfive,ratingone,"still can't upload pictures.
",info
lensix,ratingone,"i can't view any pictures.
",info
lenninetysix,ratingthree,"this app is slow you can't change covers and facebook should have music so that when someone enters your profile music of your choice plays that will be cool and make the app fast and the option to change covers :d make it happen ill give you 3 stars but if you guys have all this options i mention 5 stars oh yea and have the option were we cant hit like on the friend feeds cause when i scroll down i click like without me liking the picture or video or any c my friends post :/
",info
leneleven,ratingone,"i have not been able to post anything or share anything.
",info
lenthirteen,ratingone,"won't let me type without having to put my own spaces in.
",info
lenfourteen,ratingone,"won't let me post on others walls or tag them in my posts.
",info
lentwelve,ratingthree,"the only issue i'm currently having is with the search bar.
",info
lenfive,ratingone,"won't load new feeds.
",info
lenthree,ratingone,"problems uploading photos.
",info
lenfortyfour,ratingtwo,"my phone hasn't got a big internal memory but it doesn't help when before i even log in the app size goes from 19.something mb to 24.something mb and up to 29 mb as soon as i log in, is those really necessary?
",info
lentwenty,ratingtwo,"everything was going good but now i caint upload photos like its always something new come on guys tighten up
",info
lennine,ratingthree,"too slow crashes n i have issues uploading pics
",info
lennine,ratingone,"the connection is awful and i have a 4g connection.
",info
leneight,ratingone,"the slowest facebook application ever in the world!!!
",info
lentwentyone,ratingthree,"it should only sync with contacts in my cell phone not fb friends who list a phone number with their account.
",info
lenfifteen,ratingthree,"a lot of times if i click on a picture a different one shows up.
",info
leneight,ratingthree,"and i can't delete my own comments.
",info
lentwentythree,ratingone,"facebook won't allow me to update my status on either my facebook  app or mobile site on my razr hd's browser.
",info
lenfour,ratingone,"stop the money ads
",info
lenten,ratingone,"this app keeps getting worse can't even update now
",info
lenten,ratingfour,"can we get an unfollow plus an edit button please?
",info
leneight,ratingthree,"should have better and faster networking signed jada
",info
lenten,ratingone,"pictures don't load to be viewed or commented on.
",info
lensixteen,ratingone,"was working fine last week,but now i can't upload pictures on my galaxy iii
",info
lenfifteen,ratingone,"does not load pictures, does not connect, has and error for everything to many ads..
",info
lenten,ratingone,"net work error it says & don't load fix it!!
",info
lentwelve,ratingtwo,"done the last update i have not  been able to view photos...
",info
lenthree,ratingone,"hardly loads anything.
",info
lennineteen,ratingfive,"its a good app its fast on my galaxy s 3 but on the straight talk phones its really slow.
",info
lenseven,ratingthree,"i can no longer view any pictures!
",info
lennine,ratingone,"cannot get pictures to load at all since update
",info
lenseven,ratingone,"very veryyyy slow other than opening photos...
",info
lenfourteen,ratingtwo,"keeps saying i hate a network connection problem even when i have all bars
",info
lensix,ratingone,"it crash during like any status
",info
lenfour,ratingone,"very bad and slow
",info
lenfive,ratingone,"very slow & not perfect application.
",info
lentwentyseven,ratingthree,"i hate it that when there is a problem posting a comment, the app erases everything i typed in, instead of holding the content for another try!
",info
leneight,ratingone,"why dont i have the option to uninstall?
",info
lenthirtynine,ratingone,"i have a motorola electrify 2 (not an old pos phone so this app should work on my phone) it wont allow me to post status and says theirs errors when up loading pics or sending pics in email's.
",info
lenthirteen,ratingone,"something it unlikes it and goes back to the top of the page.
",info
lentwenty,ratingone,"it crashes a lot in the background, syncs useless info to my phone, & the stuff that goes on facebook nowadays.
",info
lenfour,ratingone,"slowest app of any.
",info
lenseven,ratingfour,"cant edit & delete comment , cant saving photo
",info
lenfive,ratingfive,"why cant load anything oso?
",info
lennine,ratingtwo,"it also won't let me upload my pictures...
",info
lentwelve,ratingthree,"please try to reduce the size of app with all this features..
",info
lenfifteen,ratingfour,"i don't understand why it needs to access so much stuff from ur phone..
",info
lenthirteen,ratingfour,"some things are understandable but others are an invasion of privacy, pretty much!
",info
lentwenty,ratingfour,"great app but would be better if i could update my status or post on peoples timeline using my galaxy s2
",info
lenten,ratingfive,"why i cannot post status and checkin on my wall?
",info
lentwelve,ratingthree,"anybody know how to download/save a picture/foto with this app?? :/
",info
lentwentysix,ratingone,"unable to update status pretty bad i have to use my husbands iphone if i wish to check in or do updates when not at home....
",info
lentwelve,ratingtwo,"quit filling my pages with ads for products i don't want!
",info
lenfive,ratingone,"none of the pictures load.
",info
lenthirty,ratingtwo,"since the update i can't post a status or share friends post do not update it was working fine before i live on fb so i need this fixed
",info
leneleven,ratingone,"haven't been able to log on since the latest update.
",info
lentwentyone,ratingthree,"it would be a 3 1/2, i miss the feature to change your background picture, it sucks, bring it back or i uninstall!
",info
leneight,ratingone,"can no longer upload photos without location info.
",info
lenthirteen,ratingone,"if i want location info on my photo i will add it myself.
",info
lentwentytwo,ratingthree,"each time i look at a picture it directs me to the picture that person posted before the one i click on.
",info
lentwenty,ratingone,"ever since the update, it has been running very slow and will not even load recent updates 90% of the time.
",info
leneight,ratingtwo,"all the sudden, i cant see any pictures.
",info
