Review,Relevant
"its so adorable  i could totally let a kid just sit there with my phone and they are quiet and occupied iys amazing...
",0
"very cool and why i gave a 5 star rating.
",0
"tap fish is a really fun game :)
",0
"great  game love it..
",0
"my kids think this is the coolest thing.
",0
"i like that it encourages them to have patients.
",0
"very fun and relaxing.
",0
"this game is amazing and can get highly addictive
",0
"after playing this game for over 2 years and loved this game...
",0
"buena juego, keeps me entertained during boring days.
",0
"and highest selling breed of fish is eagle ray and yellowbelly damsel.
",0
"like this fishie.....
",0
"this is the best game i have ever played because i have a fish and he is really hard to clean because he tends to jump for food he does that because he's a betta plus the game is way easier to clean up the tank and buy the fish and feed.
",0
"i love this game.
",0
"so msny types of fish and aquariums.
",0
"download and let your obsession begin too.
",0
"iv had this game befor but it went werd.
",0
"gotta love
",0
"love this game.
",0
"this is the best long term game!
",0
"pretty fun time killer
",0
"love this game!
",0
"awesome game!
",0
"it realy cool because not only can you breed fish that exist in nature, but also breed fish that you can't even imagine!
",0
"if u can on any update can u put snakes in this game that would be great
",0
"the game is great and fun.
",0
"best fish game, love playing it
",0
"love this game so adictavie
",0
"lots of fun and very addictive, once you get into it.
",0
"in case anybody is wondering, it works well on rooted kindle fire (non hd).
",0
"also, you can play this game without spending real money and enjoy it.
",0
"if that happened, i could have fun and get fish
",0
"brilliant game
",0
"this app is updated and much better
",0
"fun/addictive whenever you are bored
",0
"i love the game
",0
"love this game
",0
"excellent game!!
",0
"love game!
",0
"grandson insisted ......
",0
"wonderful aquarium for all ages i am 30 my sons 4 we both enjoy it ...
",0
"great game can get addictive
",0
"i love this game.
",0
"love this game
",0
"its really fun to play
",0
"goooooood game
",0
"i'm glad to see you've improved.
",0
"and i'm glad to play tap fish again. :-d
",0
"its cool, great time waster!!!!
",0
"fun game, good color and graphics.
",0
"i used to have a huge fish tank until i moved to an apartment that doesn't allow them.
",0
"this fills that aquatic hole in my heart!
",0
"this game is very koooooooooooooooool
",0
"its addicting and passes the time.
",0
"now ive lot all my prizes  that's again tap fish, you're getting deleted finally
",0
"i love this game its fun for myself and my kids.
",0
"i haven't experienced any bugs with this game yet
",0
"love this game its excellent
",0
"buena juego, keeps me entertained during boring days.
",0
"and highest selling breed of fish is eagle ray and yellowbelly damsel.
",0
"i love this game
",0
"it's a great game to play just to pass the time.
",0
"i love the events that get held.
",0
"like the froggy bubbles one and the 2013 event fish.
",0
"that would make the game even better.
",0
"like an exhange thing.
",0
"cool app it passes the time
",0
"love this game!!!
",0
"great graphics!!
",0
"great fun
",0
"i'm addicted to this game i love it
",0
"its a cool fun game
",0
"great game
",0
"cool and very very fun.
",0
"i just can't stop playing!
",0
"fun and easy
",0
"fun to play.
",0
"its a great game to keep me one occupied during my commutes
",0
"awesome game!
",0
"my kids and i take care of the fish together, good family fun
",0
"i have a new obsession with this game.
",0
"it is a lot of funn.
",0
"i always play it n love my fish like i have my real aquarium...
",0
"just keep swimming just keep swimming
",0
"not very happy with this app :-(
",0
"it is a fun game, and the best part is the fish are easier to take care of than in real life.
",0
"addictive game
",0
"it was fun till it, this app.
",0
"and fish headquarters don't care and won't help you.
",0
"totally addicting.......
",0
"awesome game..
",0
"just keep picking up my phone to see if there hungary or need love...
",0
"great time killer.
",0
"easy and fun
",0
"my fishus actually died so i can no longer play this game!
",0
"no technical problems, which is great.
",0
"awesome app... =)
",0
"great game n fun for the kids
",0
"i love it it is great.
",0
"ithis an adictive game it is so awesome!
",0
"very cool app
",0
"fun little game.
",0
"its a really fun game
",0
"my kids love this game
",0
"my 9yr old loves this game :-d
",0
"i love this game all the kinds of fish and everything on it ;)
",0
"i mean its great to pass some time away when u anit doing nothing but the only thing that i wish this game could do is when u buy fishs that cost fish bucks then u breed them u should get at least some fish bucks back besides coins so u can get breed and earn fish bucks like that
",0
"i love playing games like this
",0
"i love this game, its like havin' real fish...
",0
"fun but tough to make progress in the beginning...
",0
"at first i had to uninstall it but now i love it
",0
"love it, its great.
",0
"great game
",0
"i seem to spend a lot of time on this little app
",0
"fun and love it
",0
"fun game addicting
",0
"it a fun game to play.
",0
"great game
",0
"i like this app.
",0
"the only thing i'm troubled by is for the mystery tank.
",0
"you don't know which fish will breed with the other.
",0
"helps pass time.
",0
"great fun n keeps u busy wen on long trips
",0
"this game is so addicting omg
",0
"i want to play the game but im not buying a game card or adding stuff thats ridiculous.
",0
"it's really fun because all the special events .
",0
"bad game
",0
"i can get a complete xbox game for $60!
",0
"great best application ever  i love it   so much fun to play
",0
"i wish i could give more stars!!!!!!!
",0
"this if by far the best lil fish game ever!
",0
"love this game
",0
"great game very great
",0
"its a great and fun time spender.
",0
"gets u a mobile experience in fish keeping.
",0
"i love fish.
",0
"its really fun and the quests and events this app has makes it all the bette b-)  :-d
",0
"great game way better than fish tycoon
",0
"love it great game
",0
"i enjoy playing it
",0
"love love love!!!!
",0
"i think its a great game, you can even use it to teach kids to be responsible!
",0
"my fish haven't died yet!:-) !
",0
"i just downloaded tap fish and i'm soooooooooooooo far:-) .
",0
"the different events are loads of fun also.
",0
"the little fish are so cute.
",0
"great game to release stress
",0
"i love this aquarium game its both relaxing and peaceful and educational too
",0
"fun to take care of fish
",0
"you will have a lot of fun if you like taking care of fish .
",0
"it tells some great information about fish.
",0
"love this game..
",0
"yulia i like the game.
",0
"i love this game i rate it a 10
",0
"addictive game
",0
"it is the best game ever i am so addicted
",0
"great game, good for passing the time or just to relax!
",0
"besides that, great game!
",0
"best game i ever played!!!!
",0
"i love this game
",0
"i love this game!
",0
"love the app keeps my mind at ease when stressed.
",0
"i luv dis game its da first thing i do n da morning an da last thing i do at night
",0
"fun and exellent!
",0
"it is totally cool and a blast to play.
",0
"i love this game!
",0
"take fish is a great app....
",0
"really relaxing ,,i race my daughter to play very enjoyable ...
",0
"i enjoy playing this game.
",0
"really enjoy playing this game.
",0
"tap fish is an awesome my daughter and i are hooked
",0
"great game,love it to bits!!!
",0
"this.game is pretty much a fun game to when i have nothing else to play.
",0
"little kids love it.
",0
"it passes the time.
",0
"love this game!
",0
"this game is wonderful
",0
"other than this it is fun to play
",0
"fun game
",0
"i'm not very happy about this cause ive downloaded this game to each new phone i've gotten for the last 3 years.
",0
"love this app!!
",0
"entertainig game
",0
"nice way to pass the time.
",0
"fun to play
",0
"love everything keeps me busy!
",0
"supper, this is wonterfull entartainmet geme.
",0
"i love fish tanks and this is a way to have a cool fish tank without the hassel.
",0
"awesome game :)
",0
"i like this game coz we can breed a  new species of fish, and we can learn many kind of fish and the name of every species.
",0
"received bubbles when clicked on ""love fish"".
",0
"i do not like frogs and do not want them in my tank.
",0
"love this game .
",0
"i love this game but it hasnt wurked for days what the hell
",0
"i still haven't been compensated !
",0
"but has consistently gone down hill.
",0
"i enjoy tap fish very mucy...
",0
"i like the fact that you can have more then one fish tank...
",0
"alot of variety of fish, backrounds,and extras that you can put in your tanks ...
",0
"i also like the events that you are givin...
",0
"im doing this comments for the fish bucks but it is really fun
",0
"i used to love this game.
",0
"however i have worked hard to earn and save up fish bucks.
",0
"fun game.
",0
"very enjoyable very addictive!
",0
"never boring now that there are events
",0
"love this aquarium app, lots of fun.
",0
"this game is fun worth it
",0
"this game is extremely awesomely cool and fun!!!!!!!
",0
"love this game
",0
"fun and a great way to pass time.
",0
"its a cute game
",0
"tons of fin fun!
",0
"its ok, but its pretty entertaining at times.
",0
"love this game!!
",0
"fun, fun, fun!!!
",0
"great game.
",0
"love it have onphone to addictive not too spammy and not always trying to sell something
",0
"great way to pass the time.
",0
"i also had an issue with my account and their great customer service made everything right!
",0
"i absolutely love this game.
",0
"it is great for my son because its easy and i dont have any problems with it.
",0
"it's like a real aquarium and i love it
",0
"its like you have fish living in your phone.
",0
"great game
",0
"kool game
",0
"when i'm bored this game takes that out so yea its great and not boring like real live fish
",0
"a great pass time
",0
"this is an awesome game.
",0
"it is a great game.
",0
"love playing
",0
"great game
",0
"excellent game
",0
"i love playing this game !!!
",0
"so much fum to breed all the little fishes and see them swim around.
",0
"its great to play when your bored too!
",0
"tap fish great game!!!!!!!
",0
"great app!
",0
"addictive love it!
",0
"entertaining kids love it!!!!
",0
"cool app.
",0
"i love my fishies!
",0
"this game is cool.
",0
"once u start playing u r addicted to it
",0
"perfect on the go game for fish enthusiasts!
",0
"i like this game very much
",0
"great game love it .
",0
"great app.
",0
"definitely worth downloading pretty much like having a portable fish tank with you anywhere you go
",0
"nc game
",0
"great game.
",0
"cool i guess!!
",0
"love love love this game..
",0
"great game fun interactive
",0
"i love this awesome game!!!!
",0
"fun game
",0
"i think that if a child doesn't have a pet than this is a great way for them to experience how to take care  of animals.
",0
"cute fun similar to farmville
",0
"great game
",0
"a good fish game
",0
"its a great and fun time spender.
",0
"gets u a mobile experience in fish keeping.
",0
"this if by far the best lil fish game ever!
",0
"great game if you got tha time to invest in it
",0
"this game is fabulous.
",0
"best game ever nice job
",0
"this game is awesome
",0
"i love it it fun smart and realy good and da dusurfs 5 stars i even want to give it 10 stars
",0
"loving it sooo fun when your bored
",0
"great game, quite addicting!
",0
"when i don't receive fish bucks for apps i try i  just email them and they add them for me.
",0
"love this game.
",0
"great customer service.
",0
"makes me feel responsible
",0
"tap fish
",0
"super awesome!
",0
"tap fish
",0
"absolutely love it and will get all the upgrades.
",0
"totally brilliant and have never come across a better fish game.
",0
"excellent game one of the best i have been on so far and i not be surprised if i won't find a better game.
",0
"i recommend it to people im 12 & i love it.
",0
"they do not communicate with the players enough!!!!!
",0
"fun pass time...
",0
"it is fun to play.
",0
"it is a good game because it has unique fish that you can buy and breed
",0
"great game.
",0
"awesome game!!
",0
"awesome game!!
",0
"my friend got all his dead though :-)  !!!!
",0
"found myself completely intranced-obsessed over some animated fish.
",0
"love it so much and recomend people to play this game.
",0
"my kid loves it
",0
"great game
",0
"do not let fish die!!
",0
"used to have fun with this game ..
",0
"only reason i keep it my cats enjoy watching it...
",0
"tap fish
",0
"but don't let your fish die
",0
"this is a great game.
",0
"this game is cute and addicting!!!!!!!
",0
"this game is so addictive.
",0
"you won't be able to stay away for long!
",0
"this is a great game
",0
"liked a lot.. :-)
",0
"i do not think a google user is a user!!!?!!?!?
",0
"i love fish and i think this game is just very fun :-)
",0
"this game is overall quite fun, but.
",0
"pros -good selection of fish -good graphics -easy to earn coins
",0
"great game and semi easy to get fish bucks
",0
"i think its great, but it would be 5 stars from me if they looked nicer, (if i could, it would be about 4 and a half)
",0
"i thoroughly enjoy this game
",0
"fun app.
",0
"havent played in a while, but addicting.
",0
"love this game like having it on
",0
"its alright when you're bored
",0
"i've been playing for about five months now.
",0
"great game
",0
"very fun and easily addictive.
",0
"great time if you like a challenge.
",0
"i feeel like i actually have fishieess
",0
"relaxing, and the kids love it
",0
"tap fish a fun game,i love to play tap fish and wait to see what challenge is coming next.
",0
"lots of fun.
",0
"not a bad fad,.like.
",0
"fix for motorola flipout and i will rate better
",0
"i love fish.
",0
"its sick i loved it
",0
"well it's okay i his have a hard tyme to get money/dollas
",0
"this app is very good because it helps people take care of fish if they want to get a real tank
",0
"kewl game
",0
"tap fish
",0
"excellent game
",0
"its  cool game
",0
"tap fish
",0
"tapfish is cool :-)
",0
"i totally love it!
",0
"its really fun to decorate my tanks very addicting.
",0
"it's pretty addicting!
",0
"great fun game, pretty good!
",0
"it's great i love this game
",0
"awesome game, everything is excellent, keep up the good work!
",0
"this game is completely addicting!!!
",0
"i seem to spend a lot of time on this little app
",0
"very relaxing and fun game.
",0
"tons of different fish and decorations.
",0
"if u are not a patient person and just want to jump in a game and beat it this game may not be for u.
",0
"it is a time consuming game.
",0
"but, if u are patient and like to enjoy a game instead of just beating it than this might be a game u will like.
",0
"my favorite on my phone.
",0
"i love my fish!
",0
"way better than my boyfriend's real one.
",0
"brilliant game
",0
"i get to carry my fish around with me!!!!!!
",0
"love this game!
",0
"i love this game.
",0
"the fish r so cute.
",0
"update i am now on level 49 great game except the bubbles limits u from seeing who is fish :)
",0
"couple things id change, but fun
",0
"can any1 pls tell me how to buy frogg eggs :-)
",0
"otherwise love it!!
",0
"i really like the new look and how smooth the game is running, so far.
",0
"earlier versions not so good.
",0
"great game
",0
"fun for adults to
",0
"awesome game
",0
"a bit glitchy sometimes but totally addictive!
",0
"i love this game...
",0
"great game
",0
"other than that it's a lot of fun.
",0
"awesome game.
",0
"very fun and relaxing.
",0
"awesome game
",0
"fishes, fishes, fishes.....
",0
"its fun easy and as close to real as u can get!!
",0
"great game it helps past time n relaxes the mind
",0
"good game but it takes a long time to get the tasks finished
",0
"amazing game.
",0
"occupies my time!
",0
"fun game
",0
"interesting game and engaging
",0
"gotta love
",0
"i think tapfish is fun and intaning
",0
"really fun game
",0
"fun fun game
",0
"just started, pretty fun.
",0
"like the feature with bonuses.
",0
"very nice fun to play
",0
"the apple version is much better as it is a far more mature app.
",0
"love this game
",0
"its,fantastic,,really enjoy this game and my baby love it too
",0
"of cource it slowly evolves unless you are willing to use real money to buy credits.
",0
"lots of fun collecting differeng fish
",0
"brillent for spare time :)
",0
"love this game....
",0
"i love this game.
",0
"andkids love it to.
",0
"this is a cool nice game to play
",0
"this will learn people to look after fish!
",0
"i like my aquarium
",0
"i think every one shoud have this game ?
",0
"tap fish
",0
"great game!!
",0
"luv this game!
",0
"cool game
",0
"this is a really fun game!!
",0
"my brother got me to start playing...
",0
"now the four of us can visit each others tanks!!!
",0
"great game
",0
"love this app im so addicted
",0
"not sure why this game is do addicting but it is.
",0
"i like that you can breed the fishies..
",0
"they're so cute!
",0
"great game:]
",0
"love that i can name my own fish.
",0
"other then that i love playing it!
",0
"not slow works great and its fun...
",0
"great app love the breeding..
",0
"impatiently waiting for my fishes to grow :p
",0
"i love the game but to buy is too much
",0
"great app very relaxing
",0
"love the fish but they die and you have to pay to revive them.
",0
"fun, just wish there was more to do..
",0
"this game is addictive.
",0
"i have had it for 2 years now and still get excited about new events!
",0
"its an excellent game, but i  think it is sad when the fish die
",0
"love that u can set it as ur wallpaper.
",0
"i absolutely love this game and i'm 30 years old...
",0
"me and my hubby play it together.
",0
"fun way to kill time
",0
"i realy like this game it is fun for both my wife and i
",0
"awesome game must play!
",0
"love this game
",0
"love this game like having it on
",0
"i think tapfish is fun and intaning
",0
"cool game.
",0
"fun game
",0
"great game!
",0
"brill game
",0
"like this game a lot
",0
"wow this game is epic and beast i love it its so addictive you must install
",0
"addictive fun and amazing..
",0
"tap fish
",0
"love this game.
",0
"its real fun& teaches one to be caring & responsible
",0
"fun tracking and nurturing ...
",0
"love the events and competition.
",0
"nice game
",0
"i love those fish swimming around.
",0
"i like it alot its awesome
",0
"this game is very peaceful and relaxing.
",0
"casual game play, good for playing 5 minutes here, 5 minutes there.
",0
"graphics are good and game play is pretty smooth.
",0
"thanks for the game!
",0
"its an amazing game for children and adults i would recomened it
",0
"great game, played on my old phone.
",0
"simple game.
",0
"easy to play and very addictive.
",0
"perfect for young and old alike.
",0
"just enjoy and relax.
",0
"i love it and have my whole family taking care of my fish!
",0
"tap fish
",0
"like having your own aquarium
",0
"i love rhis game and so does my 7 yr.
",0
"great for people who like fish.
",0
"addicting game!
",0
"i play every day!
",0
"i enjoy playing this game
",0
"i love tapfish!!!!!!!!!!!!!!!!    :-)
",0
"great fun game
",0
"love love love this game!
",0
"this game is great love it
",0
"this game rocks
",0
"ilove it so so cool try it;-)
",0
"awesome game
",0
"i absolutely love tap fish!!!
",0
"its pretty neat when u first start it you may not think its up beat enough but that game challenges and rewards u
",0
"i love this game!!
",0
"best fish game that i have ever found!!!!
",0
"love this game very addicting
",0
"i think tapfish is fun and intaning
",0
"pretty and addictive
",0
"love this game, keeps me entertained for hours.
",0
"otherwise i'd give three stars for every thing.
",0
"the fish are great if you save your fish bucks.
",0
"great fun and addictive
",0
"i love this app...
",0
"just wish it was easier to get fish bucks since so many things cost so many, especially when most of your goals require them to compete.
",0
"the graphics we're great
",0
"love it because it teaches kids to be responsible
",0
"wonderful to pass time
",0
"love this game
",0
"my daughter loves playing with her fish <3
",0
"wow this game is epic and beast i love it its so addictive you must install
",0
"reminds me of the fishing game on facebook but without all the headache.
",0
"i lllooovvveee this game
",0
"awesome game
",0
"good way to pass the time.
",0
"enjoy playing, and do does my daughter!
",0
"love this app!!
",0
"love playing
",0
"i have to qwell the urge to spend real money to get more fake money.
",0
"i actually enjoy playing this game!  :))
",0
"takes time and patience, but it's very entertaining.
",0
"definitely a ""must download""
",0
"so much gameplay, and you can do everything free, but if you want to buy ""bucks"" the prices are cheap and get you alot of currency for so little!
",0
"10 out of 10 rating for tapfish!!!
",0
"i love this game.
",0
"i love this game!
",0
"i love this app.
",0
"love this game
",0
"it's fun for both my children and myself
",0
"love this game
",0
"awesome game
",0
"amazing game im hooked
",0
"great fun game
",0
"easy to play, the events add a challenge to the game and keep it interesting.
",0
"but otherwise a relaxing way to spend some time!!!!!!
",0
"absolutely love this game!!
",0
"cool game
",0
"great for people who like fish.
",0
"i play it all day
",0
"i sooo luv this game so far no problems after a month.
",0
"luv the different kinds of fish.
",0
"definitely addictive.
",0
"fun to waste time on.
",0
"i just love this game..
",0
"portable aquarium ^^
",0
"i love this game
",0
"love my fish great app
",0
"but fun none the less?
",0
"great game
",0
"love this game!
",0
"i love this game !
",0
"im hooked.
",0
"like alll they fishie sounds
",0
"i absolutely love this game.
",0
"very interactive and the events are so much fun.
",0
"wonderful and relaxing.
",0
"my kids love this game
",0
"but still fun app.
",0
"omg i love this app tap fish its super fun the second i get on this app i just cant stop playing it for like 3 and half hours....
",0
"i enjoy this game i could spend hours on it.
",0
"it is relaxing to play.
",0
"happy fishing.
",0
"this game is so amazing you get to feed your own fish and give them lots of love this game shows your child's responsibility and it really helps it makes you feel like you have a pet i use to have a fish but it died and this game brings back its life
",0
"i keep playing because i don't want my fish to die
",0
"the new frogs are addictive and so cute <3
",0
"really simple game.
",0
"some of the fish, if not most, are pretty realistic, and i love the mystery breedable fish.
",0
"give more fish bucks and lower prices, but it was awsome
",0
"cool fishy time
",0
"love this game
",0
"this is the best long term game!
",0
"entertaining and fun
",0
"its good for when your bored and stuff
",0
"i love tap fish
",0
"i fant get on ever 4/6 hours just to feed my fish or clean the tank, my kids would be neglected!
",0
"i installed this one and its awsum plus i love the events :)
",0
"very entertaining very good note
",0
"always loved the game it can get addicting tho lol
",0
"its an all time favorite for me
",0
"katie mclaughlin
",0
"visit my tanks (fishfanzy1116)
",0
"nice graphics
",0
"i love tap fish !
",0
"i never get tired of this game.
",0
"i love and enjoy my fish.
",0
"try it you'll love it.
",0
"this would be the perfect game if the rewards would be issued when they are due.
",0
"it's  an almost real fish aquarium that you will definitely fall in love with best pet ever--fish to feed, watch, and breed while designing the entire dreamy aquarium theme
",0
"this game is very addicting!!
",0
"i've literally played it for 3 years now i love it!!!
",0
"great game!
",0
"i love this game..
",0
"awesome time killer!
",0
"i had this game when i had my itouch.
",0
"quick game when ur wasting a minute
",0
"i really like this game.
",0
"gets my mind away from my gurl
",0
"i loved this game, and used to play it everyday.
",0
"really fun game, much easier too :)
",0
"tap fish is fun.
",0
"i love it so mich you get to have all fish i got one millon
",0
"my children love it!!!
",0
"it's the best game  i play
",0
"love this game
",0
"very fun good way to pass time
",0
"its so adorable  i could totally let a kid just sit there with my phone and they are quiet and occupied iys amazing... lol
",0
"love it great game very addicting
",0
"super fun!
",0
"im addicted
",0
"this game has inproved so much.
",0
"awesome game very creative
",0
"very addicting, tons of fun!!!
",0
"i have tiny fish for my tablet and i have lots of the fish
",0
"me and my kids love it!
",0
"love this app
",0
"what a cool game!
",0
"so many things to do and ways to earn coin and fishbucks.
",0
"cute game but have to play it every day or fish will die of starvation
",0
"tap fish is a really fun game :)
",0
"all these events keep you coming back for more
",0
"fun game and can be addictive
",0
"this game is amazing and really addictive i luv this game!!!!
",0
"addicting you gotta get it
",0
"amazing game
",0
"very cool game
",0
"fun game
",0
"my wife hates it because i play it so much
",0
"seems like a neat game though
",0
"btw, a quick way to make tons of coins is to get tank happinesses to 90% or more, fill it with 1 hour bigmouth basses and sell them one by one when full grown.
",0
"actually hooked lol
",0
"and fish headquarters don't care and won't help you.
",0
"just keep picking up my phone to see if there hungary or need love...
",0
"i love this game!
",0
"excellent apps
",0
"very fun and time consuming game
",0
"this is my fave game.
",0
"if u love fish this is for u
",0
"great game
",0
"passes the time, entertaining
",0
"i love fishies. :)
",0
"play all the time add me- delucamad
",0
"totally fun,game  ;)
",0
"i love this game.
",0
"my son loves this game i've had it on every phone i've ever had :)
",0
"its awesome plus its teaching my son to feed his real animals when they are hungry too!
",0
"cool for kids
",0
"great game.
",0
"fun to play
",0
"this game has inproved so much.
",0
"lovely game
",0
"what a fun game
",0
"if anyone wants to have free time taking care of virtual fish this would be the game is very good fun even little children would love it.
",0
"i like this game
",0
"my daughter loves taking care of the fish!
",0
"aesome and fun game
",0
"this game is addictive
",0
"love this app!
",0
"i love this game
",0
"love this game
",0
"fun for family as well
",0
"i play tis tap fish like s if i'm taking care of my fishes at home.
",0
"gud game have fish in a real tank as well
",0
"fun game
",0
"this a fun little time consumer lol.
",0
"good way to teach little kids to take care of fish
",0
"great game.
",0
"love this game!
",0
"excellent game!
",0
"awesome game!
",0
"i love tapfish!
",0
"it is,an,awesome game!
",0
"this game is so much fun!
",0
"looking forward to the next event.
",0
"very cool game.
",0
"i love this game.
",0
"i don't get fish bucks when i download other apps and it says i will get them but i still love the game.
",0
"i love this app!
",0
"pretty neat graphics and this keeps me busy.
",0
"best game ever and fun to but i have killed my fish 20 to many times.
",0
"as l said excellent brilliant amazing game
",0
"was definitely worth a second look a year later.
",0
"gonna stay installed this time.
",0
"epic game
",0
"i really love this game, downloaded it for my daughter but wound up playing it myself.
",0
"takes most of the fun out of the game.
",0
"i have no decorations because after 3 weeks i still have no coins, and this is playing it on average of 2-3 times a day.
",0
"now that i'm writing it down i actually feel stupid for spending a month playing it.
",0
"totally rocks!
",0
"passes time and that's about it
",0
"its a great way to keep the young kids entertained
",0
"bug fixes are great.
",0
"soooo cool i love it.
",0
"this is a very fun game
",0
"love this game one of my favorites
",0
"played it for a while but still has pazaz
",0
"good game i really enjoy playing it.
",0
"cool awsome
",0
"i just love this game
",0
"its a wow game
",0
"awesome game, great for kids too!
",0
"spectacular customer service if needed.
",0
"fun to play
",0
"its been months, i play everyday
",0
"this is a fun game to kill time.
",0
"my daughter & i play this game a lot.
",0
"i love it the fish are lovely and it calms my nerves
",0
"i love this game!
",0
"tap fish
",0
"i realy enjoy this game!
",0
"if you think that you can't get fish bucks, your wrong!
",0
"i went to go get fish bucks because all my fish died,so i found this game and it looked fun, so i got it and i got 7 fish cash!
",0
"i would realy recamend this game if i were you, so get of your lazy butts and start raising some fish!
",0
"i love tap fish
",0
"at one point i lost my tanks and with an email, they got back to me within hours.
",0
"i am so addicted to this game.
",0
"very cool game!
",0
"it is a cool game
",0
"its fun when u bored
",0
"this is so fun addicting awesome.
",0
"best game on the market
",0
"the fish are funny.
",0
"lots of fun
",0
"really addicting game for me as fish lover
",0
"i love it so much so fun when theres nothing else to do
",0
"fun game to play
",0
"great game!
",0
"play it everyday!
",0
"money takes a while earn
",0
"i like to play tap fish
",0
"its super fun
",0
"good way to pass the time.
",0
"love this game.
",0
"i enjoy playing this game even though i have a couple issues with the game.
",0
"the application manager, when you email then they actually help to resolve the minor problems.
",0
"they have even compensated me with me with the coins and fish bucks i would have to give 5 *
",0
"but ok game
",0
"i loved this - pleasing and fun.
",0
"this game is awesome!(:
",0
"i like the cool backgrounds and fish.
",0
"cool game
",0
"absolutely love this.
",0
"my whole family has downloaded it
",0
"i like it alot
",0
"passes the time by quickly.
",0
"nice game.
",0
"for fish lovers a must.
",0
"nice game
",0
"sad whoever did the update can suck my wake.(
",0
"i now had to uninstall & reinstall.
",0
"great game.
",0
"soo addicting!
",0
"since i started playing this i havent had any other games ive been playing!
",0
"great game for the easily entertained individual!
",0
"tapfish is a great game
",0
"very cool games.
",0
"i love this game
",0
"i find myself coming back for more just to interact with my fish.
",0
"u have your own styles, creativity, and imagination and with wide range of choices to choose from.
",0
"thinking about getting rid of this app, but i have put tons of time into it.
",0
"great game
",0
"tap fish great game
",0
"i  love this game
",0
"great app
",0
"more fun than u would think.
",0
"no issues after 3 days so far
",0
"great game
",0
"great app i have fun with it when im bored.
",0
"long time players have invested a lot of time and money and deserve a little consideration!
",0
"good game i love to have over 20 tanks so i can have something to do when there's nothing to do
",0
"don't waste ur time with this app download fish live instead!
",0
"awesome game!
",0
"it keeps me from being board and i luke the fish.
",0
"i'm not going to spend my real money constantly buying fake bucks.
",0
"nice and beautiful game
",0
"very fun and also nice to look at.
",0
"fantastic app never rated an app b4 it keeps me occupied for ages loves the fact it can be your wallpaper
",0
"great game.
",0
"slow but good customer service.
",0
"totally enjoy this app
",0
"my kids love to take care of there fish keeps them busy for an hour or so great little game
",0
"i love to play this game
",0
"lovvveee ittt
",0
"keep it up tap fish friends!
",0
"anything else i need to say?
",0
"this game is awesome
",0
"tap fish
",0
"please help me revive my fish.
",0
"my internet shut down and i couldn't take care of them.
",0
"my boys & i absolutely love this game.
",0
"he even had me change my live wallpaper to my aquarium.
",0
"definitely 5 stars!
",0
"fun fun fun.
",0
"better than real fish tank maintenance.
",0
"it is hard to play this one after tap fish 2.
",0
"i miss my  tap fish 2.
",0
"love the fish
",0
"it's  ssssssoooooo funnnnn
",0
"awesome and addictive.
",0
"but ok game
",0
"love this app
",0
"my kids love this
",0
"this is a cool and fun game to play.
",0
"good way to pass the time.
",0
"love this game!
",0
"love this app!
",0
"time killer n addicting!
",0
"fun and addictive
",0
"i love tapfish
",0
"i love this game.
",0
"this game is the best game  i ever played.
",0
"koo game
",0
"really fun and addictive game
",0
"game is awesome
",0
"this a good games now i have my on fish
",0
"i need to report missing fish bucks, how can i recover them?
",0
"good game to pass time
",0
"i like my aquarium.
",0
"the game is fun.
",0
"i like how you can  but your fish tank on your home screen.
",0
"very fun game.
",0
"love this game
",0
"love my fish so much
",0
"great app.
",0
"to gain coins fast, grow tank full of white grunt fish under super exotic category.
",0
"in just few weeks i'm already up to 10 million coins, and i have 11 tanks.
",0
"it is a good game because it has unique fish that you can buy and breed
",0
"great game.
",0
"really cool game!
",0
"totally amazazazazazazazazaningly awesosososososososome
",0
"the way i breed the fish is fun.
",0
"best fish game out there
",0
"great app i can set this as my wallpaper.
",0
"love il
",0
"i love this game
",0
"very fun game to play, reminders are always on so you don't forget about your tank.
",0
"would be cool to have more other lively aquatic animals rather than just decorations too!
",0
"since i usually kill real fish i really enjoy taking care of these without feeling guilty
",0
"nice colorful fish.
",0
"love the special one that we get sometime.
",0
"i love this game and think more people should try it
",0
"nice game too chill with,
",0
"tap fish
",0
"strangely addictive
",0
"this is great i love it
",0
"i love this game.
",0
"so fun and addictive.
",0
"i have been playing this game for 2 years and love it .
",0
"it's a nice relaxation game .
",0
"i used to play this a couple years back.
",0
"just started playing it again.
",0
"alot more options have been added to this game, the fish are very lifelike.
",0
"great luv it
",0
"love all the choice of fish
",0
"runs very smoothly.
",0
"this game is very nice
",0
"i love this game! :-)
",0
"it is challenge and great fun to see what the next fish will be
",0
"i love dis game.
",0
"even though i have to fight my girl to have a turn'''
",0
"i usually don't do these types of games.
",0
"but i really enjoy playing with this one.
",0
"but overall it's fun and really relaxing.
",0
"awesome awesome
",0
"its a funn game i recomend it
",0
"so much fun, it made me get my real fish tank back out and start up an old hobby
",0
"i love this app.
",0
"fun game
",0
"very excited to be playing again.
",0
"what a fun game
",0
"awesome game
",0
"great little time waster!
",0
"easy going game
",0
"love this game
",0
"great colors.
",0
"class game
",0
"amazing game.
",0
"i cant stop playing.
",0
"great game
",0
"this game is spectacular!
",0
"well done fun fun fun for my kids 3year's old
",0
"love this game!
",0
"grab em while u can
",0
"excellent game
",0
"excellent fun
",0
"great game
",0
