Review,Relevant
"crashes quite a lot and the option to delete comments does not exist
",1
"been force closing!
",1
"can't upload photos from my note 2.
",1
"this app is very slow please update to better version..
",1
"but on this update i try to look at a photo on my news feed, and it shows a totally different picture i saw mimutes ago.
",1
"cant update a status.
",1
"update the app so it will sync with google again...
",1
"haven't been able to upload pics taken on mt gs3 gor a while.
",1
"can't view any pictures now.
",1
"if you force shut the app after continual crashes it totally shuts down ur cellnet data connection.
",1
"every time i use this app it closes on me, sometimes its within a minute or two, other times its immediately!
",1
"when i'm lucky enough for it to stay open for a little while its pretty slow and has lots of glitches!
",1
"if it would run at a reduced size or had a reasonably functional widget it wouldn't be so bad, but full screen its shocking!
",1
"hd tablet optimised app please.
",1
"this apps so rubbish it wont even let me install it .
",1
"good app drains battery like crazy because it never closes...
",1
"can't upload pictures
",1
"its really slow and it eats the phone memory :s !
",1
"and why the hell cant i save pictures -.-""
",1
"too much memory is used by app.... :-(
",1
"and when i try to use emojis in chat facbook crashes :-( :-(
",1
"i opened this app this morning and it won't even update.
",1
"i cannot log in so 1 star for now.
",1
"good app but some time its working bit slow.
",1
"cant open comments sections at all, it takes at least 90 secs to view most of my friends images and list goes on.
",1
"what is most frustrating is that i get notifications on phone pn&can open comments, et aol, before i even get notified on my tablet.
",1
"it easy to play but it hard when i log in to play other account
",1
"i give it a 3 star because 1 for me to change my cover i cnt change it when im using the app i could only go on my phone internet yo go to facebook & change the cover & i really hate that so yeaa & plus sometime my status dnt go up or pics dnt go up but yeaaa till ya have this fix its gonna be 3 stars but when its fixed & its fixed good ill give it a 5 star than so yeah
",1
"always loseing connection, and never being able to veiw pics it will never load them even when you click on the pic to inlagre it!
",1
"app is slow after last update.
",1
"not uploading or downloading photos, very disappointed.
",1
"i am not getting notifications.
",1
"besides it is using up 23.4mb of my phone's ram. for low end phones like galaxy y, this is too much.
",1
"the new facebook is no no good cause it always shuts down i can't see the pictures half the time it just bad!!!!
",1
"how can i change my cover pic?
",1
"i can't change my cover pic and profile pic after recent update.
",1
"are u going to introduce another app to change cover pic?
",1
"slowly again after updated sucks!
",1
"cannot view any pictures after update!
",1
"now i cant see driends pictures.
",1
"loading issues, ""cant find secure connection"", if i delete a post..
",1
"i cant close pictures if i open them..
",1
"it won't let me upload photos now??
",1
"i click on a fuckin image n it takes be back to pics from 5 days ago...
",1
"used to work wonderfully, now however it causes me to lose my connection, leaving me unable to refresh anything.
",1
"finally stepping it up  edit: seems since latest update that now images aren't always showing up in news feed or when selected.
",1
"after updated, my update status doesn't appear in my wall..
",1
"now can't post pics.
",1
"since the update its not letting me upload pictures..
",1
"since downloading this app i can't write on people's wall!!!
",1
"i'm not a big fan of facebook, personally i think it's had it's day, but, when i do feel the need to message one of my mates it very rarely connects.
",1
"all i get is 'connection error - retry', even with the strongest mobile internet connection it only connects now and again.
",1
"won't open half the time, won't update when it does.
",1
"really frustrating to get to editing a long post and accidentally touch the feed wall behind the comment box and have all that swyping disappear forever.
",1
"this got to get better i'm tierd it keep freezeing i'm done installing uninstalling.
",1
"gps locks and won't go away, even if you force stop the app.
",1
"cant post status.
",1
"can't view photos wtf!
",1
"im having issues uploading my photos.
",1
"we want delet unwanted  comment no option for that otherthan good .
",1
"after long time i use this app, this app haven't been able to update status......
",1
"pictures do not load.
",1
"it works good but its stupid how it don't tell you anyones birthdays no more or that it showes someone that u stole a picture frim them that's stupid
",1
"after it updates it won't allow me to view pictures etc
",1
"in the settings it won't let you change your password!
",1
"plz fix force close :(
",1
"and make remove comments and poke friends avilable....
",1
"ive had it downloaded on my phone, had to delete it for storage space and i cleared that out before trying to install it said file is invalid or something..
",1
"its just dumb that now all.of a sudden i cant download
",1
"anytime it updates you cant see nothing on fb and you have to delete the hole app and redownload it.
",1
"all the pictures are a gray block
",1
"extremely slow
",1
"no pictures load on your news feed or when you click into it.
",1
"pics and thumbnails won't load after last update.
",1
"takes forever to load, even on wifi.
",1
"so many fraud notifications!
",1
"please stop all of this pornography advertisment.
",1
"all advertisment should be gone.
",1
"this app use to be great but now the status's on the widget never update.
",1
"so now i'm constantly reading the same status's.
",1
"i can t found my likes pages in this update......
",1
"the latest update will not allow me to refresh anything.
",1
"keep getting network error, wtf?!
",1
"takes forever to load when i first open the app and force closes a lot and is always telling me i have no connection when i have 5 bars!
",1
"i haven't been able to update  my status from my phone now for about 3 weeks, i also can't upload a picture, share anything or write on friends walls.
",1
"it's just a useless app taking up room on my phone for no reason.
",1
"now it is super slow and pictures won't even try to load.
",1
"too slow to load images and pages, sometimes it doesn't even load.
",1
"wont launch at all since update.
",1
"when i try to look at pictures they won't load
",1
"very slow even when i'm on wifi.
",1
"when ever i am trying to upload a photo, it says uploading failed after 100%.
",1
"the app crashes, pictures loading last to much, besides the news feed shows  ""most recent"" but it shows ""top stories""
",1
"facebook on nexus 7 had been slow lately and now won't even connect anymore.
",1
"can't even update my status.
",1
"you would think fb would have an amazing app with all the fat money they make.
",1
"it keeps force closeing and not loading and freezing please fix other wise it is great
",1
"i am always having to exit the app and reopen it for pages to load, and most of the time that doesn't even work.
",1
"i don't want to look at the loading icon all day.
",1
"by using updated one can not able to post on my wall.
",1
"i think till slow to shiw the pictures.
",1
"and when i post status or comments they cant to upload and i'll write again and again.
",1
"it won't load pictures
",1
"the bad: when i type more than a few words in a post or comment, the app freezes, more often than not. i lose everything i typed and have to start again.
",1
"also: there's no way to upload a photo directly to one person's wall.
",1
"another neat option, if the developer wanted to make this really awesome, is an option to pre-cache recent posts by friends and in groups, for offline (aka subway) viewing.
",1
"and dare i dream of posting comments offline, that post as soon as i get reception again?
",1
"ever since it upgraded, it shuts down and locks me out with a black screen for a good 10 mins.
",1
"makes it really hard to talk to him when i can't even stay in it for more than a few minutes without being kicked out.
",1
"i love updating fb when i can wish it would be better statuses arent updating and pictures dont upload have to upload 3 or 4 times.
",1
"freezes up when i click on pictures and is always having to be shut down and reopened.
",1
"since latest up date i can no longer view any photos
",1
"regularly asks to find all of my phone contacts on facebook. i don't want to do this, but i can't permanently dismiss it.
",1
"i wouldn't advise anyone to download it because it makes the phone go blank.
",1
"the app notifications don't always work, and updating your news feed can take forever.
",1
"i can't delete spam comments from photos, i cant delete post i sent and i can't delete photos slow
",1
"its always force closing, pictures never load...
",1
"very slow and doesn't refresh often....
",1
"this wont let me go in facebook !!!
",1
"none of the photos people post on facebook are showing up on my samsung galaxy.
",1
"it doesn't want to load anything!
",1
"it won't load photos, timelines, newsfeed, etc.
",1
"i have given up posting or searching on facebook too many times because app is incredibly slow.
",1
"every sense i installed the update, i can't post a status update,  it never posts mo matter how many times i try.
",1
"i have to post timeline photos twice b4 it actually uploads them.
",1
"i don't get half the news feeds,  i miss a lot!
",1
"oh not to mention it always has a network error.
",1
"notifications on phone home screen are gone.
",1
"open the app and it shows pending notifications.
",1
"no add/reply to comments section in your own albums.
",1
"i can't change my cover photo & i'm unable to view pics in my timeline...
",1
"space hog that gets bigger and bigger with each incarnation.
",1
"the bloat is unacceptable, and unnecessary.
",1
"no longer worth the amount of space it requires.
",1
"ok i can't up load any photos from my galary to facebook both through the facebook app or through the galary.
",1
"having issues now trying to upload photos to facebook.
",1
"wont load.
",1
"does not properly show the most recent statuses when i selection most recent.
",1
"can't change my profile pic or my cover photo.
",1
"can't update my status.
",1
"at least i can see what my family and friends are up to too bad they can't see what i'm up to.
",1
"can't write on friends walls anymore.
",1
"deletes comments after i leave them.
",1
"almost impossible to change cover photo on mobile.
",1
"on friend/group pages, ""see more"" option doesn't work anymore.
",1
"so there's about two weeks or so of recent posts that can't be seen anymore.
",1
"countless times i receive ""network error"" alerts/force closes.
",1
"since the update, i can't see any photos of any kind.
",1
"also, we can change our cover photo in the old version, but in the new version, we can't. :(
",1
"disappointing can't save to sd card still ,wish u wud sort this then and this new up date been nothing but crap facebook takes ages to load kicks u off please sort this asap as its doing my head in
",1
"app loads slooooowly.
",1
"constant receive ""network errors""
",1
"i can't upload photos, if i view a posted photo i have to press ""back""
",1
"button a million times before it returns to my news feed.
",1
"app is very slow and crashes a lot.
",1
"can't even download it onto my tablet
",1
"takes forever now to load pictures.
",1
"sometimes states there is no internet connection even if i have strong signal.
",1
"search bar not working.
",1
"some pages do not load.
",1
"sfter the latest update i can't see any pictures.
",1
"very hard to add a photo if your devices have plenty photos.
",1
"waiting thumbnails for minutes still cannot see the photo i want to post.
",1
"should ask which app we would like to use to choose photos.
",1
"i have 4g and this is so slow updating that i rarely use of.
",1
"automatic updates do not work   i hope they fix this soon
",1
"slow and 90% of the pictures don't load.
",1
"some of my posts or comments never shows, always says no connection when i have 4g service, slow loading, when i push like it does not work.
",1
"pictures don't moves very slow.
",1
"the inbuilt messenger doesn't show any notification of new messages....
",1
"and can't get the notification of comments ....
",1
"pls remove the inbuilt messenger app as i already have the fb messenger app....
",1
"but now fb loads forever about 60 of the time upon opening.
",1
"happens more if an instance is running and i'm in another app and i use the notification bar to go to fb, and it loads, and loads, and never finishes... i
",1
"no pictures since the last update, sorry i updated now, fix this problem soon, right now i hate facebook, no since in getting on!!
",1
"where did my friends button go too???
",1
"this app is useless keeps force closing and not  working properly
",1
"i have updated this app at least 9 times and every time it takes up more memory space.
",1
"there is no proper share option for video...
",1
"we need to download the video to share...
",1
"i can't do status updates....
",1
"very slow, pictures don't load and doesn't notify me .
",1
"too much ram consuming n sloe speed
",1
"after i update this i can't see my status updates & sharings.
",1
"i got sick of waiting for everything to load.
",1
"because it's takes 32 mb in phone.
",1
"and it is not loading always it shows connection failed.
",1
"i keep losing a specific friend and relationship status every other day.
",1
"i keep having to request my fiance' and change my status again and again, ive disabled the built in app and re enabled it, if nothing changes then im done with it.
",1
"all photos over 100 likes or comments say 98 likes and comments other than that it's alright
",1
"every time i try to open the app my phone freezes.
",1
"the app is getting better but one thing i am clueless about is removing or editing comments...
",1
"cant losd pics...
",1
"cblack screen issue..
",1
"move slow
",1
"slow, hands..
",1
"everything is fine except you can't see any pics!!
",1
"notifications , messages, feeds are always delayed.
",1
"pictures are bugged though.
",1
"i will give it 5 stars if it stops logging me out when im typing a message!
",1
"when i tried logging in,  it crashes!
",1
"sort the mobile facebook out i do not want to see post from yesterday hummm
",1
"ps-sumtyms says no network even though my internet is working.
",1
"can't even see my notifications anymore...
",1
"push notifications is not working!
",1
"i do find the app good because i could share a post easily than my previous app that i used but it is so very memory consuming and it sometimes crash....
",1
"at first i wasn't going to let something like being unable to upload photos on a consistent basis bother me, but then all of the force closing, network error, and lag made me want to flip a table.
",1
"loading of pictures is so slow¡­
",1
"and when it does pictures will not load!
",1
"haven't seen a photo on this phone in 2 weeks
",1
"contacts won't sync on nexus 4.
",1
"constant network problems whether on wifi or data.
",1
"slow on top of that.
",1
"click on a photo and a small loading circle whirls for infinity.
",1
"i constantly have to shut down the app and open it again just to view a photo.
",1
"sucks in term of viewing others timeline/page..
",1
"fix it pal, it often crash or laggy when i tried to view others fb timeline even though the wifi or 3g is full..
",1
"plz fix to send videos
",1
"why cant i write back from a comment..
",1
"can't upload video.
",1
"haven't been able to write a status in mouths.
",1
"my pictures don't download you can never see them...
",1
"pictures not opening on friends status updates...
",1
"wont let me comment on status, or upload pictures smh hurry up fix something
",1
"load of rubbish...
",1
"but in my current experience i have been shut out anytime i try and attach photos to both private messages and public posts...
",1
"i also experience force closings when trying to scroll comments!
",1
"always force close
",1
"very slow loading news feed, comment and photo.
",1
"and constantly have to uninstall and reinstall because of none loading.
",1
"its tooo slow and the widget doesn't w
",1
"slows down force closes and does not upload pics.....
",1
"notifications don't load properly and photos fail to upload...
",1
"since the latest update it always says ""network error""
",1
"while i'm connected to wifi plus i can't change my profile pic or anything.
",1
"but could be better if would be able to upload multiple photos like in iphone
",1
"unable to update my status or post on anyone's wall - disappointing for an mobile app for use ""on the go""
",1
"why can i no longer delete comments, or change my cover photo from the mobile app?
",1
"sucks i hate it want to delete my profile
",1
"very very slow to operate really disappointed:-(:-(:-(:-(:-(
",1
"it sometimes takes forever to load and the chat box is my messages .
",1
"slow and freezes to much!!!!!
",1
"i'm running an htc desire android phone and when i try to use the ""record voice"" it tells me that ""error creating audio attachment"" i was lookin forward to that specific add-on.
",1
"it won't load anymore.
",1
"i can't upload pictures anymore!!!
",1
"it's like a soccer player drinking 9 sodas a day -- fat and slow.
",1
"very slow and doesn't update news feed
",1
"also slow response time.
",1
"constant network errors.
",1
"and long load times.
",1
"when it shows where u are located it's on where when you start a post but doesn't go on the wall.
",1
"its soooo slow loading won't let you delete anything on ur news feed.
",1
"location showed when posted and now it doesn't.
",1
"constant network errors, lost of internet connection!
",1
"i would like to be able to edit comments.
",1
"ever since the update that was supposed to fix issues with pictures, pictures don't load properly.
",1
"network errors constantly, even with full wi-fi.
",1
"takes forever to load photos.
",1
"at least i'm not the only one having issues with the new update and the lack of pictures.
",1
"i too can only see text and some thumbnails.
",1
"i also have it acting like i don't have a connection but i do.
",1
"i can't view any pictures or videos .
",1
"this app is not loading profile pictures on my newsfeed, it doesn't allow me to view my own pictures that i upload.
",1
"haven't been able to download pic from my phone for a week now!!!!!
",1
"keeps showing top posts all the time even after changing to most recent.
",1
"some of my posts or comments never shows, always says no connection when i have 4g service, slow loading, when i push like it does not work.
",1
"this app is a poor facebook app freezes all the time and doea not give option of uploading pics to specific folders and slow operating
",1
"love the latest features but i can't get it to load like it used to.
",1
"please fix the bugs it force closes every time when opening the app & can't it be sent to sd card....
",1
"hangs and does not update my feed.
",1
"i always have problems trying to see picks on my wall because it refuses to load.
",1
"i get network error even tho i have perfect service and 3g.
",1
"when i share to many photos and what-not i get blocked for two days from sharing anything!
",1
"i don't get all if my notification, and can't see a lot of what my liked pages are posting cause its just not there. >=(
",1
"lots of waiting for simple posts to load, and it's not a connection issue.
",1
"pictures don't load, way too many ads and sponsored posts, it just seems to get worse and worse.
",1
"screen just goes black.
",1
"i watch youtube and use everything it was ok but why facebook say ""lost connection""?!?!?!?
",1
"why i cant post my status, it always says cant post at tis time????
",1
"the major problem, i believe is you somehow created a memory leak.
",1
"i say this because i noticed the more you use the app, the progressively worse it gets, until it doesnt even open or when it needs more memory for lets say a message and a notification at the same time, it crashes.
",1
"other than that as of right now images do not load the correct image, they skip to a different image, constantly gives false no connection warnings, cannot delete posts plus more.
",1
"got it updated and it's so slow now....
",1
"my s planner in my galaxy s3 freezes when i sync it if im logged in this facebook app!
",1
"slow, can't view pictures sometimes, drains battery.
",1
"since the update i can't upload pictures, it just fails every time
",1
"this app is not letting me upload photos or videos.
",1
"takes forever to load anything, even if i'm using wifi.
",1
"freezes and restarts all the time.
",1
"when a failed upload can't be cleared from the notification window.
",1
"awesome facebook app but pls upgrade cause i can't remove or delete a comments.
",1
"very slow app
",1
"this app sucks it won't load
",1
"it does not want to update my feeds.
",1
"wont let me update my status or do anything!
",1
"every 5th item in my stream is a suggested post or a suggestion to like a page.
",1
"update: in this latest version every time i start this app it has a pop up requesting access to my contacts so it can find friends.
",1
"there needs to be alerts for messages to your phone when you don't have wifi .
",1
"because it is terriable that when someone uploads a photo of you and you get the alert but when they send you a message you don't get an alert.
",1
"for almost 2 weeks i have not been able to update my status using this app.
",1
"everything is super slow and network errors when my connection is strong, and forced closes.
",1
"i've now had to uninstall the latest update because it intermittently stopped the touch screen working on my desire hd.
",1
"its really very slow evn with 3ga it works slow so bad
",1
"i cannot post my status on my wall
",1
"won't load at all most of the time.
",1
"only problem is that you can't chose which album you wanna upload your pic to and you can't change some things which gets annoying.
",1
"slowest app ever seen...
",1
"hangs like all the time and when using the search it is the slowest....
",1
"gives connection error and the most irritating thing when i open notifications of fb from my notification bar they dont open.....
",1
"i hv to again search that notification in the notification icon..... x-( x-(
",1
"constant force close.
",1
"takes forever to load pictures and comments.
",1
"delete feature removed so can't delete own statuses and comments.
",1
"tryna fix this it always crash
",1
"it crashes every 5 minutes !
",1
"i can't update my status , can't change my cover photo , & its so much slower the before .
",1
"i can't even post a status anymore it just sucks
",1
"can't upload pics for 5 days straight now.half the time it shows statuses from days ago, but not the 1 i just posted.
",1
"it will not load pictures
",1
"i like being able to pick which album to upload pics to, i just wish i could create an album through this app....
",1
"it also still tells me network error when my connection is perfectly fine
",1
"still can't upload pictures.
",1
"i can't view any pictures.
",1
"this app is slow you can't change covers and facebook should have music so that when someone enters your profile music of your choice plays that will be cool and make the app fast and the option to change covers :d make it happen ill give you 3 stars but if you guys have all this options i mention 5 stars oh yea and have the option were we cant hit like on the friend feeds cause when i scroll down i click like without me liking the picture or video or any c my friends post :/
",1
"i have not been able to post anything or share anything.
",1
"won't let me type without having to put my own spaces in.
",1
"won't let me post on others walls or tag them in my posts.
",1
"the only issue i'm currently having is with the search bar.
",1
"won't load new feeds.
",1
"problems uploading photos.
",1
"my phone hasn't got a big internal memory but it doesn't help when before i even log in the app size goes from 19.something mb to 24.something mb and up to 29 mb as soon as i log in, is those really necessary?
",1
"everything was going good but now i caint upload photos like its always something new come on guys tighten up
",1
"too slow crashes n i have issues uploading pics
",1
"the connection is awful and i have a 4g connection.
",1
"the slowest facebook application ever in the world!!!
",1
"it should only sync with contacts in my cell phone not fb friends who list a phone number with their account.
",1
"a lot of times if i click on a picture a different one shows up.
",1
"and i can't delete my own comments.
",1
"facebook won't allow me to update my status on either my facebook  app or mobile site on my razr hd's browser.
",1
"stop the money ads
",1
"this app keeps getting worse can't even update now
",1
"can we get an unfollow plus an edit button please?
",1
"should have better and faster networking signed jada
",1
"pictures don't load to be viewed or commented on.
",1
"was working fine last week,but now i can't upload pictures on my galaxy iii
",1
"does not load pictures, does not connect, has and error for everything to many ads..
",1
"net work error it says & don't load fix it!!
",1
"done the last update i have not  been able to view photos...
",1
"hardly loads anything.
",1
"its a good app its fast on my galaxy s 3 but on the straight talk phones its really slow.
",1
"i can no longer view any pictures!
",1
"cannot get pictures to load at all since update
",1
"very veryyyy slow other than opening photos...
",1
"keeps saying i hate a network connection problem even when i have all bars
",1
"it crash during like any status
",1
"very bad and slow
",1
"very slow & not perfect application.
",1
"i hate it that when there is a problem posting a comment, the app erases everything i typed in, instead of holding the content for another try!
",1
"why dont i have the option to uninstall?
",1
"i have a motorola electrify 2 (not an old pos phone so this app should work on my phone) it wont allow me to post status and says theirs errors when up loading pics or sending pics in email's.
",1
"something it unlikes it and goes back to the top of the page.
",1
"it crashes a lot in the background, syncs useless info to my phone, & the stuff that goes on facebook nowadays.
",1
"slowest app of any.
",1
"cant edit & delete comment , cant saving photo
",1
"why cant load anything oso?
",1
"it also won't let me upload my pictures...
",1
"please try to reduce the size of app with all this features..
",1
"i don't understand why it needs to access so much stuff from ur phone..
",1
"some things are understandable but others are an invasion of privacy, pretty much!
",1
"great app but would be better if i could update my status or post on peoples timeline using my galaxy s2
",1
"why i cannot post status and checkin on my wall?
",1
"anybody know how to download/save a picture/foto with this app?? :/
",1
"unable to update status pretty bad i have to use my husbands iphone if i wish to check in or do updates when not at home....
",1
"quit filling my pages with ads for products i don't want!
",1
"none of the pictures load.
",1
"since the update i can't post a status or share friends post do not update it was working fine before i live on fb so i need this fixed
",1
"haven't been able to log on since the latest update.
",1
"it would be a 3 1/2, i miss the feature to change your background picture, it sucks, bring it back or i uninstall!
",1
"can no longer upload photos without location info.
",1
"if i want location info on my photo i will add it myself.
",1
"each time i look at a picture it directs me to the picture that person posted before the one i click on.
",1
"ever since the update, it has been running very slow and will not even load recent updates 90% of the time.
",1
"all the sudden, i cant see any pictures.
",1
"the issues that i am having are as follows: when i, or any of my friends post messages on our statuses, no matter how much time has passed in reality,  it always says ""just now"". whether i tap to enlarge, or not, it will not show.
",1
"and, just a few minutes ago, i tried to leave my review, but even that had a problem!
",1
"wasting my time, lagging application .
",1
"its really slow and takes a long time to load -_____-
",1
"it takes up too much internal storage on my phone.
",1
"they need to give me the option of moving it to my sd card, or they need to make the file smaller.
",1
"fb takes up the most storage than any other app i have on my phone.
",1
"it takes ages to load.
",1
"i can't even use it any more without rolling my eyes and waiting for ut to show content.
",1
"it has a really nice aspect but it just crashes too much.
",1
"i have perfect signal and facebook keeps telling me error page
",1
"cannot leave or change my status from my phone galaxy 3.
",1
"facebook was perfectly fine until this last update now pictures don't show up.
",1
"statutes wont post.
",1
"runs really slow.
",1
"i have always had the pictures on fb show well on my android phone, but recently they are not showing up at all.
",1
"i even got wifi installed, thinking that would help, and no change on either status at all.
",1
"i can't see pictures anymore.
",1
"news feed doesn't load, just an endless little spinning circle.
",1
"for one, i hate the fact i can't sort my newsfeed by most recent.
",1
"it keeps forcing close.
",1
"i can't delete comments.
",1
"most of the time there is no messaging button on people pages.
",1
"can you please fix the picture issue seems like its an issue to some so please exhibit good customer service and fix this please
",1
"when ever i go on at a random time it will go back to my home page
",1
"it keeps saying ""no connection""
",1
"ive even sat right next to the router and it keeps saying ""no connection""
",1
"cant you change the widget?
",1
"since the new update every time i click on a photo from my news feed i get a different photo from the same album i go back and it happens again this happens a about 5-9 times per photo
",1
"my sync contacts button disappeared?
",1
"worked fine before but now it's not showing me the most recent posts it's showing me last weeks posts and i have it set to show recent posts
",1
"nothing will load unless you have wifi on and it forces close all the time!
",1
"why i can't update my status and upload myphotos?
",1
"one almighty, sleazy mess: force closes 90% of all commands; forces me to read news feed at their pace and won't allow me to like or comment if i read at my own pace!
",1
"force feeds me lying ads saying my friends like things they despise!
",1
"will not post link displays or upload media.
",1
"won't update my wall display or comment threads :(.
",1
"i cant even update statuses like tf is that?
",1
"like the timeline format but map is terrible.
",1
"privacy policy confusin on purpose i'm sure.
",1
"i have say one things thats is to much space it take up and it make your phone run slower then it is i like facebook but  cannot take this
",1
"i'm not understanding why this app keeps saying ""network unavailable""
",1
"it was good at first time  but at the last update was bas casuse it didnt want to start
",1
"it's sooooo slow.
",1
"why have the last few updates make it to where the pictures don't load correctly???
",1
"all i ask you to do is fix this app so i can actually see the pictures because they are not loading.
",1
"it takes over 10 minutes of force close windows to go through before it will even work...
",1
"app keeps force closing on my brand new gs3.
",1
"for the last week i have not been able to view any photos through my app.
",1
"very frustrating when over half of your newsfeed involves photos.
",1
"it seems i can't upload pictures any more.
",1
"since the new update, any picture i upload from my phone will not show on my timeline!!
",1
"it wont load pictures or videos on the app..
",1
"network error stuff
",1
"i can't update status and see this is a common theme with the galaxy s3.
",1
"can't post any thing through my phone!!!
",1
"initially this app worked very well but now it absolutely will not upload photos.
",1
"also, it no longer shows the city when you update your status which really makes it appear inferior to the ios app
",1
"cant comment or post.
",1
"keeps closing and freezing.
",1
"nice app i would give 5 star if it supports sd card...
",1
"plss provide sd card for this app
",1
"fix facebook its so annoying to have to force close the app all the time bcuz the update is crap
",1
"slow, errors and not very clean interface like iphone app...
",1
"thank you so much for fixing facebook's uploading status problem.
",1
"nothing but problems since  loaded msgr .
",1
"it takes forever to load, not cool.
",1
"update: 2/11/13 saying network error when my 4g is full..
",1
"also, can u please make an option to ""unfollow post""
",1
"very rarely refreshes newsfeed, and tells me it can't post my status as there is a problem, but when.
",1
"i can't update my status i can't look and my group comments upload photos or comment on anything.
",1
"takes up 28mb on my phone.
",1
"i can't put updates on photos because the key pad blocks the comment area so i can't see what i've typed.
",1
"the problem is that it either capitalizes every word or runs them all together.
",1
"since it won't let me see the comment field while the keyboard is open  i can't fix it.
",1
"update, then force close, go to manage app, clear data, restart fb, sign in...
",1
"after the last update more times than less it just sits loading.
",1
"this app keeps locking up my phone.
",1
"wont show posts and keeps shutting off.
",1
"really slow, no network,feed is slow,pictures won't upload.
",1
"on my tablet i have great connection for everything but this app....
",1
"however, when viewing photos, captions are not supported. i can't browse through them and read every single line.
",1
"plus, the photos most of the time load relatively slow despite the brilliant speed of the internet.
",1
"application keeps freezing.
",1
"forcing close a lot.
",1
"doesn't allow me to like comments, i have to exit post and go back in to like other comments.
",1
"the photo upload never works & i see items in newsfeed that were from over a week ago mixed in; lame.
",1
"app doesn't upload anything since my htc thunderbolt received the 4.0.4 ics update.
",1
"can't update status, upload pics or get notifications.
",1
"it opens , but won't load
",1
"the 'pages' option no longer appears.
",1
"doesn't let me update says in sufficient storage which is false!!!
",1
"consumes large space on internal mem.
",1
"should have a move to sd option.
",1
"can't move this application to sd card i don't have memory its too big and i uninstall it :(
",1
"it keeps telling me the file in invalid
",1
"you want people to use your service, however from the comments and ratings i have seen and read .....
",1
"it force closes non stop, you cant delete comments, etc!!
",1
"but pls fix the privacy settings whenever i post status or photo i cant even choose who is only allowed to view my post.
",1
"pls add a specific person option button in custom and the gallery whenever i upload photo i cant choose wich album i can select.
",1
"constantly force closes!!!
",1
"my particular hate is not being able to download/save photos from the app, fine for doing other tasks though
",1
"won't load images on my sony ericsson arc s, just flicks between 3g and h, on virgin network in aus.
",1
"it makes my notification bar dissapear along with my keyboard and freezes my phone until i reboot.
",1
"frustrated i can't upload my pics!!!
",1
"this app keeps on closing, it freezes & gets stuck, this app has never been as good as the blackberry version, none of the updates seem to sort the problems out.
",1
"photos don't load, content never loads, it's show, and just never works in general... how can a multi billion dollar company have such a crappy app??
",1
"for some reason facebook takes to long to load now days so it becomes very boring!!!
",1
"it never refreshes status updates.
",1
"now i cant upload pics!
",1
"when i try repeatedly it ends up posting 47 of the same pic an hour later
",1
"it takes for ever to load does not push notifications.
",1
"cannot update status.
",1
"have not been able to look at pictures since last update
",1
"doesn't want to refresh at all.
",1
"takes forever to refresh or  load comments
",1
"pictures and videos won't load while looking at news feed.
",1
"can you fix the network error message thanks
",1
"it keeps stopping after 5 seconds of opening it, please help
",1
"the app is functional but after disabling it my battery life tripled.
",1
"it has improved some but still some bugs that need worked out & really slow!
",1
"loads so slow and sometimes not at all...
",1
"it used to work great but after the last update, it won't show new posts.
",1
"cant delete my photos comments fix it an make it faster it hangs a lot thats all
",1
"gone from 3 stars to 2 because it seems to have network issues since the update.
",1
"overall it looks better and i would give it 4 stars if it wasn't for the losing connection.
",1
"why can't select and copy the taxes in links.
",1
"since last update i cant see any pictures...
",1
"alot of times i want view pictures.
",1
"and have a hardtime searching for people.
",1
"it wont load pictures or videos.
",1
"not to mention it force closes constantly.
",1
"was about to write a good review until the screen started to flicker on this app..
",1
"poor response
",1
"photos won't load when i press them and if they do its a different photo!
",1
"but sometimes loads too slow
",1
"news feed with unpredictable order.
",1
"impossible to find friends outside my contacts or a suggested list.
",1
"no notifications since i switched to 4.2 android.
",1
"and it lags when i scroll even under wifi.
",1
"tried to upload photos (lots of them - 40) - first from my gallery as sharing, the phone showed it's done but nothing in facebook.
",1
"images & photos - not loading.
",1
"it's not letting me get in the app just keeps having that circle going on and on.
",1
"keep the app installed to keep calendars and contact info in sync..
",1
"keep force close..
",1
"works really slow >.< crashes my phone.
",1
"facebook remains in memory after log out.
",1
"takes up memory space.
",1
"as of march 28, 2012, when notifications come up, they are unclickable.
",1
"when the like button is clicked at the lower right of a picture, people who liked the photo are not brought up.
",1
"inconsistency with mobile uploads.
",1
"even if photo option selected is view by friends, photos are unviewable.
",1
"pictures haven't loaded on galaxy s1 in last couple weeks!
",1
"it wont let me see pictures...
",1
"slows down all my other apps and crashes or freezes up all the time!
",1
"need to allow delete message again.
",1
"overall the app is good apart from every so often when i open an image (seems to be liked pages) it instantly reverts to the previous image the page has posted and i have to (end task) as so to speak for it to display the newest image.
",1
"one other menial yet anoying problem is that when l zoom into an image while my phone is 'portrait' it automatically zoom's back to standard size but in 'landscape' l have no issues.
",1
"every time i try and comment i get an error.
",1
"when you click on a picture in your news feed, it shows a totally different picture...
",1
"images are loading for days and days . . .
",1
"getting irritate and i cant change my profile pic
",1
"nothing loads, can't send messages on facebook's messenger,  comments don't load either.
",1
"slow, buggy and  doesnt show any pictures
",1
"i can't update my status or  write on people's walls.
",1
"always sending updates on statuses and pictures.
",1
"some links on my facebook didn't work and were always constantly spooling.
",1
"space waster.
",1
"always network error, and won't upload pictures!!
",1
