Review,Relevant
"the app keeps crashing on my phone, need help.
",1
"a change in the scenery would be nice as running over the same old ground becomes rather boring after awhile.
",1
"the app does not let me load the menu please fix this.
",1
"keeps getting stuck on the imangi studios screen and then returns to my home screen!
",1
"the only things i would want are the power-ups to be able to stack and extend.
",1
"example, picking up a coin magnet, and then picking up another one while the first one is going should extend the length if the power-up, but it does not, at least not the last 5 times i noticed.
",1
"also, i kinda wish that the list of objectives was available, i've had to hit some of the million mark objectives 2 or 3 times because it wasn't active on the list of three objectives.
",1
"i did not get credit for collecting 500000 coins!
",1
"the progress bar froze!
",1
"i hate the fact you can only see 3 objectives at a time.
",1
"in addition, i have a glitch that isn't giving me the 500,000 life time coins achievement.
",1
"lastly, i'm experiencing glitches where i'll jump and i then appear way off the map and die
",1
"i paid two times 99 cents each for 5 pack of gemstone n was charged but never got the gems in the game.
",1
"i kind of don't like temple run  2 because it makes you do only three objectives so this is my opion
",1
"takes soooo long to load didn't like it
",1
"5 stars when there are more characters.
",1
"more pick ups?
",1
"the only reason i gaveit 4 stars is because sometime when i am at a high score and going fast it will sometimes lag alittle.
",1
"but it has too many details so that you can't focuse on the game.
",1
"over 500k coins lifetime, but did not get credit for completing objective.
",1
"itdoesnt deserve 5 stars because it lags and sometimes it wont even let you interact with the game.
",1
"i was really enjoying this game until it updated and i lost everything. all my upgrades and coins and gems.
",1
"the whole game keeps crasshing it it keeps going upside down.
",1
"i had to re download it twice because it kept going upside down.
",1
"the app won't launch keeps force closing
",1
"i have been loving this game but with the newest update it won't even open.
",1
"just starts up then force closes itself.
",1
"seems to lag a lot and causes me to die.
",1
"temple run 2 makes it hard to gt power-ups and that's not good
",1
"this game won't even work after downloading just crashes!!
",1
"need more charecters, more harder more everything
",1
"i have a gs3 and i canf screen shot anything when i'm on the app
",1
"so, i downloaded this, all excited, so i open it up and it goes to the little imagi studios picture, then it goes back to my home screen and that's it....help??
",1
"i got a dimadond and i tried to use it but it said that i did not get one when trully did
",1
"but it lags like nobody's business on my phone.
",1
"sometimes to the point where i crash or die because of it.
",1
"love it but it have lagss somtetimes
",1
"the only thing i would request would be like to see wehich level ur on and which levels are left.
",1
"i like it, but there is some lag that really annoys me and the startup is a bit long.
",1
"wtf man all my cions are gone it was many today but the next they its only 978 cions please fix in a new update and more characters please like the first temple run
",1
"it worked great til today, now it won't even load, this game just needs to be fixed to where it won't cut off randomly
",1
"whenever my player jumps on to the next platform he falls through the ground alot of the times.
",1
"i've heard it's a great game but i cant download it.
",1
"you should make temple run 2 patcher free again because i am not about to pay for something that was free before
",1
"everytime i click on it, it just redirect me to my home screen.
",1
"i get first logo screen then it exits
",1
"cant stand phone lag running me into a tree, but otherwise fun.
",1
"needs fixing crashes on cart when in mine just loops then crashes ob galaxy s3
",1
"same tilting issues as everyone else.
",1
"very cool glitch in the mine and then within a day, the whole game reset.
",1
"downloaded update to see if that would get my stuf back, but no.
",1
"will write a longer review on my blog about the glitch in the mine but have to give it 3 stars for resetting.
",1
"as soon as i get past the tutorial it freezes.
",1
"its fine for awhile but then it starts freezing up in the game and causes me to die.
",1
"i dont really like how you have to move your device over to one side almost all of the way to tilt other than that its cool
",1
"so, i downloaded this, all excited, so i open it up and it goes to the little imagi studios picture, then it goes back to my home screen and that's it....help??
",1
"i want it to be available on android 2.3.6!
",1
"please update it and be abailable to lower android versions!
",1
"for the mission earn 500000 lifetime coins,  i got over that but the mission wouldn't complete itself!  :(
",1
"the objective that needs 1000000 lifetime coins is stuck.
",1
"even after completing 500,000 lifetime coins, it's not completing my objective of completing it.
",1
"though downloading is slow bcz of big size application.
",1
"1 which i'm sure a lot of people have but never noticed is that when you are on a one-wheeled turn in the tunnel, collected coins do not raise the power bar.
",1
"2 i am in the last 2 challenges and the 1,000,000 lifetime coins meter will not fill up.
",1
"i have a little over 500,000 and the bar reads at about 200,000.
",1
"and 3 the collected power ups should overlap like in the first version.
",1
"good game, lags some when i first start playing. :)
",1
"tilt sense needs to be improved
",1
"i look forward to play it but everytime i try to open it, it closes please fix that thank you
",1
"nice graphics lalala but s*itty game play and constantly ramming into walls when switch left and right.
",1
"cannot play more than once then have to close from glitches
",1
"nice game  over all only 4 stars, coins are lost if you don't use them
",1
"the glitches are at a turn, it lags and even if i swipe, i fall.
",1
"the second glitch is if i use the power up, then get the same ability, the ability ends at the same time as the power up.
",1
"the imangi studios screen launches but the game won't open - kicks me out to whatever screen i was on before.
",1
"love this game, but need to accumulate coins and gems!!!!
",1
"it wont let me exit or even shut my phone off because it froze so bad.
",1
"also, i lost all of my progress in the game just by exiting the app.
",1
"it let's me download but it only loads them quits
",1
"i purchased 150 gems online and i also got charged for it but i didnt get any gems even after two emails sent to these guys.
",1
"this is a very good game but i wish you could get gems easier
",1
"keeps on force closing fix it please.samsung galaxy s 4g
",1
"very difficult to play & collect coins .
",1
"it does kind of make your phone hot aftr a while and that messes up tilting because i had zero tilt response when it was heating up.
",1
"sometimes it doesnt open and i have to delete it and redownload it to play
",1
"each time i try to jump or slide it freezes
",1
"i not able to complete 500,000 coin objective even though i have collected o er 550,000 coins.
",1
"i started out with 4352 coins and then played the game for a while and should have had 1048 coins more and it took my coins away now i only have 500 coins left!
",1
"i hv completed 100,00,000 coins objective but it still displays incomplete.
",1
"works flawless on htc desire s but should have been a little more challenging.
",1
"bit when i download it , it showdthe brick wall for about 45 secs and goes bck to my homepage!
",1
"im already completed with the ""gold miner"" (500,000 lifetime coins) objective but it stays in my current objective. :(
",1
"my galaxy s2 hanging problem and incase application hang up time go task manager clear the temple run 2 game old score and all power ups its gone then open game new game running
",1
"it's giving error downloading .
",1
"also, when you get to level 8, eventually two of your goals become 5 and 10 million coins.
",1
"lagging and freezing too much please fixed.
",1
"great game but sensitivity could have been better
",1
"fun and addicting but keeps freezing.
",1
"or my guy won't jump,duck please fix!
",1
"i keep uninstalling and installing but it won't go past the imangi studios start screen.
",1
"and when you die after you reach a certain point that is were you should start to make the game abit easier to play.
",1
"battery drains too fast.
",1
"the only problem is it some times freezes when playing
",1
"fun game, would get 5 if the game randomly lagging didn't result in me constantly losing
",1
"the game won't start
",1
"it will not let me attain powerups if i trip monkey will not follow up still havent comepleted tutorial because after each an ever game it freezes as soon as i die.
",1
"i love this game it is the best ever but every time i play it and i press ""save me"" i have no more gems and the game shuts down.
",1
"gathering coins dor upgrades is a little tedious.
",1
"the objectives progress bar for collecting 500,000 coins & running 10,000,000 distance don't increase even though my stats show that i have collected 700,000 lifetime coins!
",1
"if it stopped lagging a lot id give it 5
",1
"the graphics r good but it takes a lot of the battery and it lost all the coins that i earned after it froze
",1
"i loved this game but every time i try and open it up it wont open.
",1
"this game makes me feel like the developers looked at the first game, saw all of the ""juddering"" complaints and just decided to ignore them - this game is better than #1 but suffers from the same juddering and lack of response during the slow down, ir's good but not great
",1
"this wont run on my samsung infuse
",1
"i use a samsung galaxy tab and every time i try to install this app it says 'error(498)' fix this?
",1
"the update was so amazing, it deleted all my temple run 2 data.
",1
"i had trouble swiping and tilting, it was too low for both also when in the mine shaft, when you make a turn, you have to be very fast to tilt the mine cart the other way.
",1
"just wish you could skip objectives.
",1
"so my girlfriend wanted to play as the last chick so we bought the biggest coin pack over a day ago and never got any coins, uninstalling, any game that rips you off.
",1
"would be better if the tilt was more responsive and the powerups renewed though.
",1
"i had the game and enjoyed it for about a week and then lost my save and have to restart to 0/10 is my rating
",1
"please develop more stages, tasks, and scenery.
",1
"the levels are the same and that's super boring!
",1
"though i have completed the objective of five lakh life time coins but it is not showing in   the completed objective
",1
"after level 8, you have to score 5 million coins to reach to next level which is boring
",1
"everytime i get up to 2000 coins all my coins reset and it makes me unable to buy new upgrades and people!
",1
"i have a samsung infuse and the game only shows the imangi studios screen before exiting game.
",1
"i went on today and it worked fine but i go on 10 minutes later and it starts me over from yhe tutorial and it cleared all my game history and i just got 3 million as my highscore yesterday, this game sucks!
",1
"it wont let me open the app it worked till today please help it worked for a while now it stoped workin screw it
",1
"the objective doesn't complete, if it is not shown currently on the level screen.
",1
"like for eg: if i've run 2,500m already, before it is shown as an objective in some level screen. it is still shown as incomplete objective.
",1
"needs better graphics and sensitivity like temple run1. :-)
",1
"need to fix when you're on a  zipline and your speed boost ends you keep running fast forever
",1
"will change to five if they fix bug as i have spent ages doing the objective to get 500,000 coins and now i have 500,100 coins and the bar is not even at half!
",1
"all the upgrades i bought, all the coins and gems i collected were reset.
",1
"and when i go into settings, and pressed back, it doesnt go back.
",1
"when i play the game sometimes there are lagging times and ends up making me see different screens shots at once.
",1
"needs lag fuxing update bad!
",1
"it was working perfectly and i had so many things then randomly it reset me back to having nothing.
",1
"this app is really fun but its slow alot.
",1
"it's very disappointing that i lost 5500+ coins bec i unlocked all runners and left with 5500+, when i got back to the game, the balance coins shows 0.
",1
"also the coin counts used to reset to 0 when it reaches 2000 coins.
",1
"its a good game but thr should b few level .
",1
"5 stars when you add tilt sensitivity, otherwise one of the most addicting games out there
",1
"random visual skips(pop ins) hurt game play sometimes.
",1
"whenever i try to open it it would go to the play store
",1
"everytime i click temple run it goes to my home screen
",1
"just a little much sometimes, good graphics, feels like the swiping & tilting is a little behind sometimes.
",1
"so addictive but i have a kyocera hydro and i had to delete and reinstall because it would freeze now i have boo problems with it and i can not stay off it
",1
"it start off slow for as the movement.
",1
"keeps losing most of my coins - so cannot upgrade.
",1
"this game is fun and addicting as hell but most of the time (and especially after i reach a few million points) it starts lagging like crazy and i end up dying because the game doesn't detect my swipe.
",1
"i'm not sure if it was meant to be this way, but the power meter doesn't fill up any faster when my coin value is doubled or tripled.
",1
"it doesn't make any sense to me why the power meter would count the actual coin number, rather than the coin values.
",1
"still crashing please help i haven't played it once on my samsung galaxy tablet  please!
",1
"it say always download is unsuccessful, try again
",1
"just a little laggy at times!
",1
"it's good but way to slow for me on htc could you make it faster at all?
",1
"used to work flawlessly before but now it crashes randomly.
",1
"please fix, doesn't get past opening screen on lg optimus black.
",1
"liked the first temple run but this ones even better only thing is tht win ya got two things ya gota do back too back like swinging on the rope then ya drop off an have to jump the stream there isn't enough space to do those two things back to back.
",1
"it gets pause for no reason on my fone (htc sensation xl). the touch graphics hv some sorta bug which is causing this.
",1
"needs more power ups and abilities
",1
"although they should update to add new power ups and items.
",1
"i play it all the time, but sometimes it doesn't jump when i swipe.
",1
"this game has not been working right my coins are always getting lost i hope you could fix this
",1
"i click the app and it goes to the homescreen.then it closes.
",1
"only problem is that it take forever to load! :\
",1
"was great but turned on before and all my stats erased not a happy bunny!
",1
"but hate when it doesn't respond to my swiping actions.
",1
"it still doesn't work for the lg thrill!
",1
"i try to open it up but i always get to the first screen then it just quits and goes back to my phones home screen!
",1
"it laggs in places and is annoying at times but overall this game is amazing! <3 also i think there should be a release of temple run for windows phone 7 because i would love to play this on my mobile
",1
"when i play the game crash on me, although other than that, the graphics are great, and it is an awesome game.
",1
"major bugs with achievements getting stuck. like lifetime 500,000 coins at ~60% when i have 600,000
",1
"can you guys make an update that involves more characters to work towards
",1
"this application opens but after two minutes on the imangi studios screen it automatically shuts down.
",1
"it wont open when i download it i dont know why
",1
"then i appreciate the upgrades but the sensitivity is really bad and you guys didn't add the option to change it like tr1 .
",1
"also there are times when swiping makes the character jump off the cliff or slide when i swipe to turn.
",1
"it won't even open on my phone so i'm like what the heck what a waste.
",1
"the objective ""collect 500,000 lifetime coins"" doesn't work, i have the coins but no complete objective!
",1
"there use to a bug where it crashes when you try to use a save me.
",1
"great game, but only thing i hate is i always lose my coins, and never get 2 buy anything.
",1
"often freezes and causes my demise.
",1
"droid razr m.  good game just freezes too much.
",1
"i have a galaxy note ii and thr minecart is a pain.
",1
"upload more exiting goal.
",1
"its too good, but one small issue every time its starting from first could u make some 2 or 3 life so that its easy to go next level
",1
"i regret updating,  this game is amazing but when i updated it just won't stop lagging  *please fix thank you
",1
"awesome game, wil gv it 5 star if tilting prob is solved.
",1
"and when i tried to move it to the left its hard..
",1
"a bit difficult to control
",1
"awsome but the score must increase fast
",1
"started the game up today and everything i've worked for is gone!
",1
"i'm annoyed by the popup reminding me to rate this.
",1
"why can't this game be completely muted?
",1
"there is always a sound when the character is running.
",1
"fun and addicting game, but every time i update i'm hoping you'll have fixed the major problems with the objectives, but no luck
",1
"really good looking, lags a bit but overall fun
",1
"said there was an error when trying to download
",1
"does not fit totally on my ge l3 e400 the screen resolution is to big.
",1
"i loved the first game but now it won't go past the imangistudios screen.
",1
"nice game gr8 but it's kinda lag and slow sensitivity please fix it thnk u.
",1
"my favorite but please add sensitivity option-thanks
",1
"i have redownloaded this 3 different times using three different internet connections.
",1
"1 when i try to send out the tweet it shuts my phone down and drains all the battery.
",1
"instead, you can add something grassy, or watery, or muddy, or maybe metallic!
",1
"have to tilt my phone way too much, stutters after 5k meters and crashes often.
",1
"it's fun but it lags, its harder and the tilting is really hard.
",1
"does not start up on my thunderbolt.
",1
"one problem - we have to tilt mobile too much to make the character go in the side.
",1
"when i went to play this game it came up big on my screen and i couldn't play it because i couldn't see the road ahead.
",1
"original was better, dont like new graphics, still same concept but trying too hard i think
",1
"the only problem is you need to tilt to extreme right/left to avoid falling.
",1
"the game would be near perfect if there were an option to change the sensitivity as it's a bit insensitive to my phone.
",1
"have some lag issues on p970 at the lowest graphics which effects the game dramatically.
",1
"i need lower graphics.
",1
"good game but it crashes alot for me.
",1
"hoping for updates for a new characters to spend the coins with and gems.
",1
"it is so good but u missed some things that could make it even better like letting fb friends see score
",1
"when i try to open it, the game closes and it wont even open to the options!
",1
"good game, but it freezes and crashes my phone.
",1
"can not open game for the second time.
",1
"graphics are decent but dont seem to respond very well.
",1
"this is unbelivable just like the first one only on android it freezes it lags how about acually puting some work into making this game, for android at least
",1
"lags a lot.
",1
"the game itself is really good, but it freezes too much and it won't let me play.
",1
"the screen of the game is too big and i can't see where i'm running.
",1
"this is a asum game but  it needs  more exciymet
",1
"but, i somehow cannot download it to my samsung galaxy tab.
",1
"this is a great game but sometimes it takes away your coins
",1
"luv it but needs more places to go looks like its goin in circle
",1
"i understand it's difficult to optimize the game for all android phones as there are several, several phones, but it would be nice if the lag could be fixed on the samsung galaxy s iii.
",1
"seems slightly buggy, can we get a sensitivity or accelerometer calibrator?
",1
"temple run 2 doesn't open for my phone it stays on the first part and exits out of the game i have the samsung infuse please fix
",1
"good, but sometimes it takes forever to load so when i turn and such, i die, because it doesn't do it right then.
",1
"rubbish not open in xperia x10i
",1
"this app shuts down and the run is not saved but the game is still fun.
",1
"i hate the fact that it's so hard to get coins!
",1
"wtf it show pakege file invalid plz fix ths.
",1
"it's slow n does not slide, jump in one go!
",1
"wtf the game takes ages for the points to go up the ziplines are terrible :d
",1
"love the game, android  v2.2.2, shows imangi and then closes, no warning, no force close, just closes, please fix imangi!
",1
"i can turn it down but it's still audible even at zero.
",1
"its simply cool but coins are not getting more as compared ti older one
",1
"nearly at the point of not been able to see my phone when tilting it left and right sgs2
",1
"can't tilt left to right, game is a bit too much
",1
"it sits on the loading screen the whole time or just exits out of the game.
",1
"game wont start.
",1
"it crashes whenever i start the game  please fix i have a sidekick 4g
",1
"in this game the tracks are cool but the animations aren't good.
",1
"sensitivity needs improvement
",1
"also freezes occasionally when i try to exit the game.
",1
"it stays at imangi studios for about 20+ seconds before getting to the game.
",1
"so everyone don't waste your time trying to download  this idiotic game, because it won't download.
",1
"the screen of the game is too big and i can't see where i'm running.
",1
"love the game but recently it started to freeze and close when you try to use a gem for save me.
",1
"this is my favourate game on android but it was running smoothly before but after unlocking characters and upgrades it started lagging.
",1
"good but it should have adjustable sensitivity in the settings.
",1
"would've given a 5 star if the option to adjust sensitivity and the magnet powerup will not overlap with the magnet pickup.
",1
"very fun, but every time i use a save me in a mineshaft it crashes and i lose all progress from that run.
",1
"the game freezes and force closes quite a bit.
",1
"this is a very addicting game, but there are a few issues concerning powerups and placement.
",1
"installed but not fit on qvga screen whyy
",1
"hate that the magnet doesn't multiply coins but its still good.
",1
"the turning is slow.
",1
"it takes full second or more to turn.
",1
"i've also twice experienced a bug with the boost where it flung me off the edge.
",1
"very fun but its too laggy on my neo v ics
",1
"it has everything i was so surprised by it this game cant get any better it has tons of things and you just cant stop playing it but when i click on th save me button at the end of each run the game just exsits fix it.
",1
"am usin galaxy tab but i cant download cos it alwys error
",1
"the menu layout sucks , the graphics are kinda stale but the game is way better than the first!
",1
"only criticisn is it lags a few times.
",1
"new cart level and zip line seem to glitch the boost power up leading to instant death.
",1
"head start that uses 2500 coins activates automatically.
",1
"freezing a lot on galaxy s3!
",1
"this game is fun but idk it wont let me download it mad
",1
"a fun game but crashes way too much!
",1
"why cant i get this downloaded, :(
",1
"i think this is a,really good and well made game, but when ever i used a shield over a river (not the one with the broken bridge) it glitches up :(
",1
"i've just downloaded this app twice and it doesn't work on my samsung galaxy tab gt p1010.
",1
"it's a good game, but not as smooth as temple run 1.
",1
"superb game but need to force close frequently that's why 3star otherwise 5star
",1
"lags a tiny bit sometimes but i'm sure optimization will fix that.
",1
"and its a little confusing on what to upgrade and stuff.
",1
"there was no explanation of how powerups work, why is it that when i spend 20 gems to max out the magnet powerup, after one game goes down by  half?
",1
"this is game is way addicting and super fun but i hate when i try to use my gems sometimes that it crashes and doesnt save my progress.
",1
"i was at 10500 when it crashed last no joke.
",1
"does not fit my screen right at all!
",1
"i purchased a set of gold and it still hasn't shown up in my game, several days later.
",1
"great game,  just one thing,  when i just miss falling off of those half paths,  my guy keeps running while on his side,  even jumping while lying down.
",1
"i am using an htc explorer and also have temple rum 1 but some games like raging thunder and tempal run 2 don't work whenever i turn them on it says program not responding please help even when i download apps from 4shared it says download failed help
",1
"i love it alot butt its kind of hard it works great for my phone but takes alot of space but i really do like it.
",1
"i didn't  find  exit button  on  tab2  then  i   have  to  open task manager  and  close   but  i  like   this game   i request  to  play store  to    make  exit   button
",1
"i hate the little ride on the tracks but it makes the game harder.
",1
"i don't know how the game was because the ""package file was invalid""
",1
"anytime i upgrade the 'boost' power up, however, i go to upgrades or anywhere else and the spent gems are still gone and the power up remains not upgraded.
",1
"its fine and smooth, maybe more characters?
",1
"graphics stuck most of the time and i lose the game.
",1
"till now thiz iz the most addicted game but i suggest if there is slope down.
",1
"can you give us an option to change the tilt sensitivity please.
",1
"it looks so oversized ' can't even play the game .
",1
"stays at imangi studios and force closes.
",1
"please add sensivity option or fix it otherwise it better than first temple run
",1
"i love this game but after update it still won't load past the first screen on my lg optimus 3d p920 please fix:)
",1
"only problem is the poor performance.
",1
"oh ya  the app freeze when i open the privacy button.
",1
"doesn't load, closes out on its own.
",1
"sensitivity is a little off sometimes on my note 2, hopefully this upgrade will fix it.
",1
"while i think this is a great short term time killer, it freezes my phone quite a bit.
",1
"ok on my tmobile sidekick for droid i can play the 1st temple run but this one it freezes when it is loading i haven't been able to play part 2 and i want too real bad please try to figure it out
",1
"it constantly lags which makes it impossible to take the corner and jumps.
",1
"i think this is way harder but better graphics and on my phone takes too long to load
",1
"sometimes it doesn't detect gestures properly.
",1
"lag constantly kills me.
",1
"just keeps force closing plz fix
",1
"whole screen is filled with icons only please fix it.
",1
"and sometimes i fly off the track after a weird combo of sliding and jumping.
",1
"amazing but after this update it doesn't open, fix please.
",1
"on the galaxy s 4g the game wount start up.
",1
"it says error download ekek aww
",1
"good graphics but lags game resolution.
",1
"this would be a five if it didn't crash my tablet so much
",1
"however, so far i have experienced severe lagging (the screen even refreshes sometime while running and i'm popped onto a completely different track).
",1
"besides the face that when i try to open it often it doesnt open and glitches
",1
"won't load game now.
",1
"i hag a motorola blur and all i get to is the start up screen even with the new patch it doesn't work
",1
"great game but sensitivity could have been better
",1
"great but can't download
",1
"some time the game hangs.
",1
"i bought 50,000 coins and the coin doubler and neither work.
",1
"i'm having trouble with the response to my touch on my phone.
",1
"the game will load and then exits automatically.
",1
"for exaple ill jump and it makes me slide.
",1
"changing from 2 to 1 star because of how stupid level 8 missions are.
",1
"i would put five stars if montana smith is brought back
",1
"why not 7500, 10000, 15000, 25000 coins in 1 run?
",1
"still force closes when i open it i have a samsung infuse the old temple run works but even with the update it still doesn't work i really want to play this so please fix
",1
"i could have given it 5 stars but the guy does not move left n rite fix it i will give u 5 stars i have even uninstalled it twice n installed it again
",1
"my only problem in playing is i always lag.
",1
"my coin doubler does not work why is that?
",1
"i really enjoy the game and its a huge improvement but the lag messes with the game play to much.
",1
"it ran perfect at first but then it started lagging bad throughout the game and i always die because of it!
",1
"i've finished the 1m meters objective, but it's still there for me to finish.
",1
"maybe it's a result of my finishing one of the objectives when it was shown twice.
",1
"i have put on the new update, i have completed more than 1 million meters but my 1 million metres objective is struck and doesnt move.
",1
"if you're trying to jump a gap, and you hit the edge, it sometimes does a weird thing where you fly to the right or left.
",1
"i can be playing but then run off the cliff because the game lagged and i didn't see it coming.
",1
"but takes too long when i click on the app to play but besides dat, wonderful
",1
"have trouble sliding sometimes.
",1
"needs tilt option
",1
"just find the ads irritating
",1
"i wish that when my battery is dying and the warning comes on the game would pause like in some of my other apps.
",1
"-i cannot see my stats, making it impossible to brag to my friends.
",1
"still skips frames even after update.
",1
"i was sooooo bummed that this game came out for the iphone first.
",1
"the designers really hated colors !?!?
",1
"but when the girl dies does she really have to sound so.
",1
"basically the same game as t1, almost nothing new.
",1
"temple run 2 is a excellent game but there's same problem in playing my st15i.
",1
"have an s3 and this game still runs like crap.
",1
"for one is it just me or is this game a bit stiff compared to the first one.
",1
"this one is so bright and colourful it makes the obstacles unspottable sometimes.
",1
"really great game but kind of jerky on turns
",1
"everytime i open it it will show the imangi studios logo for about a minute then it will just slose the app.
",1
"randomized levels add to the replayability.
",1
"downloading error
",1
"i have passed 500.000 in life coins, but the objective progress on passing that limit of coins, is locked on about 50%.
",1
"however it is quite annoying when it goes to -1 on the gems can't it just stay at 0 when you don't have enough gems to save you once dying.
",1
"only hiccup is that the later challenges are almost impossible (10,000,000 lifelong coins. are you kidding me?).
",1
"game is great, but the crashes are annoying enough to kill the experience.
",1
"considering i can't even download it this is stupid
",1
"it keeps on freezing when i have a high score
",1
"i like the game but i wish that when i get multiple objectives on one round,that it would check them all off.
",1
"it wont let me download it.
",1
"only thing is the tilt on tablets on the phone it works perfect but the tilt on tablets is unstable but hey at least we got temple run 2 been waiting a long time for this :d
",1
"tilt sensitivity s very less wen compared to first version.
",1
"i like the game its awesome but it lags a lot and slow on my phone and i have android 4.0.4 and a 1.4 processer idk why it does that but its fun other then that and they also take coins away if you don't use them sucks
",1
"for some reason when i launched the game today, none of my scores were saved, all power ups gone n back to level 1.
",1
"hoping the next update makes the tilts more responsive.
",1
"does not work everytime i try to play it it only loads the ingram sign and then crashes and i have deleted it 2 time and downloaded it 3 time still don't work and this is on the lg thrill
",1
"focecloses sometimes other than that it's an okay game.
",1
"yeah its great but now it wont even openand when it does it closes but i like graphics
",1
"when i open this app in android, always load and then exits the app
",1
"the mineshaft is way too difficult.
",1
"and one suggestion y cnt u try to introduce a boat in d falls like railway track.
",1
"why i can't download this games,,,?
",1
"i very  hard to see waht button ur pressin because there all on top of each other.
",1
"i expect more different levels from temple run3
",1
"i tried everything and it wont start.
",1
"awesome game played ever  but got slower and get hangs while playing on xperia miro
",1
"it wont open on my lg please fix
",1
"i have 500000 lt points but the objective isnt cleared.
",1
"explorer sticks to one side abd motion sensor is not working properly after update.
",1
"hey, i really enjoy the original temple run, i would like to play the new one but for some reason it will not pass the starting screen on the lg optimus 3d please fix!
",1
"i love thee game really captive and well crafted but coin denominations change frequently and minor glitches have caused it to crash but overall nice game oh yeah the coins keep resetting!
",1
"now its just stuck there however the 1,000,000 coin achievement is still increasing.
",1
"the game opens with the splash screen, like it's supposed to, but then it freezes, vibrates for a second and the app crashes.
",1
"this game is okay, but every time i pass level 5 and continue, it resets the game to back to level 5 the next day.
",1
"it tends to skip and freeze every now and then.
",1
"every time i open it, it ends up closing right out of it .
",1
"the objectives given is totally insane.
",1
"its really good and fun etc, but its too easy and some of the objectives aren't reasonable.
",1
"i had lots of coins and it just all disaperd dont buy if it doning that otherwise good game
",1
"by far the thing that needs to be fixed most urgently is power up timing.
",1
"temple run 2 is addicting and fun but i had to force close a few times so i uninstalled and installed again :d
",1
"same issue with coins and the worst thing, the graphics are draggy and jerky.
",1
"i've never gotten a chance  to play it on my phone because it force closes every time !
",1
"fun game, but sometimes lags
",1
"i have 1,000,000 life time meters, but the objective isn't updating.
",1
"it won't even work every time i click it it sends me back to my home screen can any one help
",1
"its fun and addicting, just kinda slow sometimes.
",1
"it shuts down automatically after the i screen please fix i really love temple run n i played 2 on my lil sisters ipod n i loved it please please fix
",1
"but the most necessary thing is tilt sensitivity setting for the gameplay.
",1
"wont run on my moto defy not happy
",1
"does anyone else experience this delay?
",1
"to slow to donwload
",1
"don't know whats happing but now when i tilt my phone to any side the character does not tilt with the phone.
",1
"i didn't get the extra coins that i purchased.
",1
"i have samsung galaxy s and i can't even get the game to load it stops at the big i thing this needs to be fixed.
",1
"the game freezes when open it
",1
"while under the influence of a power up if you get a second power up of the same kind it should extend the time of the power up.
",1
"the gameplay is bit easier now (which i liked about it) but has some glitches of its own, like the player even jumped off the track on left and right.
",1
"but tilting is bad
",1
"force closes at the loading page. :/
",1
"the game freezes when i am playing and cause my person to die even though she isnt even close to hitting anything.
",1
"great app but it keeps freezing on my g3
",1
"i will try to play and once on the imangi studios i hear the menu music play but then it just takes me back to my phones home screen ! -_-
",1
"it gets stuck and won't take any screen input.
",1
"fix the lag issues and you'll get 5 stars
",1
"it keeps you guessing and plays rather well the one flaw is you cant play laying down it makes leaning under sensitive.
",1
"download it it starts to load then screen goes black then it exits
",1
"all my stats, powers, everything back to zero.
",1
"game is good now, new challenges but definitely lags a lot and hangs after a little long run.
",1
"it force closes -_-
",1
"the 1mil lifetime coins is also more than halfway done but still, its stuck at 3rd of the way  :(
",1
"power meter doesnt increase inside cave.
",1
"it crashes every time before i can even play.
",1
"i want my coins saved!
",1
"tilt needs to be more than usual to take effect.
",1
"just having problem with tilt sensitivity.
",1
"at least give us a sensitivity setting!
",1
"i hit on the game, and it shows the picture of the ""i"" and then that exits.
",1
"i'm not sure if the forceclosing problem when i beat my high score has been fixed or not seeing as how i haven't beaten my high score since my last review.
",1
"the first time i downloaded it it only load up and it never works.
",1
"i played the game but initially found that it lags even on a dule core processor which is enough for any game to work on i better like the original temple run.
",1
"shows only spash and close unable to play
",1
"had it at 5 stars but the newest update seems to misread my slide commands.
",1
"it doesn t work on my galaxy tab it gets to the loading screen and stops i have to force close it all the time! !
",1
"i downloaded the game and when i try to play it the game goes back to my home screen.
",1
"i pretty much have to tilt my device so far that i almost can't see the screen to keep from falling off into the abyss.
",1
"only problem is i keep losing all my coins & don't know why.
",1
"lil laggy at times  but hard to put down
",1
"a great game with good graphics., but there is a glitch with 500k coins and pls restart the timer when we pick a powerup of the same kind, before the first one gets over.
",1
"its a very good, but it would be even better if you could add sensitivity in the settings, also its a little laggy at some points whitch gets me pretty mad
",1
"the game lags n hangs alot right frm d begning f d run in ma walkman live.
",1
"it closed down on my phone
",1
"just a little laggy
",1
"no answer in a week on an unfulfilled purchase.
",1
